Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWL_M_R
11194,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11195,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11196,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11197,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11198,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
11199,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11200,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
11201,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Bareland
11202,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
11203,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
11204,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
11205,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
11206,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
11207,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
11208,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
11209,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
11210,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
11211,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11212,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11213,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11214,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11215,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
11216,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
11217,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11218,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
11219,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
11220,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
11221,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
11222,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11223,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11224,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11225,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11226,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11227,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11228,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11229,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11230,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11231,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
11232,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11233,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11234,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11235,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
11236,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
11237,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
11238,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
11239,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
11240,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11241,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11242,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
11243,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11244,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11245,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11246,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
11247,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11248,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
11249,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
11250,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
11251,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
11252,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
11253,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
11254,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11255,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
11256,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11257,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11258,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11259,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
11260,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Wetland
11261,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11262,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11263,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11264,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11265,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11266,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Built-up
11267,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
11268,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11269,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11270,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11271,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11272,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11273,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11274,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11275,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11276,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11277,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11278,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11279,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11280,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
11281,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
11282,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
11283,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
11284,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11285,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11286,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11287,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11288,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11289,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11290,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11291,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11292,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11293,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11294,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
11295,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11296,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11297,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
11298,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11299,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
11300,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11301,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11302,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
11303,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11304,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
11305,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11306,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11307,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
11308,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11309,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11310,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11311,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11312,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11313,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11314,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Bareland
11315,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
11316,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Bareland
11317,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11318,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Bareland
11319,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
11320,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11321,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
11322,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11323,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
11324,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11325,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11326,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11327,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11328,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
11329,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
11330,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11331,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
11332,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
11333,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11334,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
11335,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11336,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
11337,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
11338,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11339,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
11340,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
11341,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11342,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
11343,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11344,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11345,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
11346,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11347,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11348,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11349,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
11350,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11351,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
11352,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Bareland
11353,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
11354,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
11355,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11356,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11357,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11358,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11359,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11360,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11361,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11362,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11363,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11364,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11365,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11366,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
11367,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
11368,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
11369,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11370,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
11371,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
11372,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11373,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11374,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11375,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
11376,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
11377,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11378,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11379,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
11380,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
11381,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11382,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
11383,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11384,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
11385,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11386,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11387,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11388,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
11389,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11390,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
11391,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11392,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
11393,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11394,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
11395,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11396,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11397,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Wetland,Bareland
11398,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
11399,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
11400,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11401,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
11402,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland,Bareland,Grassland
11403,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
11404,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
11405,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
11406,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
11407,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
11408,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
11409,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
11410,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
11411,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
11412,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
11413,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
11414,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
11415,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
11416,Bareland,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
11417,Bareland,NULL,Wetland,NULL,NULL,Bareland,Bareland,Grassland
11418,Bareland,NULL,Wetland,NULL,NULL,Bareland,Built-up,Grassland
11419,Bareland,NULL,Wetland,NULL,NULL,Bareland,Water,Bareland
11420,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
11421,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
11422,Bareland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11423,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11424,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
11425,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
11426,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
11427,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Water
11428,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
11429,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
11430,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
11431,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest,Bareland
11432,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11433,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11434,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11435,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
11436,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11437,Bareland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11438,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11439,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
11440,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
11441,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
11442,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
11443,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11444,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
11445,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
11446,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
11447,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11448,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
11449,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
11450,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11451,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
11452,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
11453,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
11454,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
11455,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
11456,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
11457,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
11458,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
11459,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Bareland
11460,Bareland,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
11461,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
11462,Bareland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
11463,Bareland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Wetland
11464,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,NULL,Grassland
11465,Bareland,NULL,Wetland,Non_Water,NULL,Bareland,Bareland,Grassland
11466,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11467,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
11468,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
11469,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
11470,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11471,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11472,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
11473,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11474,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
11475,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
11476,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
11477,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
11478,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
11479,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
11480,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
11481,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
11482,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
11483,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
11484,Bareland,NULL,Wetland,Water,NULL,Bareland,Grassland,Bareland
11485,Bareland,NULL,Wetland,Water,NULL,Bareland,Bareland,Bareland
11486,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
11487,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
11488,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
11489,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
11490,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Bareland
11491,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
11492,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
11493,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
11494,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
11495,Bareland,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
11496,Bareland,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
11497,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
11498,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
11499,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
11500,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
11501,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
11502,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
11503,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
11504,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
11505,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
11506,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
11507,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Grassland
11508,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Bareland
11509,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
11510,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
11511,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
11512,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
11513,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
11514,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
11515,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
11516,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
