Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRT_M_R
1564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1567,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1568,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1569,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1570,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
1571,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
1572,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1573,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1574,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1575,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1576,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1577,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1578,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1579,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1580,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1581,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1582,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1583,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
1584,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1585,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1586,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1587,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1588,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1589,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1590,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1591,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,NULL
1592,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1593,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
1594,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1595,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1596,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1597,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1598,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1599,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
1600,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1601,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1602,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1603,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1604,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1605,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1606,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1607,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1608,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1609,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1610,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1611,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1612,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1613,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Built-up
1614,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
1615,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1616,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1617,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
1618,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1619,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Shrubland,Grassland
1620,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1621,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1622,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1623,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1624,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1625,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1626,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1627,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1628,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1629,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1630,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1631,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1632,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1633,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
1634,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1635,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Water
1636,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1637,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1638,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1639,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1640,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1641,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1642,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1643,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1644,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1645,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
1646,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
1647,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1648,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1649,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1650,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1651,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1652,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1653,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
1654,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1655,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
1656,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
1657,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1658,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1659,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1660,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1661,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1662,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1663,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1664,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1665,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1666,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1667,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1668,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1669,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1670,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1671,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1672,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1673,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1674,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1675,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1676,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1677,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1678,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1679,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1680,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1681,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,NULL
1682,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1683,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
1684,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1685,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1686,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1687,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1688,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1689,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1690,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1691,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1692,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1693,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
1694,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
1695,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
1696,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1697,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
1698,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1699,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1700,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1701,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1702,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Forest
1703,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Grassland
1704,NULL,Built-up,Cropland,Water,Non_Wetland,Wetland,Built-up,Forest
1705,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1706,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Built-up
1707,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Forest
1708,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1709,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
1710,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1711,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1712,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
1713,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
1714,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
1715,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1716,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
1717,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1718,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1719,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
1720,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,NULL
1721,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
1722,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Bareland
1723,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1724,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1725,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1726,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1727,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
1728,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
1729,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Built-up
1730,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
1731,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
1732,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Built-up
1733,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1734,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1735,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
1736,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
1737,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
1738,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
1739,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
1740,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
1741,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
1742,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,NULL
1743,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
1744,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
1745,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
1746,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1747,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
1748,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
1749,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Grassland
1750,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Wetland
1751,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1752,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1753,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1754,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Grassland
1755,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1756,NULL,Built-up,Wetland,Non_Water,NULL,Built-up,Water,Grassland
1757,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1758,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
1759,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1760,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Built-up
1761,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1762,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1763,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1764,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1765,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1766,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Built-up,Grassland
1767,NULL,Built-up,Wetland,Water,Wetland,Grassland,Built-up,Grassland
1768,NULL,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Grassland
1769,NULL,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Wetland
1770,NULL,Built-up,Wetland,Water,Wetland,Wetland,Built-up,Forest
1771,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
1772,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Wetland
1773,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1774,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
1775,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1776,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Bareland
1777,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Wetland,Forest
1778,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1779,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1780,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1781,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1782,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1783,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1784,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1785,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Bareland
1786,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1787,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1788,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1789,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1790,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1791,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1792,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1793,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1794,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1795,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
1796,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1797,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1798,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1799,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1800,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1801,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1802,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1803,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Built-up,Grassland
1804,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
1805,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Built-up,Grassland
1806,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
1807,NULL,Built-up,Bareland,Water,Non_Wetland,Built-up,Water,Bareland
1808,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1809,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1810,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1811,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1812,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1813,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1814,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1815,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1816,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1817,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
1818,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1819,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
1820,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1821,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Wetland
1822,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
1823,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1824,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
1825,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1826,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1827,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1828,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1829,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1830,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1831,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1832,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1833,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1834,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1835,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1836,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1837,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1838,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1839,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1840,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1841,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1842,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1843,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1844,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1845,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1846,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1847,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1848,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1849,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1850,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1851,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1852,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1853,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Forest
1854,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1855,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Forest
1856,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1857,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1858,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1859,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Built-up,Forest
1860,NULL,Built-up,Built-up,Water,Non_Wetland,Shrubland,Built-up,Grassland
1861,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Grassland
1862,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Built-up,Water
1863,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Built-up,Water
1864,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1865,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1866,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1867,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
1868,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
1869,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Built-up,Forest
1870,NULL,Built-up,Water,NULL,Water,Built-up,Water,Built-up
1871,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Wetland
1872,NULL,Built-up,Water,Water,NULL,Bareland,Water,Bareland
1873,NULL,Built-up,Water,Water,NULL,Built-up,Water,Bareland
1874,NULL,Built-up,Water,Water,Water,Wetland,Water,Wetland
1875,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1876,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1877,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1878,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1879,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1880,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
