Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZG_M_R
1830,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1831,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1832,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1833,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1834,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1835,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1836,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1837,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1838,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1839,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1840,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1841,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1842,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1843,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1844,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1845,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1846,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1847,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1848,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1849,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1850,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1851,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1852,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1853,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1854,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1855,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1856,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1857,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1858,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1859,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1860,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1861,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1862,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1863,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1864,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1865,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1866,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1867,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1868,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1869,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1870,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1871,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1872,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1873,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1874,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1875,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1876,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1877,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1878,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1879,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1880,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1881,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1882,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1883,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1884,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1891,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1892,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1893,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1894,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1895,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1896,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1897,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1898,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1899,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1900,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1901,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1902,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1903,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1904,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1905,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1906,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1907,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1908,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1909,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1910,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1911,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1912,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1913,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1914,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1915,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1916,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1917,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1918,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1919,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1920,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1921,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1922,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1923,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1924,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1925,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1926,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1927,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1928,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1929,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1930,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1931,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1932,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1933,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1934,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1935,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1936,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1937,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1938,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1939,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1940,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1941,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1942,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1943,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1944,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1945,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1946,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1947,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1948,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1949,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1950,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1951,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1952,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1953,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1954,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1955,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1956,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1957,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1958,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1959,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1960,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1961,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1962,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1963,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1964,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1965,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1966,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1967,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1968,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1969,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1970,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1971,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1972,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1973,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
1974,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
1975,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1976,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1977,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1978,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1979,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1980,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1981,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1982,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1983,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1984,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1985,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1986,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1987,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
1988,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1989,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1990,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
1991,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1992,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1993,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1994,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1995,Grassland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1996,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1997,Grassland,Wetland,Water,NULL,Water,NULL,Wetland,Forest
1998,Grassland,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
1999,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2000,Grassland,Wetland,Water,NULL,Water,Wetland,Water,Forest
2001,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Forest
2002,Grassland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2003,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Forest
2004,Grassland,Wetland,Water,Water,Water,Grassland,Water,Forest
2005,Grassland,Wetland,Water,Water,Water,Wetland,Water,Forest
2006,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2007,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2008,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2009,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2010,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2011,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2012,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2013,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2014,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2015,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2016,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2017,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2018,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2019,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2020,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2021,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2022,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2023,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2024,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2025,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2026,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2027,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2028,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2029,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2030,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2031,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2032,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2033,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2034,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2035,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2036,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
2037,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2038,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2039,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2040,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2041,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2042,Grassland,Water,Water,NULL,Water,Grassland,Wetland,Grassland
2043,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Wetland
2044,Grassland,Water,Water,NULL,Water,Wetland,Wetland,Forest
2045,Grassland,Water,Water,NULL,Water,Wetland,Water,Forest
2046,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2047,Grassland,Water,Water,Water,Water,Wetland,Wetland,Grassland
2048,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
2049,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
2050,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2051,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2052,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2053,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2054,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2055,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2056,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2057,Grassland,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
2058,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2059,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2060,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2061,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2062,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2063,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2064,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2065,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2066,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2067,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2068,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2069,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2070,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2071,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2072,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2073,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2074,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2075,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2076,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2077,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2078,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2079,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2080,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2081,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2082,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2083,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2084,Grassland,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2085,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2086,Grassland,Forest,Water,NULL,Water,Forest,Wetland,Forest
2087,Grassland,Forest,Water,Water,Water,Grassland,Water,Forest
2088,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2089,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
2090,Grassland,Forest,Water,Water,Water,Wetland,Water,Forest
2091,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2092,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2093,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2094,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2095,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2096,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2097,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2098,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2099,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2100,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2101,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2102,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2103,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2104,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2105,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2106,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2107,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2108,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2109,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2110,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2111,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2112,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2113,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2114,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2115,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2116,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2117,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
2118,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2119,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2120,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2121,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2122,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2123,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2124,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2125,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2126,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Built-up
2127,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2128,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2129,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
2130,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
2131,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
2132,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Bareland
2133,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2134,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2135,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2136,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2137,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2138,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2139,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2140,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2141,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2142,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2143,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2144,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
2145,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2146,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2147,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2148,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
