Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTP_M_R
691,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
692,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
693,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
694,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
695,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
696,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
697,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
698,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
699,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
700,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
701,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
702,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
703,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
704,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
705,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
706,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
707,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
708,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
709,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
710,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
711,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
712,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
713,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
714,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
715,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
716,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
717,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
718,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
719,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
720,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
721,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
722,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
723,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
724,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
725,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
726,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
727,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
728,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
729,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
730,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
731,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
732,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
733,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
734,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
735,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
736,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
737,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
738,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
739,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
740,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
741,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
742,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
743,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
744,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
745,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
746,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
747,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
748,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
749,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
750,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
751,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
752,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
754,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
756,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
757,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
758,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
759,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
760,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
762,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
763,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
764,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
765,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
766,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
767,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
768,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
769,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
770,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
771,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
772,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
773,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
774,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
776,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
777,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
778,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
779,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
780,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
781,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
782,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
783,Water,NULL,Water,NULL,Water,NULL,NULL,Water
784,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
785,Water,NULL,Water,Non_Water,Water,NULL,NULL,NULL
786,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
787,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
788,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
789,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
790,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
791,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
792,Water,NULL,Water,Water,Water,NULL,NULL,NULL
793,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
794,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
795,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
796,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
797,Water,NULL,Water,Water,Water,NULL,NULL,Water
798,Water,NULL,Water,Water,Water,NULL,NULL,Forest
799,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
800,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
802,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
803,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
804,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
805,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
806,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
808,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
809,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
811,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
813,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
814,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
815,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
816,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
817,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
818,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
819,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
820,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
821,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
822,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
823,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
825,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
827,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
828,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
829,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
830,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
831,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
832,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
833,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
834,Permanent_ice_and_snow,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
835,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
836,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
837,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
838,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
839,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
840,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
841,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
842,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
843,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
844,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
845,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
846,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
848,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
849,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
850,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
851,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
852,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
853,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
854,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
855,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
856,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
858,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
859,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
861,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
862,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
863,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
864,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
865,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
866,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
868,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
869,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
870,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
872,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
873,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
874,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
875,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
877,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
878,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
879,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
880,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
882,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
883,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
884,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
885,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
886,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
887,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
888,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
890,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
893,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
894,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
895,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
896,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
897,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
898,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
899,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
900,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
901,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
902,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
903,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
904,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
905,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
906,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
907,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
908,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
909,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
910,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
911,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
912,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
913,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
914,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
915,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
916,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
917,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
918,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
919,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
920,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
922,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
923,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
924,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
925,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
926,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
927,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
928,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
929,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
930,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
931,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
932,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
933,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
934,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
935,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
936,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
937,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
939,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
940,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
941,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
942,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
943,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
944,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
945,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
946,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
947,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
948,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
949,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
950,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
951,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
952,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
953,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
954,Forest,NULL,Water,Water,Water,NULL,NULL,Cropland
955,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
956,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
957,Forest,NULL,Water,Water,Water,NULL,NULL,Water
958,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
959,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
960,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
961,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
962,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
963,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
964,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
965,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
966,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
967,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
968,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
969,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
970,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
971,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
972,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
973,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
974,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
975,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
976,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
977,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
978,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
979,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
980,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
