Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R
3405,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
3406,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Forest
3407,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3408,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3409,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3410,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
3411,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
3412,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3413,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
3414,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
3415,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
3416,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
3417,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3418,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3419,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3420,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Grassland
3421,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
3422,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
3423,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3424,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
3425,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3426,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3427,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3428,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3429,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3430,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3431,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3432,Water,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3433,Water,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3434,Water,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3435,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3436,Water,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
3437,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3438,Water,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3439,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3440,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3441,Water,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
3442,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3443,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
3444,Water,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3445,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
3446,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3447,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3448,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
3449,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3450,Water,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3451,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
3452,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
3453,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3454,Water,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
3455,Water,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3456,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
3457,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
3458,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
3459,Water,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
3460,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
3461,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
3462,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
3463,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3464,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3465,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3466,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3467,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3468,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3469,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
3470,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3471,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3472,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3473,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3474,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
3475,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3476,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3477,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3478,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3479,Water,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3480,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
3481,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
3482,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Water
3483,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3484,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
3485,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3486,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3487,Water,Forest,Wetland,Water,Wetland,Water,Water,Grassland
3488,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
3489,Water,Forest,Wetland,Water,Wetland,Water,Water,Water
3490,Water,Forest,Wetland,Water,Wetland,Water,Water,Forest
3491,Water,Forest,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
3492,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3493,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3494,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
3495,Water,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3496,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3497,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3498,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3499,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3500,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3501,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3502,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3503,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3504,Water,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3505,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3506,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3507,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3508,Water,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
3509,Water,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3510,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
3511,Water,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3512,Water,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3513,Water,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
3514,Water,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
3515,Water,Forest,Water,NULL,Water,Wetland,Wetland,Water
3516,Water,Forest,Water,NULL,Water,Wetland,Wetland,Forest
3517,Water,Forest,Water,NULL,Water,Water,Wetland,Grassland
3518,Water,Forest,Water,NULL,Water,Water,Wetland,Water
3519,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
3520,Water,Forest,Water,NULL,Water,Water,Water,Grassland
3521,Water,Forest,Water,NULL,Water,Water,Water,Forest
3522,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
3523,Water,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
3524,Water,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
3525,Water,Forest,Water,Non_Water,Water,Wetland,Water,Water
3526,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
3527,Water,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
3528,Water,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3529,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
3530,Water,Forest,Water,Non_Water,Water,Water,Water,Water
3531,Water,Forest,Water,Non_Water,Water,Water,Water,Forest
3532,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
3533,Water,Forest,Water,Water,Water,Wetland,Wetland,Water
3534,Water,Forest,Water,Water,Water,Wetland,Wetland,Forest
3535,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
3536,Water,Forest,Water,Water,Water,Wetland,Water,Water
3537,Water,Forest,Water,Water,Water,Wetland,Water,Forest
3538,Water,Forest,Water,Water,Water,Water,Wetland,Grassland
3539,Water,Forest,Water,Water,Water,Water,Wetland,Water
3540,Water,Forest,Water,Water,Water,Water,Water,Grassland
3541,Water,Forest,Water,Water,Water,Water,Water,Water
3542,Water,Forest,Water,Water,Water,Water,Water,Forest
3543,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3544,Water,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3545,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3546,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3547,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3548,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3549,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3550,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3551,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3552,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3553,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3554,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3555,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3556,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3557,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3558,Water,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3559,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3560,Water,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3561,Water,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
3562,Water,Forest,Forest,Water,Non_Wetland,Forest,Water,Grassland
3563,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3564,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
3565,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
3566,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Water,Water,Water
3567,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3568,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3569,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3570,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3571,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3572,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3573,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3574,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3575,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3576,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3577,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3578,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3579,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3580,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3581,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3582,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3583,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3584,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3585,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3586,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3587,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3588,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3589,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3590,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3591,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3592,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3593,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
3594,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3595,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3596,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3597,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
3598,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3599,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3600,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3601,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3602,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3603,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
3604,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3605,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
3606,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
3607,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3608,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
3609,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3610,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3611,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3612,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3613,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3614,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3615,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3616,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3617,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3618,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3619,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3620,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3621,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
3622,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
3625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3626,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3627,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3628,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
3629,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3630,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3631,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3632,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
3633,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3634,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3635,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
3636,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3637,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
3638,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
3639,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
3640,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
3641,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3642,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3643,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3644,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
3645,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3646,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3647,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3648,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3649,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3650,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3651,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3652,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3653,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3654,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3655,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3656,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3657,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3658,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3659,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3660,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3661,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3662,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
3663,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3664,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3665,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3666,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3667,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
3668,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
3669,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3670,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3671,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3672,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3673,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
3674,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3675,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3676,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3677,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3678,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3679,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3680,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3681,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3682,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
3683,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3684,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3685,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3686,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
3687,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3688,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3689,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Water
3690,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3691,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3692,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3693,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3694,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3695,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3696,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3697,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3698,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
3699,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
3700,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3701,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
3702,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3703,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3704,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3705,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3706,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3707,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3708,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
3709,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3710,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
3711,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3712,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3713,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3714,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3715,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3716,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3717,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3718,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3719,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3720,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3721,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
3722,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3723,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
3724,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3725,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3726,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3727,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3728,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3729,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3730,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3731,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3732,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
3733,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3734,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3735,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3736,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3737,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3738,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3739,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3740,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3741,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3742,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3743,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3744,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3745,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3746,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3747,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3748,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3749,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3750,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3751,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3752,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3753,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
