Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTK_M_R
2519,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2520,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Built-up
2521,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2522,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2523,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2524,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
2525,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Bareland
2526,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
2527,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2528,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
2529,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2530,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2531,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2532,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2533,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2534,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2535,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2536,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2537,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
2538,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2539,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
2540,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
2541,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
2542,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
2543,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
2544,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2545,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2546,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2547,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
2548,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2549,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2550,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2551,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2552,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2553,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2554,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2555,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2556,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2557,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2558,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2559,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2560,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2561,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2562,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
2563,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2564,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2565,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2566,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2567,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2568,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2569,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2570,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
2571,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2572,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2573,Water,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2574,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2575,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
2576,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2577,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2578,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2579,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2580,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2581,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2582,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2583,Water,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Built-up
2584,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2585,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
2586,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2587,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
2588,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2589,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
2590,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2591,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2592,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2593,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2594,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2595,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2596,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
2597,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2598,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2599,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2600,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2601,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2602,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
2603,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
2604,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2605,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
2606,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2607,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2608,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2609,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
2610,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
2611,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2612,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2613,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2614,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2615,Water,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
2616,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2617,Water,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
2618,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2619,Water,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
2620,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
2621,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
2622,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2623,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
2624,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2625,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2626,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2627,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2628,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2629,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2630,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2631,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2632,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2633,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2634,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2635,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2636,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2637,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2638,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2639,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2640,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2641,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2642,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2643,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2644,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2645,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2646,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2647,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2648,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2649,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2650,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2651,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2652,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2653,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2654,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2655,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2656,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2657,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2658,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2659,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2660,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2661,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2662,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2663,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2664,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2665,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2666,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
2667,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2668,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2669,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2670,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2671,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
2672,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
2673,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2674,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2675,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2676,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2677,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2678,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2679,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2680,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2681,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2682,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2683,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Wetland
2684,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2685,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
2686,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2687,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2688,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2689,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2690,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2691,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2692,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2693,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2694,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2695,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
2696,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2697,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2698,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2699,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2700,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2701,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2702,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
2703,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2704,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2705,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2706,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
2707,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Grassland,Water
2708,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
2709,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
2710,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
2711,Water,Water,Water,NULL,Water,NULL,Water,Forest
2712,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2713,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2714,Water,Water,Water,NULL,Water,Grassland,Water,Water
2715,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
2716,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2717,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
2718,Water,Water,Water,NULL,Water,Bareland,Water,Water
2719,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2720,Water,Water,Water,NULL,Water,Water,Grassland,Wetland
2721,Water,Water,Water,NULL,Water,Water,Grassland,Water
2722,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2723,Water,Water,Water,NULL,Water,Water,Wetland,Water
2724,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2725,Water,Water,Water,NULL,Water,Water,Water,Grassland
2726,Water,Water,Water,NULL,Water,Water,Water,Wetland
2727,Water,Water,Water,NULL,Water,Water,Water,Bareland
2728,Water,Water,Water,NULL,Water,Water,Water,Water
2729,Water,Water,Water,NULL,Water,Water,Water,Forest
2730,Water,Water,Water,NULL,Water,Water,Forest,Water
2731,Water,Water,Water,NULL,Water,Water,Forest,Forest
2732,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2733,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
2734,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2735,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
2736,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2737,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2738,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2739,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
2740,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2741,Water,Water,Water,Non_Water,Water,Water,Water,Water
2742,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2743,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2744,Water,Water,Water,Non_Water,Water,Forest,Water,Water
2745,Water,Water,Water,Water,Water,NULL,Water,Wetland
2746,Water,Water,Water,Water,Water,NULL,Water,Water
2747,Water,Water,Water,Water,Water,NULL,Water,Forest
2748,Water,Water,Water,Water,Water,Grassland,Grassland,Grassland
2749,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2750,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2751,Water,Water,Water,Water,Water,Grassland,Water,Wetland
2752,Water,Water,Water,Water,Water,Grassland,Water,Water
2753,Water,Water,Water,Water,Water,Grassland,Water,Forest
2754,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2755,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2756,Water,Water,Water,Water,Water,Bareland,Wetland,Water
2757,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2758,Water,Water,Water,Water,Water,Bareland,Water,Water
2759,Water,Water,Water,Water,Water,Bareland,Water,Forest
2760,Water,Water,Water,Water,Water,Water,NULL,Water
2761,Water,Water,Water,Water,Water,Water,NULL,Forest
2762,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2763,Water,Water,Water,Water,Water,Water,Grassland,Wetland
2764,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2765,Water,Water,Water,Water,Water,Water,Grassland,Water
2766,Water,Water,Water,Water,Water,Water,Grassland,Forest
2767,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2768,Water,Water,Water,Water,Water,Water,Wetland,Wetland
2769,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2770,Water,Water,Water,Water,Water,Water,Wetland,Water
2771,Water,Water,Water,Water,Water,Water,Wetland,Forest
2772,Water,Water,Water,Water,Water,Water,Built-up,Grassland
2773,Water,Water,Water,Water,Water,Water,Water,Grassland
2774,Water,Water,Water,Water,Water,Water,Water,Wetland
2775,Water,Water,Water,Water,Water,Water,Water,Bareland
2776,Water,Water,Water,Water,Water,Water,Water,Water
2777,Water,Water,Water,Water,Water,Water,Water,Forest
2778,Water,Water,Water,Water,Water,Water,Forest,Water
2779,Water,Water,Water,Water,Water,Forest,Water,Water
2780,Water,Water,Water,Water,Water,Forest,Water,Forest
2781,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2782,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2783,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2784,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2785,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2786,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2787,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2788,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2789,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2790,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2791,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2792,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2793,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2794,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2795,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
2796,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
2797,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2798,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2799,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2800,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2801,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2802,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2803,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2804,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2805,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2806,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2807,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2808,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2809,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2810,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2811,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2812,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
2813,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2814,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2815,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2816,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2817,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2818,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2819,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2820,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
2821,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2822,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2823,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
2824,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2825,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2826,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2827,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2828,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2829,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2830,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2831,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2832,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2833,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2834,Water,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2835,Water,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
2836,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2837,Water,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
2838,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2839,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
2840,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2841,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2842,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2843,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2844,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2845,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2846,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2847,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2848,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2849,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2850,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2851,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2852,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2853,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2854,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland,Water,Water
2855,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
2856,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2857,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2858,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2859,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2860,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2861,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2862,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2863,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2864,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2865,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2866,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2867,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2868,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2869,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2870,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2871,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2872,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2873,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2874,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2875,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2876,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2877,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2878,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2879,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2880,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2881,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2882,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2883,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2884,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2885,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2886,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2887,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2888,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2889,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2890,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2891,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2892,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
