Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
5558,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5559,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
5560,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5561,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5562,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5563,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5564,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5565,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5566,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5567,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5568,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5569,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5570,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5571,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5572,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5573,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5574,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5575,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
5576,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5577,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5578,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5579,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5580,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
5581,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5582,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
5583,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5584,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5585,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5586,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5587,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5588,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5589,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5590,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5591,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5592,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5593,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5594,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5595,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5596,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
5597,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5598,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
5599,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5600,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5601,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5602,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5603,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5604,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
5605,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5606,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5607,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5608,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5609,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5610,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
5611,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5612,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5613,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5614,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
5615,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5616,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5617,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5618,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5619,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5620,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5621,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5622,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5623,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5624,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5625,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5626,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5627,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5628,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
5629,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5630,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5631,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5632,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
5633,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5634,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5635,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5636,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5637,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5638,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5639,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5640,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
5641,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
5642,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
5643,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
5644,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5645,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5646,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5647,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5648,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5649,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
5650,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
5651,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5652,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5653,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5654,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5655,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5656,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5657,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
5658,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
5659,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5660,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5661,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5662,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5663,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5664,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
5665,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
5666,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
5667,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
5668,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
5669,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
5670,Grassland,Cropland,Forest,Water,Non_Wetland,Water,NULL,Wetland
5671,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Wetland
5672,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5673,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5674,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5675,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5676,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5677,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5678,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5679,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5680,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5681,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5682,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5683,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5684,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5685,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5686,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5687,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
5688,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
5689,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5690,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5691,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
5692,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5693,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5694,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5695,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5696,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Grassland
5697,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Wetland
5698,Grassland,Wetland,Water,NULL,Water,Grassland,Grassland,Forest
5699,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
5700,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Grassland
5701,Grassland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
5702,Grassland,Wetland,Water,NULL,Water,Forest,Grassland,Wetland
5703,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5704,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5705,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5706,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5707,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5708,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5709,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5710,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5711,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5712,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5713,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5714,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
5715,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5716,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5717,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5718,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5719,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5720,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5721,Grassland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5722,Grassland,Bareland,Water,Water,Water,Bareland,Water,Water
5723,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5724,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
5725,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5726,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5727,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5728,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5729,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5730,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5731,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5732,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5733,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5734,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5735,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5736,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5737,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5738,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5739,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5740,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5741,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5742,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
5743,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5744,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5745,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5746,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5747,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5748,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5749,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
5750,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5751,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
5752,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5753,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5754,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
5755,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5756,Grassland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
5757,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5758,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5759,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5760,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
5761,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
5762,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5763,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
5764,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
5765,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5766,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5767,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5768,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5769,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5770,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5771,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5772,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5773,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5774,Grassland,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
5775,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5776,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5777,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5778,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5779,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5780,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5781,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5782,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5783,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
5784,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5785,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5786,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5787,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5788,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5789,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5790,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5791,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
5792,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5793,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5794,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
5795,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5796,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5797,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
5798,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5799,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5800,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
5801,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5802,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5803,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5804,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5805,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5806,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5807,Grassland,Water,Water,NULL,Water,Shrubland,Forest,Grassland
5808,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
5809,Grassland,Water,Water,NULL,Water,Wetland,Water,Wetland
5810,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Water
5811,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
5812,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5813,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5814,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5815,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5816,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
5817,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
5818,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5819,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5820,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5821,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
5822,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5823,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5824,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5825,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5826,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5827,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5828,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5829,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5830,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5831,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5832,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5833,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
5834,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5835,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
5836,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5837,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5838,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5839,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5840,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
5841,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5842,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5843,Grassland,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Wetland
5844,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5845,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5846,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5847,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5848,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5849,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5850,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5851,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5852,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5853,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5854,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5855,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5856,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5857,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5858,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5859,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5860,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5861,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5862,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5863,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5864,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5865,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5866,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5867,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5868,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
5869,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5870,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5871,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5872,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5873,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5874,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5875,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
