Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUT_M_R
6641,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6642,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
6643,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6644,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6645,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6646,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6647,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6648,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6649,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
6650,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6651,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6652,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6653,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6654,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6655,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6656,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
6657,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
6658,Cropland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
6659,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
6660,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6661,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
6662,Cropland,Cropland,Cropland,Water,Non_Wetland,Water,Water,Bareland
6663,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6664,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
6665,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6666,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6667,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6668,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
6669,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
6670,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6671,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
6672,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6673,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6674,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6675,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6676,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
6677,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
6678,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6679,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6680,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
6681,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6682,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6683,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
6684,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6685,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
6686,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6687,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6688,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6689,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
6690,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6691,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6692,Cropland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6693,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6694,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6695,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6696,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6697,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6698,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6699,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6700,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6701,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
6702,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
6703,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6704,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
6705,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6706,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6707,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
6708,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6709,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
6710,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6711,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6712,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6713,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6714,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
6716,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6717,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,Grassland,Cropland
6718,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
6719,Cropland,Cropland,Built-up,Water,Non_Wetland,Water,Water,Bareland
6720,Cropland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
6721,Cropland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
6722,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6723,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6724,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6725,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
6726,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6727,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6728,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6729,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6730,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
6731,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6732,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6733,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6734,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6735,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
6736,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6737,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
6738,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
6739,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,NULL
6740,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6741,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6742,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6743,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6744,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6745,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6746,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6747,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6748,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6749,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6750,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6751,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6752,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6753,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6754,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6755,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6756,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6757,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6758,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6759,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6760,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6761,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6762,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
6763,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6764,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6765,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6766,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6767,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6768,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6769,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
6770,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6771,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6772,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6773,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6774,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6775,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6776,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6777,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6778,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6779,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
6780,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
6781,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6782,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
6783,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
6784,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
6785,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
6786,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6787,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6788,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6789,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6790,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6791,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6792,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
6793,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
6794,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6795,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
6796,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
6797,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
6798,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6799,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6800,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6801,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
6802,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
6803,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6804,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6805,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
6806,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6807,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
6808,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
6809,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
6810,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
6811,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6812,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6813,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
6814,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6815,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6816,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6817,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
6818,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6819,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6820,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
6821,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
6822,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
6823,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6824,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6825,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6826,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6827,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
6828,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6829,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6830,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
6831,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6832,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6833,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6834,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6835,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6836,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
6837,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6838,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6839,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6840,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6841,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6842,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6843,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6844,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6845,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6846,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
6847,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6848,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6849,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6850,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6851,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6852,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6853,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
6854,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
6855,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6856,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6858,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6864,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6865,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
6866,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6867,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6868,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6869,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6870,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6871,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6872,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6873,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6874,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6875,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6876,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6877,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6878,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6879,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6880,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6881,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6882,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6883,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6884,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6885,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6886,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6887,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6888,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6889,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6890,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6891,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6892,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6893,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6894,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6895,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6896,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6897,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6898,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6899,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6900,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6901,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6902,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6903,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6904,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6905,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6906,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6907,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6908,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6909,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6910,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6911,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6912,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6913,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6914,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6915,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6916,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6917,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6918,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6919,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
6920,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
6921,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
6922,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
6923,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6924,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6925,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6926,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6927,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6928,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6929,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6930,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
6931,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6932,Cropland,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
6933,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
6934,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
6935,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6936,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6937,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6938,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6939,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
6940,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6941,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
6942,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6943,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
6944,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6945,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
6946,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
6947,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
6948,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6949,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
