Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
767,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
768,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
769,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
770,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
771,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
772,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
773,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
774,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
775,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
776,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
777,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
778,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
779,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
780,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
781,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
782,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
783,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
784,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
785,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
786,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
787,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
788,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
789,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
790,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
791,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
792,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
793,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
794,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
795,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
796,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
797,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
798,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
799,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
800,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
801,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
802,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
803,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
804,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
805,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
806,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
807,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
808,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
809,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
810,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
811,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
812,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
813,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
814,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
815,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
816,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
817,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
818,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
819,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
820,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
821,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
822,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
823,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
824,Water,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
825,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
826,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
827,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
828,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
829,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
830,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
831,Water,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
832,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
833,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
834,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
835,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
836,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
837,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
838,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
839,Water,Wetland,Water,NULL,Water,Wetland,Forest,Forest
840,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
841,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
842,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
843,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
844,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
845,Water,Wetland,Water,NULL,Water,Water,Water,Water
846,Water,Wetland,Water,NULL,Water,Water,Water,Forest
847,Water,Wetland,Water,NULL,Water,Water,Forest,Forest
848,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
849,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
850,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
851,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
852,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
853,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
854,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
855,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
856,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
857,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
858,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
859,Water,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
860,Water,Wetland,Water,Water,Water,Wetland,Grassland,Water
861,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
862,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
863,Water,Wetland,Water,Water,Water,Wetland,Wetland,Water
864,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
865,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
866,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
867,Water,Wetland,Water,Water,Water,Wetland,Water,Water
868,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
869,Water,Wetland,Water,Water,Water,Water,Grassland,Wetland
870,Water,Wetland,Water,Water,Water,Water,Grassland,Water
871,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
872,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
873,Water,Wetland,Water,Water,Water,Water,Wetland,Water
874,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
875,Water,Wetland,Water,Water,Water,Water,Water,Grassland
876,Water,Wetland,Water,Water,Water,Water,Water,Wetland
877,Water,Wetland,Water,Water,Water,Water,Water,Water
878,Water,Wetland,Water,Water,Water,Water,Water,Forest
879,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
880,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
881,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
882,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
883,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
884,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
885,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
886,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
887,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
888,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
889,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
890,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
891,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
892,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
893,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
894,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
895,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
896,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
897,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
898,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
899,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
900,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
901,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
902,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
903,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
904,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
905,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
906,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
907,Water,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
908,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
909,Water,Bareland,Bareland,Water,Non_Wetland,Water,Wetland,Water
910,Water,Bareland,Water,Non_Water,Water,Water,Water,Water
911,Water,Bareland,Water,Water,Water,Water,Water,Water
912,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
913,Water,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
914,Water,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
915,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
916,Water,Built-up,Water,Water,Water,Water,Water,Water
917,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
918,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
919,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
920,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
921,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
922,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
923,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
924,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
925,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
926,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
927,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
928,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
929,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
930,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
931,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
932,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
933,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
934,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
935,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
936,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
937,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
938,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
939,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
940,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
941,Water,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
942,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
943,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
944,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
945,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
946,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
947,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
948,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
949,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
950,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
951,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
952,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
953,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
954,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
955,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
956,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
957,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
958,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
959,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
960,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
961,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
962,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
963,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
964,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
965,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
966,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
967,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
968,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
969,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
970,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
971,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
972,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
973,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
974,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
975,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
976,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
977,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
978,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
979,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
980,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
981,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
982,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
983,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
984,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
985,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
986,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
987,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
988,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
989,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
990,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
991,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
992,Water,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
993,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
994,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
995,Water,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
996,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
997,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
998,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
999,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1000,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
1001,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1002,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1003,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1004,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1005,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
1006,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1007,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1008,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1009,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1010,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1011,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1012,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1013,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1014,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1015,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1016,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1017,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1018,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1019,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1020,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1021,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1022,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1023,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1024,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1025,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1026,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1027,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1028,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1029,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1030,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1031,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1032,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1033,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1034,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1035,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1036,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1037,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1038,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1039,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1040,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1041,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1042,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1043,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1044,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1045,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1046,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1047,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1048,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1049,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1050,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1051,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
1052,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1053,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1054,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1055,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1056,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1057,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1058,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1059,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1060,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1061,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1062,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1063,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
1064,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1065,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1066,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1067,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1068,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1069,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1070,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1071,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1072,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1073,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1074,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1075,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1076,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1077,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1078,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1079,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1080,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1081,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1082,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1083,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1084,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1085,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1086,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1087,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1088,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1089,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1090,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1091,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1092,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1093,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1094,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1095,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1096,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1097,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1098,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1099,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1100,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1101,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
1102,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1103,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1104,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1105,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1106,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1107,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1108,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1109,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1110,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1111,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1112,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1113,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1114,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1115,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1116,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1117,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1118,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1119,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1120,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1121,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1122,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1123,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
1124,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1125,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1126,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
1127,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1128,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1129,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1130,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1131,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
1132,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1133,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1134,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1135,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1136,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1137,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1138,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
1139,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
1140,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1141,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1142,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1143,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1144,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
