Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDH_M_R
826,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
827,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
828,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
829,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
830,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
831,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
832,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
833,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
834,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
835,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
836,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
837,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
838,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
839,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
840,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
841,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
842,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
843,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
844,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
845,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
881,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
882,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
883,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
884,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
885,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
886,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
887,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
888,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
889,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
890,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
891,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
892,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
893,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
894,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
895,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
896,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
897,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
898,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
899,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
900,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
901,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
902,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
903,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
904,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
905,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
906,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
907,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
908,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
909,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
910,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
911,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
912,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
913,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
914,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
915,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
916,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
917,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
918,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
919,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
920,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
921,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
922,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
923,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
924,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
925,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
926,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
927,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
928,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
929,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
930,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
931,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
932,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
933,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
934,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
935,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
936,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
937,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
938,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
939,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
940,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
941,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
942,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
943,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
944,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
945,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
946,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
947,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
948,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
949,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
950,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
951,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
952,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
953,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
954,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
955,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
956,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
957,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
958,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
959,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
960,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
961,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
962,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
963,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
964,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
965,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
966,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
967,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
968,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
969,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
970,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
971,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
972,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
973,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
974,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
975,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
976,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
977,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
978,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
979,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
980,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
981,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
982,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
983,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
984,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
985,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
986,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
987,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
988,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
989,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
990,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
991,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
992,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
993,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
994,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
995,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
996,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
997,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
998,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
999,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1000,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1001,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1002,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1003,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1004,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1005,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1006,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1007,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1008,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1009,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1010,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1011,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1012,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1013,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1014,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1015,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1016,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1017,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1018,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1019,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1020,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1021,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1022,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1023,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1024,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1025,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1026,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1027,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1028,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1029,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1030,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1031,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1032,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1033,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1034,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1035,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1036,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1037,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1038,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1039,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1040,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1041,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1042,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1043,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1044,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1045,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1046,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1047,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1048,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1049,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1050,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1051,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1052,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1053,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1054,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1055,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1056,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1057,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1058,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1059,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1060,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1061,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1062,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1063,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1064,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1065,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1066,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1067,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1068,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1069,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1070,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1071,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1072,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1073,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1074,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1075,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1076,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1077,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1078,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1079,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1080,Grassland,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1081,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1082,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1083,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1084,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1085,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1086,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1087,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1088,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1089,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1090,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1091,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1092,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1093,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1094,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1095,Grassland,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1096,Grassland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1097,Grassland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1098,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1099,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1100,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1101,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1102,Grassland,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1103,Grassland,Water,Water,Water,Water,Wetland,Wetland,Forest
1104,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1105,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1106,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1107,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1108,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1109,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1110,Grassland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1111,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1112,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1113,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1114,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1115,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1116,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1117,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1118,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1119,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1120,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1121,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1122,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1123,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1124,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1125,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1127,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1128,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1129,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1130,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1131,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1132,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1133,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1134,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1135,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1136,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1137,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1138,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1139,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1140,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1141,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1142,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1143,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1144,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1145,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1146,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
