Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKN_M_R
891,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
892,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
893,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
894,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
895,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
896,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
897,NULL,Bareland,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
898,NULL,Bareland,Wetland,Water,Wetland,Shrubland,NULL,Bareland
899,NULL,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
900,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
901,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
902,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
903,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
904,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
905,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
906,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
907,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
908,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
909,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
910,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
911,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
912,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
913,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
914,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
915,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
916,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
917,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
918,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
919,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
920,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
921,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
922,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
923,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
924,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
925,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
935,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
936,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
937,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
938,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
939,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
940,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
941,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
942,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
943,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
944,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
945,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
946,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
947,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
948,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
949,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
950,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
951,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
952,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
953,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
954,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
955,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
956,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
957,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
958,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
959,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
960,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
961,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
962,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
963,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
964,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
965,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
966,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
967,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
968,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
969,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
970,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
971,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
972,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
973,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
974,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
975,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
976,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
977,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
978,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
979,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
980,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
981,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
982,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
983,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
984,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
985,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
986,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
987,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
988,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
989,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
990,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
991,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
992,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
993,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
994,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
995,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
996,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
997,NULL,Built-up,Wetland,Water,Wetland,Grassland,NULL,Grassland
998,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Grassland
999,NULL,Built-up,Wetland,Water,Wetland,Grassland,Bareland,Forest
1000,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1001,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1002,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1003,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1004,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1005,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1006,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1007,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1008,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
1009,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1010,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1011,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1012,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1013,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1014,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1015,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1016,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1017,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1018,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1019,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1020,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1021,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1022,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1023,NULL,Built-up,Water,Water,Water,Wetland,Bareland,Forest
1024,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1025,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1026,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1027,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1028,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1029,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1030,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1031,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1032,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1033,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1034,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1035,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1036,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1037,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1038,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1039,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1040,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1041,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1042,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1043,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1044,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1045,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1046,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1047,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1048,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1049,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1050,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1052,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1053,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1054,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1055,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1056,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1057,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1058,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1059,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1060,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1061,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1062,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
1063,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1064,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1065,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1066,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1067,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1068,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1069,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1070,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1071,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1072,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1073,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1074,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1075,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1076,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1077,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1078,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1079,NULL,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
1080,NULL,Water,Wetland,Water,Wetland,Grassland,NULL,Grassland
1081,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1082,NULL,Water,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1083,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1084,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1085,NULL,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1086,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
1087,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1088,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1089,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
1090,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1091,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1092,NULL,Water,Water,NULL,Water,Wetland,Bareland,Forest
1093,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1094,NULL,Water,Water,Non_Water,Water,Wetland,NULL,Wetland
1095,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
1096,NULL,Water,Water,Water,Water,Wetland,Wetland,Wetland
1097,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1098,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1099,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1100,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1101,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1102,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1103,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1104,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1105,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1106,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1107,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1108,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1109,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1110,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1111,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1112,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1113,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1114,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1115,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1116,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1117,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1118,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1119,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1120,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1121,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1122,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1123,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1124,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1125,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1126,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1127,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1128,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1129,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1130,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1131,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1132,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1133,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1134,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1135,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1136,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1137,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1138,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1139,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1140,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1141,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1142,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1143,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1144,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1145,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1146,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1147,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1148,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1150,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1151,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1152,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1153,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1154,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1155,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1156,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1157,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1158,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1159,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1160,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1161,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1162,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1163,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1164,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1165,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1166,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1167,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1168,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1169,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1170,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1171,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1172,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1173,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1174,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1175,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1176,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
1177,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1178,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1179,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1180,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1181,NULL,Forest,Wetland,Water,Wetland,Wetland,NULL,Water
1182,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1183,NULL,Forest,Wetland,Water,Wetland,Water,NULL,Water
1184,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1185,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1186,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1187,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1188,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1189,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1190,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1191,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1192,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1193,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1194,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1195,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1196,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1197,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1199,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1200,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1201,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1202,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1203,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1204,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1205,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1206,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1207,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1208,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1209,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1210,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1211,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1212,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1213,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1214,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1215,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1216,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1217,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1218,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1219,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1220,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1221,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1222,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1223,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
