Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTP_M_R
363,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
364,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
365,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
366,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
367,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
368,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
369,Water,Water,Wetland,Water,Wetland,Grassland,Forest,Water
370,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
371,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
372,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
373,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
374,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
375,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
376,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
377,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
378,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
379,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
380,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
381,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
382,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
383,Water,Water,Wetland,Water,Wetland,Water,Water,Water
384,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
385,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
386,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
387,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
388,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
389,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
390,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
391,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
392,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
393,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
394,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
395,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
396,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
397,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
398,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
399,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
400,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
401,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
402,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
403,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
404,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
405,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
406,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
407,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
408,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
409,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
410,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
411,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
412,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
413,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
414,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
415,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
416,Water,Water,Water,NULL,Water,NULL,Water,Forest
417,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
418,Water,Water,Water,NULL,Water,Wetland,Water,Water
419,Water,Water,Water,NULL,Water,Wetland,Water,Forest
420,Water,Water,Water,NULL,Water,Water,Grassland,Forest
421,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
422,Water,Water,Water,NULL,Water,Water,Wetland,Water
423,Water,Water,Water,NULL,Water,Water,Wetland,Forest
424,Water,Water,Water,NULL,Water,Water,Water,Grassland
425,Water,Water,Water,NULL,Water,Water,Water,Wetland
426,Water,Water,Water,NULL,Water,Water,Water,Water
427,Water,Water,Water,NULL,Water,Water,Water,Forest
428,Water,Water,Water,NULL,Water,Water,Forest,Wetland
429,Water,Water,Water,NULL,Water,Water,Forest,Water
430,Water,Water,Water,NULL,Water,Water,Forest,Forest
431,Water,Water,Water,NULL,Water,Forest,Water,Forest
432,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
433,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
434,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
435,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
436,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
437,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
438,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
439,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
440,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
441,Water,Water,Water,Non_Water,Water,Water,Water,Water
442,Water,Water,Water,Non_Water,Water,Water,Water,Forest
443,Water,Water,Water,Non_Water,Water,Water,Forest,Water
444,Water,Water,Water,Water,Water,NULL,Water,Water
445,Water,Water,Water,Water,Water,NULL,Water,Forest
446,Water,Water,Water,Water,Water,Grassland,Water,Grassland
447,Water,Water,Water,Water,Water,Grassland,Water,Water
448,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
449,Water,Water,Water,Water,Water,Wetland,Wetland,Water
450,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
451,Water,Water,Water,Water,Water,Wetland,Water,Grassland
452,Water,Water,Water,Water,Water,Wetland,Water,Wetland
453,Water,Water,Water,Water,Water,Wetland,Water,Water
454,Water,Water,Water,Water,Water,Wetland,Water,Forest
455,Water,Water,Water,Water,Water,Water,Wetland,Grassland
456,Water,Water,Water,Water,Water,Water,Wetland,Wetland
457,Water,Water,Water,Water,Water,Water,Wetland,Water
458,Water,Water,Water,Water,Water,Water,Wetland,Forest
459,Water,Water,Water,Water,Water,Water,Water,Grassland
460,Water,Water,Water,Water,Water,Water,Water,Wetland
461,Water,Water,Water,Water,Water,Water,Water,Bareland
462,Water,Water,Water,Water,Water,Water,Water,Water
463,Water,Water,Water,Water,Water,Water,Water,Forest
464,Water,Water,Water,Water,Water,Water,Forest,Water
465,Water,Water,Water,Water,Water,Water,Forest,Forest
466,Water,Water,Water,Water,Water,Forest,Water,Forest
467,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
468,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
469,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
470,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
471,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
472,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
473,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
474,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
475,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
476,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
477,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
478,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
479,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
480,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
481,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
482,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
483,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
484,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
485,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
486,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
487,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
488,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
489,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
490,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
491,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
492,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
493,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
494,Water,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
495,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
496,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
497,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
498,Water,Forest,Wetland,Water,Wetland,Water,Water,Wetland
499,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
500,Water,Forest,Water,NULL,Water,Water,Water,Wetland
501,Water,Forest,Water,Non_Water,Water,Water,Water,Grassland
502,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
503,Water,Forest,Water,Water,Water,Water,Water,Grassland
504,Water,Forest,Water,Water,Water,Water,Water,Wetland
505,Water,Forest,Water,Water,Water,Water,Water,Forest
506,Water,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
507,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
508,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
509,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
510,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
511,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
512,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
513,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
514,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
515,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
516,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
517,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
518,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
520,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
521,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
522,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
523,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
524,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
525,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
526,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
527,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
528,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
529,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
531,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
532,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
533,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
534,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
535,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
536,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
537,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
538,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
539,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
540,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
542,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
543,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
544,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
545,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
546,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
547,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
548,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
549,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
551,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
552,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
553,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
554,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
555,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
556,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
557,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
558,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
559,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
560,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
561,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
562,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
563,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
564,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
565,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
566,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
567,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
568,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
569,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
570,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
571,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
572,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
573,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
574,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
575,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
576,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
577,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
578,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
579,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
580,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
581,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
582,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
583,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
584,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
585,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
586,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
587,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
588,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
589,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
590,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
591,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
592,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
593,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
594,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
595,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
596,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
597,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
598,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
599,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
600,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
601,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
602,Forest,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
603,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
605,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
606,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
607,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
608,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
609,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
610,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
611,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
612,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
613,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
614,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
615,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
616,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
617,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
618,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
619,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
620,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
621,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
622,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
623,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
624,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
625,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
626,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
627,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
628,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
629,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
630,Forest,NULL,Water,Water,Water,Water,Water,Grassland
631,Forest,NULL,Water,Water,Water,Water,Water,Wetland
632,Forest,NULL,Water,Water,Water,Water,Water,Water
633,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
634,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
635,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
636,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
637,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
638,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
639,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
640,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
641,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
642,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
643,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
649,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
650,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
651,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
652,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
653,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
654,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
655,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
656,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
657,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
658,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
659,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
660,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
661,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
662,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
663,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
664,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
665,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
666,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
667,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
668,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
669,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
670,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
671,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
672,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
673,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
674,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
675,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
676,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
677,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
678,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
679,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
680,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
681,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
682,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
683,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
684,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
685,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
686,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
687,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
688,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
689,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
690,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
691,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
692,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
693,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
694,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
695,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
696,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
697,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
698,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
699,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
700,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
701,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
702,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
703,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
704,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
705,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
706,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
707,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
708,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
709,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
710,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
711,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
712,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
713,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
714,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
715,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
716,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
717,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
718,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
719,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
720,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
721,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
722,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
723,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
724,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
725,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
726,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
727,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
728,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
729,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
730,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
731,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
732,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
733,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
734,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
735,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
736,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
737,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
