Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUQ_M_R
430,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
431,NULL,Water,Shrubland,Water,Non_Wetland,NULL
432,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
433,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
434,NULL,Water,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
435,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
436,NULL,Water,Shrubland,Water,Non_Wetland,Built-up
437,NULL,Water,Shrubland,Water,Non_Wetland,Water
438,NULL,Water,Shrubland,Water,Non_Wetland,Forest
439,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
440,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
441,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
442,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
443,NULL,Water,Grassland,NULL,Non_Wetland,Water
444,NULL,Water,Grassland,NULL,Non_Wetland,Forest
445,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
446,NULL,Water,Grassland,Water,Non_Wetland,Grassland
447,NULL,Water,Grassland,Water,Non_Wetland,Water
448,NULL,Water,Grassland,Water,Non_Wetland,Forest
449,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
450,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
451,NULL,Water,Cropland,NULL,Non_Wetland,Water
452,NULL,Water,Cropland,NULL,Non_Wetland,Forest
453,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
454,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
455,NULL,Water,Cropland,Non_Water,Non_Wetland,Water
456,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
457,NULL,Water,Cropland,Water,Non_Wetland,Grassland
458,NULL,Water,Cropland,Water,Non_Wetland,Bareland
459,NULL,Water,Cropland,Water,Non_Wetland,Water
460,NULL,Water,Cropland,Water,Non_Wetland,Forest
461,NULL,Water,Wetland,NULL,Wetland,Grassland
462,NULL,Water,Wetland,NULL,Wetland,Water
463,NULL,Water,Wetland,Non_Water,Wetland,Grassland
464,NULL,Water,Wetland,Non_Water,Wetland,Water
465,NULL,Water,Wetland,Non_Water,Wetland,Forest
466,NULL,Water,Wetland,Water,Wetland,Grassland
467,NULL,Water,Wetland,Water,Wetland,Water
468,NULL,Water,Wetland,Water,Wetland,Forest
469,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
470,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
471,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
472,NULL,Water,Bareland,NULL,Non_Wetland,Water
473,NULL,Water,Bareland,NULL,Non_Wetland,Forest
474,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
475,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
476,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
477,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
478,NULL,Water,Bareland,Water,Non_Wetland,Grassland
479,NULL,Water,Bareland,Water,Non_Wetland,Bareland
480,NULL,Water,Bareland,Water,Non_Wetland,Water
481,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
482,NULL,Water,Built-up,Water,Non_Wetland,Grassland
483,NULL,Water,Built-up,Water,Non_Wetland,Forest
484,NULL,Water,Water,NULL,Water,Grassland
485,NULL,Water,Water,NULL,Water,Wetland
486,NULL,Water,Water,NULL,Water,Bareland
487,NULL,Water,Water,NULL,Water,Water
488,NULL,Water,Water,NULL,Water,Forest
489,NULL,Water,Water,Non_Water,Water,Grassland
490,NULL,Water,Water,Non_Water,Water,Bareland
491,NULL,Water,Water,Non_Water,Water,Water
492,NULL,Water,Water,Non_Water,Water,Forest
493,NULL,Water,Water,Water,Water,Grassland
494,NULL,Water,Water,Water,Water,Wetland
495,NULL,Water,Water,Water,Water,Bareland
496,NULL,Water,Water,Water,Water,Water
497,NULL,Water,Water,Water,Water,Forest
498,NULL,Water,Forest,NULL,Non_Wetland,NULL
499,NULL,Water,Forest,NULL,Non_Wetland,Grassland
500,NULL,Water,Forest,NULL,Non_Wetland,Wetland
501,NULL,Water,Forest,NULL,Non_Wetland,Bareland
502,NULL,Water,Forest,NULL,Non_Wetland,Water
503,NULL,Water,Forest,NULL,Non_Wetland,Forest
504,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
505,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
506,NULL,Water,Forest,Non_Water,Non_Wetland,Water
507,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
508,NULL,Water,Forest,Water,Non_Wetland,Grassland
509,NULL,Water,Forest,Water,Non_Wetland,Wetland
510,NULL,Water,Forest,Water,Non_Wetland,Bareland
511,NULL,Water,Forest,Water,Non_Wetland,Water
512,NULL,Water,Forest,Water,Non_Wetland,Forest
513,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
514,NULL,Forest,NULL,NULL,Non_Wetland,Forest
515,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
516,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
517,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
518,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
519,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
520,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
521,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
522,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
523,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water
524,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
525,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
526,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland
527,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
528,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
529,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
530,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
531,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
532,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
533,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
534,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
535,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
536,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
537,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
538,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
539,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
540,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
541,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
542,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
543,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
544,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water
545,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
546,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
547,NULL,Forest,Cropland,Water,Non_Wetland,Water
548,NULL,Forest,Cropland,Water,Non_Wetland,Forest
549,NULL,Forest,Wetland,NULL,Wetland,Forest
550,NULL,Forest,Wetland,Water,Wetland,Forest
551,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
552,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
553,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
554,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
555,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
556,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
557,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
558,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
559,NULL,Forest,Bareland,Water,Non_Wetland,Water
560,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
561,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
562,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
563,NULL,Forest,Water,NULL,Water,Forest
564,NULL,Forest,Water,Non_Water,Water,Water
565,NULL,Forest,Water,Non_Water,Water,Forest
566,NULL,Forest,Water,Water,Water,Forest
567,NULL,Forest,Forest,NULL,Non_Wetland,NULL
568,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
569,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
570,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
571,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
572,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
573,NULL,Forest,Forest,NULL,Non_Wetland,Water
574,NULL,Forest,Forest,NULL,Non_Wetland,Forest
575,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
576,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland
577,NULL,Forest,Forest,Non_Water,Non_Wetland,Water
578,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
579,NULL,Forest,Forest,Water,Non_Wetland,Grassland
580,NULL,Forest,Forest,Water,Non_Wetland,Cropland
581,NULL,Forest,Forest,Water,Non_Wetland,Bareland
582,NULL,Forest,Forest,Water,Non_Wetland,Water
583,NULL,Forest,Forest,Water,Non_Wetland,Forest
584,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
585,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
586,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
587,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
596,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
597,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
598,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
599,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
600,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
601,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
602,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
603,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
604,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
605,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
606,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
607,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
608,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
609,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
610,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
611,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
612,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
613,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest
614,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
615,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
616,Grassland,NULL,Grassland,Water,Non_Wetland,Forest
617,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
618,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
619,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
620,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
621,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
622,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
623,Grassland,NULL,Cropland,NULL,Non_Wetland,Water
624,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
625,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
626,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
627,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water
628,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
629,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
630,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
631,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
632,Grassland,NULL,Wetland,NULL,Wetland,Grassland
633,Grassland,NULL,Wetland,NULL,Wetland,Wetland
634,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
635,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
636,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
637,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
638,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
639,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
640,Grassland,NULL,Bareland,NULL,Non_Wetland,Water
641,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
642,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
643,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
644,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
645,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
646,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
647,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
648,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
649,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
650,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
651,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
652,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
653,Grassland,NULL,Water,NULL,Water,Grassland
654,Grassland,NULL,Water,NULL,Water,Bareland
655,Grassland,NULL,Water,Non_Water,Water,Grassland
656,Grassland,NULL,Water,Non_Water,Water,Forest
657,Grassland,NULL,Water,Water,Water,NULL
658,Grassland,NULL,Water,Water,Water,Grassland
659,Grassland,NULL,Water,Water,Water,Wetland
660,Grassland,NULL,Water,Water,Water,Water
661,Grassland,NULL,Water,Water,Water,Forest
662,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
663,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
664,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
665,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
666,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
667,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
668,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
669,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
670,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water
671,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
672,Grassland,NULL,Forest,Water,Non_Wetland,NULL
673,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
674,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
675,Grassland,NULL,Forest,Water,Non_Wetland,Forest
676,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
677,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
678,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
679,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
680,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
681,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
682,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
683,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
684,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
685,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
686,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
687,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
688,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
689,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
690,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
694,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
695,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
696,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
697,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
698,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
699,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
700,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
701,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
702,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
703,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
704,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
705,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
706,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
707,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
708,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
709,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
710,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
711,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
712,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
713,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
714,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
715,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
716,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
717,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
718,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
719,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
720,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
721,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
722,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
723,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
724,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
725,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
726,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
727,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
728,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland
729,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
730,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
731,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
732,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
733,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland
734,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
735,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
736,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
737,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
738,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
739,Grassland,Water,Shrubland,NULL,Non_Wetland,Water
740,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
741,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
742,Grassland,Water,Shrubland,Water,Non_Wetland,Water
743,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
744,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
745,Grassland,Water,Grassland,NULL,Non_Wetland,Water
746,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
747,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
748,Grassland,Water,Wetland,Water,Wetland,Water
749,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
750,Grassland,Water,Bareland,Non_Water,Non_Wetland,Water
751,Grassland,Water,Water,NULL,Water,Grassland
752,Grassland,Water,Water,NULL,Water,Water
753,Grassland,Water,Water,NULL,Water,Forest
754,Grassland,Water,Water,Non_Water,Water,Grassland
755,Grassland,Water,Water,Water,Water,Grassland
756,Grassland,Water,Water,Water,Water,Water
757,Grassland,Water,Water,Water,Water,Forest
758,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
759,Grassland,Water,Forest,NULL,Non_Wetland,Water
760,Grassland,Water,Forest,NULL,Non_Wetland,Forest
761,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
762,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
763,Grassland,Water,Forest,Non_Water,Non_Wetland,Water
764,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
765,Grassland,Water,Forest,Water,Non_Wetland,Grassland
766,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
767,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
768,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
769,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
770,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
771,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
772,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
773,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
774,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
775,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
776,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
777,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
778,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
779,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
780,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
781,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
782,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
783,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
784,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
785,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
786,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
787,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
788,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
789,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
790,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
791,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
792,Grassland,Forest,Water,NULL,Water,NULL
793,Grassland,Forest,Water,NULL,Water,Forest
794,Grassland,Forest,Water,Water,Water,NULL
795,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
796,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
797,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
798,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
799,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
800,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
801,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
802,Grassland,Forest,Forest,Water,Non_Wetland,NULL
803,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
804,Grassland,Forest,Forest,Water,Non_Wetland,Forest
805,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
806,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
807,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
808,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
809,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
810,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
811,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
812,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
813,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
814,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
815,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
816,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
817,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
818,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
819,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
820,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
821,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
822,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
823,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
824,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
825,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
826,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
827,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
828,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
829,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
830,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
831,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
832,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
833,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
834,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
835,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
836,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
837,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
838,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
839,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
840,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
841,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
842,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
843,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
844,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
845,Cropland,NULL,Cropland,Water,Non_Wetland,Water
846,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
847,Cropland,NULL,Wetland,Non_Water,Wetland,Water
848,Cropland,NULL,Wetland,Water,Wetland,Cropland
849,Cropland,NULL,Wetland,Water,Wetland,Water
850,Cropland,NULL,Wetland,Water,Wetland,Forest
851,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
852,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
853,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
854,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
855,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
856,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
857,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
858,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
859,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
860,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
861,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
862,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
863,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
864,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
865,Cropland,NULL,Bareland,Water,Non_Wetland,Water
866,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
