Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTT_M_R
688,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
689,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
690,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
691,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
692,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
693,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
694,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
695,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
696,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
697,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
698,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
699,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
700,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
701,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
702,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
703,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
704,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
705,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
706,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
707,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
708,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
709,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
710,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
711,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
712,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
713,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
714,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
715,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
716,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
717,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
718,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
719,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
720,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
721,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
722,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
723,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
724,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
725,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
726,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
727,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
728,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
729,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
730,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
731,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
732,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
733,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
734,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
735,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
736,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
737,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
738,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
739,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
740,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
742,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
743,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
744,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
745,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
746,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
747,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
748,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
749,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
751,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
752,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
753,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
754,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
756,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
757,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
758,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
759,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
760,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
761,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
762,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
763,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
764,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
765,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
766,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
767,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
768,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
770,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
771,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
772,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
773,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
774,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
775,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
776,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
777,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
778,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
779,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
780,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
781,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
782,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
783,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
784,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
785,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
786,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
787,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
788,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
789,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
790,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
791,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
792,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
794,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
795,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
796,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
797,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
798,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
799,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
800,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
801,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
802,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
803,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
804,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
805,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
806,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
807,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
808,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
809,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
810,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
811,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
812,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
814,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
815,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
816,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
817,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
818,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
819,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
820,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
821,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
822,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
823,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
824,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
826,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
827,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
828,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
829,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
830,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
831,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
832,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
833,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
834,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
835,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
836,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
837,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
838,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
839,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
840,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
841,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
842,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
843,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
844,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
845,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
846,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
847,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
848,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
849,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
850,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
851,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
852,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
853,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
854,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
855,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
856,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
857,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
858,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
859,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
860,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
861,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
862,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
863,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
864,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
865,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
866,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
867,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
868,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
870,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
871,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
872,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
873,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
874,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
875,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
876,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
877,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
878,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
879,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
881,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
882,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
883,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
884,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
885,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
887,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
888,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
889,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
890,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
893,Wetland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
894,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
895,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
896,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
897,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
898,Wetland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
899,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
900,Wetland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
901,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
902,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
903,Wetland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
904,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
905,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
906,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
907,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
908,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
909,Wetland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
910,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
911,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
912,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
913,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
914,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
915,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
916,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
917,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
918,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
919,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
920,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
921,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
922,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
923,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
925,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
926,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
928,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
929,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
930,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
931,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
932,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
933,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
934,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
936,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
940,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Water
941,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
942,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
943,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
944,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
945,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
946,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
947,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
948,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
949,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
950,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
951,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
953,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
954,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
955,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
956,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
957,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
958,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
959,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
961,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
962,Wetland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
963,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
964,Wetland,Water,Water,Water,Water,NULL,NULL,Water
965,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
966,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
967,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
968,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
969,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
970,Wetland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
971,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
972,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
973,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
974,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
977,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
978,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
979,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
980,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
981,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
982,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
983,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
984,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
985,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
986,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
987,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
988,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
989,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
990,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
991,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
992,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
993,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
994,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
995,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
996,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
997,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
999,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1000,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1001,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1002,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1003,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1005,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1006,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1007,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1008,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1009,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1010,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1011,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1012,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1013,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1014,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1015,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1016,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1017,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1018,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1019,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1020,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1021,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1022,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1023,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1024,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1025,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1026,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1027,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1028,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1029,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1030,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1031,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
