Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHG_M_R
342,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
343,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
344,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
345,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
346,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
347,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
349,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
350,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
352,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
354,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
355,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
356,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
357,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
358,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
359,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
363,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
364,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
365,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
366,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
367,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
369,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
371,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
375,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
376,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
377,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
379,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
380,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
381,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
382,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
383,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
384,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
385,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
386,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
387,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
389,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
392,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
393,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
394,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
395,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
397,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
398,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
399,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
401,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
402,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
403,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
404,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
405,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
406,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
407,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
408,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
409,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
410,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
411,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
412,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
413,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
414,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
415,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
416,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
417,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
418,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
419,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
420,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
421,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
422,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
423,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
424,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
425,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
426,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
427,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
428,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
429,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
430,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
431,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
432,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
435,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
436,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
437,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
438,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
439,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
441,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
442,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
444,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
445,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
447,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
448,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
449,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
450,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
451,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
452,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
453,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
454,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
455,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
457,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
458,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
459,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
460,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
461,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
462,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
463,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
464,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
465,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
466,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
467,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
468,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
469,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
470,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
471,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
472,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
473,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
474,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
475,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
477,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
478,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
481,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
482,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
483,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
484,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
485,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
486,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
487,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
488,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
489,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
490,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
491,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
492,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
493,Wetland,Water,Water,Water,Water,NULL,NULL,Water
494,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
495,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
496,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
497,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
498,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
499,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
500,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
502,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
503,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
504,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
505,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
507,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
508,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
510,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
511,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
512,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
513,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
514,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
515,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
516,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
517,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
518,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
520,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
521,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
522,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
523,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
524,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
525,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
526,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
527,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
528,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
530,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
532,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
533,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
534,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
535,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
537,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
538,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
539,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
540,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
541,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
542,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
543,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
544,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
545,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
546,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
547,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
548,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
550,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
552,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
554,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
555,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
556,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
557,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
558,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
559,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
560,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
561,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
562,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
564,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
565,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
567,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
568,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
569,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
570,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
571,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
572,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
573,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
574,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
576,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
578,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
579,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
581,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
582,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
583,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
584,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
585,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
586,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
587,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
588,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
589,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
590,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
591,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
592,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
593,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
594,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
595,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
596,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
597,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
598,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
599,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
600,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
601,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
602,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
603,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
604,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
605,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
606,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
607,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
608,Water,NULL,Water,Water,Water,NULL,NULL,Water
609,Water,NULL,Water,Water,Water,NULL,NULL,Forest
610,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
611,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
613,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
614,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
615,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
616,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
617,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
620,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
622,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
623,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
624,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
625,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
628,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
629,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
631,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
633,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
634,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
635,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
636,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
637,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
638,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
639,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
640,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
641,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
642,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
643,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
644,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
645,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
646,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
647,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
648,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
649,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
650,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
651,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
652,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
653,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
654,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
655,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
656,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
657,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
658,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
659,Water,Wetland,Water,Water,Water,NULL,NULL,Water
660,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
661,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
662,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
663,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
664,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
665,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
666,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
667,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
668,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
669,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
670,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
671,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
672,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
673,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
674,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
676,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
677,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
678,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
679,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
680,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
681,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
682,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
683,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
685,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
686,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
687,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
688,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
690,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
691,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,NULL
693,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
694,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
695,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
696,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
697,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
698,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
699,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
700,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
701,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
