Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
774,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
775,Wetland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
776,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
777,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Water
778,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
779,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
780,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
781,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
782,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
783,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
784,Bareland,NULL,Water,Water,Water,Water,Water,Water
785,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
786,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
787,Bareland,Bareland,Cropland,Water,Non_Wetland,Water,Water,Water
788,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Water
789,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
790,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
791,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
792,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
793,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
794,Bareland,Bareland,Wetland,Water,Wetland,Water,NULL,Water
795,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
796,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
797,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
798,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
799,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
800,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
801,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
802,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
803,Bareland,Bareland,Water,Water,Water,Water,Wetland,Water
804,Bareland,Bareland,Water,Water,Water,Water,Water,Water
805,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
806,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
807,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
808,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
809,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
810,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
811,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
812,Bareland,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
813,Bareland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
814,Bareland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
815,Bareland,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
816,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
817,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
818,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
819,Bareland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
820,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
821,Bareland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
822,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
823,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
824,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
825,Bareland,Water,Wetland,Water,Wetland,Water,Grassland,Water
826,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
827,Bareland,Water,Wetland,Water,Wetland,Water,Wetland,Water
828,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
829,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
830,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
831,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
832,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
833,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
834,Bareland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
835,Bareland,Water,Water,Water,Water,Water,Water,Water
836,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
837,Bareland,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
838,Bareland,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
839,Bareland,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
840,Bareland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
841,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
842,Bareland,Forest,Wetland,Water,Wetland,Water,Grassland,Grassland
843,Bareland,Forest,Wetland,Water,Wetland,Water,Grassland,Water
844,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
845,Bareland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
846,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
847,Bareland,Forest,Wetland,Water,Wetland,Water,Water,Water
848,Bareland,Forest,Water,Non_Water,Water,Water,Wetland,Water
849,Bareland,Forest,Water,Water,Water,Water,Water,Water
850,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
851,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
852,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
853,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
854,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
855,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
856,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
857,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
858,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
859,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
860,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
861,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
862,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
863,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
864,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
865,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
866,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
867,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
868,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
869,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
870,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
871,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
872,Water,NULL,Water,NULL,Water,Water,Wetland,Water
873,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
874,Water,NULL,Water,Water,Water,Grassland,Water,Water
875,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
876,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
877,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
878,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
879,Water,NULL,Water,Water,Water,Water,Wetland,Water
880,Water,NULL,Water,Water,Water,Water,Water,Grassland
881,Water,NULL,Water,Water,Water,Water,Water,Wetland
882,Water,NULL,Water,Water,Water,Water,Water,Water
883,Water,NULL,Water,Water,Water,Water,Water,Forest
884,Water,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
885,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
886,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
887,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
888,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
889,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
890,Water,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
891,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
892,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
893,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
894,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
895,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
896,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
897,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
898,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
899,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
900,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
901,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
902,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
903,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
904,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
905,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
906,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
907,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
908,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
909,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
910,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
911,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
912,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
913,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
914,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
915,Water,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
916,Water,Wetland,Water,NULL,Water,NULL,Water,Water
917,Water,Wetland,Water,NULL,Water,NULL,Water,Forest
918,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
919,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
920,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
921,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
922,Water,Wetland,Water,NULL,Water,Water,Water,Water
923,Water,Wetland,Water,NULL,Water,Water,Water,Forest
924,Water,Wetland,Water,NULL,Water,Forest,Wetland,Forest
925,Water,Wetland,Water,NULL,Water,Forest,Water,Forest
926,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
927,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
928,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
929,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
930,Water,Wetland,Water,Water,Water,NULL,Water,Water
931,Water,Wetland,Water,Water,Water,NULL,Water,Forest
932,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
933,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
934,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
935,Water,Wetland,Water,Water,Water,Wetland,Water,Water
936,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
937,Water,Wetland,Water,Water,Water,Water,Wetland,Water
938,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
939,Water,Wetland,Water,Water,Water,Water,Water,Grassland
940,Water,Wetland,Water,Water,Water,Water,Water,Water
941,Water,Wetland,Water,Water,Water,Water,Water,Forest
942,Water,Wetland,Water,Water,Water,Forest,Water,Water
943,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
944,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Water
945,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
946,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
947,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
948,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
949,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
950,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
951,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
952,Water,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Water
953,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
954,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
955,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
956,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
957,Water,Bareland,Water,Water,Water,Water,Water,Water
958,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
959,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
960,Water,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
961,Water,Built-up,Water,Water,Water,Water,Water,Water
962,Water,Built-up,Forest,Water,Non_Wetland,Grassland,Water,Forest
963,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
964,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
965,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
966,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
967,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
968,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
969,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
970,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
971,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
972,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
973,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
974,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
975,Water,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
976,Water,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
977,Water,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
978,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
979,Water,Water,NULL,Water,Non_Wetland,Water,Water,Forest
980,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
981,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
982,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
983,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
984,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
985,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
986,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
987,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
988,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
989,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
990,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
991,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
992,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
993,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
994,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
995,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
996,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
997,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
998,Water,Water,Grassland,Water,Non_Wetland,Water,Grassland,Water
999,Water,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1000,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1001,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
1002,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1003,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
1004,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1005,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1006,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Water
1007,Water,Water,Cropland,Water,Non_Wetland,Water,Wetland,Forest
1008,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
1009,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1010,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
1011,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
1012,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1013,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1014,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1015,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
1016,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1017,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1018,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1019,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1020,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1021,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1022,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1023,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1024,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1025,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1026,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
1027,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1028,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1029,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1030,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1031,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1032,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1033,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1034,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1035,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1036,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1037,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1038,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1039,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1040,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
1041,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1042,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1043,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1044,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1045,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1046,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1047,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1048,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
1049,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1050,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
1051,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1052,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1053,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1054,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
1055,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1056,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1057,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1058,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1059,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1060,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1061,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1062,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1063,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1064,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1065,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1066,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1067,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1068,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1069,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1070,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1071,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1072,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1073,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1074,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1075,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1076,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1077,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1078,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1079,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1080,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1081,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1082,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
1083,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1084,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1085,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1086,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1087,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
1088,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
1089,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1090,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1091,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1092,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1093,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
1094,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1095,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1096,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1097,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1098,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1099,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1100,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
1101,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1102,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1103,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1104,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1105,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
1106,Water,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1107,Water,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1108,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1109,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
1110,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1111,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1112,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
1113,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1114,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
1115,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
1116,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
1117,Water,Water,Wetland,Water,Wetland,Water,Water,Water
1118,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
1119,Water,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1120,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
1121,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
1122,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1123,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
1124,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1125,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1126,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1127,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1128,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1129,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1130,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1131,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1132,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1133,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1134,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1135,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1136,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1137,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
1138,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1139,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1140,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1141,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1142,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1143,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1144,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1145,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1146,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1147,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1148,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1149,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1150,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1151,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1152,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1153,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1154,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1155,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1156,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1157,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1158,Water,Water,Water,NULL,Water,NULL,Wetland,Water
