Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWV_M_R
346,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
347,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
348,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
349,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
351,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
354,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
357,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
358,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
359,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
360,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
361,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
362,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
363,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
364,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
365,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
366,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
367,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
368,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
369,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
370,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
371,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
372,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
373,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
374,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
375,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
376,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
378,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
379,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
380,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
382,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
383,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
385,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
386,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
388,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
394,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
397,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
398,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
400,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
402,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
403,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
404,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
405,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
406,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
407,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
408,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
409,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
410,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
411,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
412,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
413,Grassland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
417,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
418,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
420,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
421,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
422,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
423,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
424,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
425,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
426,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
427,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
428,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
429,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
430,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
434,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
437,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
438,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
439,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
440,Grassland,Bareland,Water,Water,Water,NULL,NULL,Water
441,Grassland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
442,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
447,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
449,Grassland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
451,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
453,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
454,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
456,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
457,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
458,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
459,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
460,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
461,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
462,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
463,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
464,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
465,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
466,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
469,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
470,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
471,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
472,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
473,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
474,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
475,Grassland,Water,Water,Water,Water,NULL,NULL,Water
476,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
477,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
481,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
484,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
485,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
486,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
488,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
490,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
491,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
493,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
495,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
496,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
498,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
499,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
500,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
501,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
502,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
503,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
504,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
505,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
506,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
507,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
508,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
509,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
511,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
513,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
515,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
516,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
517,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
518,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
519,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
520,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
521,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
522,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
523,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
524,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
526,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
529,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
530,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
532,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
533,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
534,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
535,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
536,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
541,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
542,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
544,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
545,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
546,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
551,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
556,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
557,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
559,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
560,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
561,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
562,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
563,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
564,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
566,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
567,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
568,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
570,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
571,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
573,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
574,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
575,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
578,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
579,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
580,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
581,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
582,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
583,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
584,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
585,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
586,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
587,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
588,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
590,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
591,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
592,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
593,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
594,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
595,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
596,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
597,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
599,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
600,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
601,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
602,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
603,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
604,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
605,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
606,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
607,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
608,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
609,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
610,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
611,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
613,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
615,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
616,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
617,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
618,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
619,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
620,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
621,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
622,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
623,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
624,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
627,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
628,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
629,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
630,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
634,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
635,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
636,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
637,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
638,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
641,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
643,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
644,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
645,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
646,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
647,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
648,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
649,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
650,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
653,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
656,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
657,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
658,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
659,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
660,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
661,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
662,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
663,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
664,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
665,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
666,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
667,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
668,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
669,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
670,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
671,Cropland,Water,Water,Water,Water,NULL,NULL,Water
672,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
673,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
674,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
676,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
677,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
678,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
679,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
680,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
681,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
682,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
683,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
684,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
685,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
686,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
687,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
688,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
689,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
690,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
691,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
692,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
693,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
694,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
695,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
696,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
697,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
698,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
699,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
