Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQL_M_R
7310,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
7311,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
7312,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
7313,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
7314,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
7315,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
7316,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
7317,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
7318,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
7319,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
7320,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
7321,Bareland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Bareland
7322,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
7323,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
7324,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
7325,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
7326,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
7327,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
7328,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
7329,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
7330,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
7331,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
7332,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7333,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
7334,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
7335,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
7336,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
7337,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Water
7338,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
7339,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
7340,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
7341,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
7342,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
7343,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
7344,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
7345,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7346,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7347,Bareland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7348,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
7349,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7350,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7351,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7352,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
7353,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7354,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7355,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7356,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
7357,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7358,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7359,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
7360,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7361,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
7362,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
7363,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7364,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7365,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
7366,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7367,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7368,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
7369,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7370,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7371,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7372,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7373,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7374,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7375,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
7376,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
7377,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
7378,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
7379,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7380,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7381,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
7382,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
7383,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
7384,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
7385,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7386,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7387,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
7388,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
7389,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
7390,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7391,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
7392,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
7393,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
7394,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7395,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7396,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7397,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
7398,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
7399,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
7400,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
7401,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
7402,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7403,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7404,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
7405,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
7406,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
7407,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7408,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7409,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7410,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
7411,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
7412,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7413,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7414,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7415,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
7416,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7417,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
7418,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7419,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7420,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
7421,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7422,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7423,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
7424,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
7425,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
7426,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
7427,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7428,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
7429,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7430,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7431,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7432,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7433,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
7434,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7435,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
7436,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
7437,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
7438,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7439,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
7440,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Water
7441,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7442,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7443,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7444,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7445,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7446,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
7447,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
7448,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7449,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7450,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
7451,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7452,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7453,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7454,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
7455,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7456,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
7457,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7458,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7459,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
7460,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
7461,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
7462,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7463,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
7464,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
7465,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
7466,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7467,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7468,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
7469,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
7470,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7471,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7472,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7473,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
7474,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7475,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7476,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7477,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
7478,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
7479,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
7480,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7481,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
7482,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7483,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
7484,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
7485,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
7486,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7487,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7488,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
7489,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7490,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7491,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7492,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7493,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7494,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
7495,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7496,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7497,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7498,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7499,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7500,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7501,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7502,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7503,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7504,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
7505,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
7506,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7507,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7508,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7509,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7510,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7511,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7512,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7513,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
7514,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7515,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7516,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7517,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7518,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
7519,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7520,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7521,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7522,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
7523,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7524,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7525,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7526,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7527,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
7528,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Water
7529,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7530,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
7531,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7532,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
7533,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7534,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7535,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7536,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7537,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
7538,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7539,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7540,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7541,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
7542,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7543,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
7544,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7545,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7546,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
7547,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7548,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7549,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7550,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
7551,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7552,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
7553,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7554,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
7555,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7556,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7557,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7558,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
7559,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
7560,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7561,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7562,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7563,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
7564,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7565,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
7566,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7567,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
7568,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
7569,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
7570,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7571,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
7572,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
7573,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
7574,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7575,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
7576,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
7577,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
7578,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
7579,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7580,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7581,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Bareland
7582,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Water
7583,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
7584,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
7585,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
7586,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7587,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7588,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
7589,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
7590,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
7591,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Water
7592,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
7593,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
7594,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
7595,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
7596,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
7597,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7598,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
7599,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
7600,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Wetland
7601,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7602,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
7603,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7604,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
7605,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7606,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
7607,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
7608,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7609,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7610,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
7611,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
7612,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7613,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
7614,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
7615,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
7616,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7617,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7618,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7619,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
7620,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
7621,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
7622,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
7623,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
7624,Bareland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
7625,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7626,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
7627,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
7628,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
7629,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
