Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVU_M_R
10530,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10531,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10532,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
10533,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10534,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
10535,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
10536,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
10537,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
10538,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10539,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10540,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10541,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10542,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10543,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
10544,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10545,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10546,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10547,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10548,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10549,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10550,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10551,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10552,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
10553,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
10554,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10555,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
10556,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Water
10557,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
10558,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10559,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10560,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
10561,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10562,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10563,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10564,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10565,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10566,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
10567,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10568,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10569,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10570,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10571,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10572,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
10573,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10574,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10575,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10576,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10577,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
10578,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10579,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10580,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10581,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10582,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
10583,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Cropland
10584,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
10585,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
10586,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Grassland
10587,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10588,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
10589,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
10590,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
10591,Cropland,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
10592,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10593,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
10594,Cropland,Cropland,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
10595,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10596,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10597,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10598,Cropland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10599,Cropland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10600,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10601,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10602,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10603,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
10604,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
10605,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
10606,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10607,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10608,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10609,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10610,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10611,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10612,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10613,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10614,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10615,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10616,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10617,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10618,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10619,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10620,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
10621,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10622,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
10623,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10624,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
10625,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10626,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10627,Cropland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10628,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10629,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10630,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10631,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10632,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
10633,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
10634,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10635,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10636,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10637,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
10638,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
10639,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10640,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
10641,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10642,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
10643,Cropland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
10644,Cropland,Wetland,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
10645,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10646,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10647,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10648,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10649,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
10650,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
10651,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10652,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10653,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10654,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10655,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10656,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10657,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
10658,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10659,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10660,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10661,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10662,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10663,Cropland,Wetland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
10664,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
10665,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
10666,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10667,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10668,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
10669,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10670,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10671,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10672,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10673,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10674,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10675,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10676,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10677,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10678,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10679,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10680,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
10681,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
10682,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10683,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10684,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10685,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10686,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10687,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10688,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10689,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10690,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10691,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
10692,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10693,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10694,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10695,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10696,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10697,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10698,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
10699,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
10700,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
10701,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10702,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
10703,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
10704,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
10705,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
10706,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
10707,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
10708,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10709,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
10710,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
10711,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
10712,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
10713,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
10714,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
10715,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10716,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10718,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10719,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
10720,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10721,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10722,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
10723,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
10724,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10725,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10726,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
10727,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10728,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10729,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10730,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10731,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10732,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10733,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10734,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10735,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10736,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10737,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10738,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10739,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
10740,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
10741,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10742,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10743,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10744,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10745,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10746,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10747,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10748,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10749,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
10750,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10751,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10752,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
10753,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
10754,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10755,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10756,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10757,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
10758,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10759,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10760,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10761,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
10762,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10763,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
10764,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
10765,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10766,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
10767,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10768,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10769,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10770,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10771,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
10772,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10773,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
10774,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10775,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
10776,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10777,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10778,Cropland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10779,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10780,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10781,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
10782,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10783,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
10784,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
10785,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10786,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
10787,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10788,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
10789,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
10790,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
10791,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
10792,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
10793,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10794,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10795,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10796,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10797,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10798,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10799,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10800,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10801,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10802,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10803,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10804,Cropland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
10805,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
10806,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
10807,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
10808,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10809,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10810,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10811,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10812,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10813,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
10814,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10815,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10816,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
10817,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10818,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10819,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
10820,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
10821,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
10822,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
10823,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10824,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10825,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10826,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
10827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
10829,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10830,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
10831,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
10832,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10833,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10834,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10835,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
