Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R
4756,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4757,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4758,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
4759,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4760,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
4761,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
4762,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4763,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
4764,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest,Forest,Forest
4765,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
4766,Wetland,NULL,Water,NULL,Water,NULL,Water,Water
4767,Wetland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
4768,Wetland,NULL,Water,NULL,Water,Wetland,NULL,Forest
4769,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4770,Wetland,NULL,Water,NULL,Water,Water,NULL,Water
4771,Wetland,NULL,Water,NULL,Water,Water,Wetland,Water
4772,Wetland,NULL,Water,NULL,Water,Water,Wetland,Forest
4773,Wetland,NULL,Water,NULL,Water,Water,Water,Water
4774,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
4775,Wetland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
4776,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
4777,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Water
4778,Wetland,NULL,Water,Non_Water,Water,Wetland,NULL,Water
4779,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
4780,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
4781,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Wetland
4782,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Water
4783,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4784,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Water
4785,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4786,Wetland,NULL,Water,Non_Water,Water,Water,Water,Cropland
4787,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
4788,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
4789,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
4790,Wetland,NULL,Water,Non_Water,Water,Water,Forest,Water
4791,Wetland,NULL,Water,Non_Water,Water,Water,Forest,Forest
4792,Wetland,NULL,Water,Non_Water,Water,Forest,Forest,Forest
4793,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
4794,Wetland,NULL,Water,Water,Water,NULL,NULL,Cropland
4795,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
4796,Wetland,NULL,Water,Water,Water,NULL,Wetland,Water
4797,Wetland,NULL,Water,Water,Water,NULL,Wetland,Forest
4798,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
4799,Wetland,NULL,Water,Water,Water,NULL,Water,Water
4800,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Cropland
4801,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
4802,Wetland,NULL,Water,Water,Water,Water,NULL,Water
4803,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
4804,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
4805,Wetland,NULL,Water,Water,Water,Water,Water,Water
4806,Wetland,NULL,Water,Water,Water,Water,Water,Forest
4807,Wetland,NULL,Water,Water,Water,Water,Forest,Water
4808,Wetland,NULL,Water,Water,Water,Forest,Water,Forest
4809,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4810,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4811,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4812,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4813,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4814,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4815,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4816,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4817,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4818,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4819,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4820,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4821,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4822,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
4823,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
4824,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4825,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4826,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4827,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
4828,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4829,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4830,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
4831,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
4832,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
4833,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4834,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4835,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
4836,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4837,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4838,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4839,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4840,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4841,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4842,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4843,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4844,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4845,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
4846,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4847,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4848,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4849,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4850,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
4851,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
4852,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
4853,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4854,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
4855,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4856,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4857,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
4858,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4859,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
4860,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4861,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4862,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
4863,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4864,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
4865,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4866,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4867,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4868,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4869,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
4870,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4871,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
4872,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Water
4873,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
4874,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
4875,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4876,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4877,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4878,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4879,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4880,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
4881,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
4882,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
4883,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4884,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
4885,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
4886,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
4887,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
4888,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
4889,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
4890,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
4891,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4892,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4893,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4894,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4895,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4896,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4897,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4898,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4899,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4900,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4901,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
4902,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
4903,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Bareland
4904,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4905,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4906,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4907,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4908,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4909,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4910,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4911,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
4912,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4913,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
4914,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4915,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
4916,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4917,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
4918,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4919,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4920,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
4921,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
4922,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
4923,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Cropland
4924,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4925,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
4926,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
4927,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4928,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
4929,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4930,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4931,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4932,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4933,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4934,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
4935,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4936,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4937,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4938,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4939,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4940,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4941,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4942,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4943,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4944,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4945,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4946,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4947,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4948,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4949,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4950,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4951,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4952,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
4953,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4954,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
4955,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
4956,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
4957,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
4958,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4959,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
4960,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
4961,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
4962,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
4963,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4964,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
4965,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4966,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4967,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4968,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
4969,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4970,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4971,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4972,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4973,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4974,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4975,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4976,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4977,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4978,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4979,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4980,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4981,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4982,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4983,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4984,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
4985,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4986,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4987,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4988,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4989,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4990,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4991,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4992,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
4993,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4994,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4995,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4996,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4997,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4998,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4999,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5000,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5001,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
5002,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
5003,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
5004,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5005,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5006,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
5007,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
5008,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5009,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5010,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
5011,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
5012,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
5013,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
5014,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5015,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
5016,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5017,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
5018,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
5019,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
5020,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
5021,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5022,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
5023,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5024,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
5025,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5026,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
5027,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
5028,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
5029,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
5030,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5031,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
5032,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5033,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
5034,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5035,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5036,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5037,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5038,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5039,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5040,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
5041,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5042,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5043,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5044,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5045,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
5046,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
5047,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5048,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5049,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5050,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
5051,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
5052,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
5053,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5054,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5055,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5056,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5057,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5058,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
5059,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
5060,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
5061,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
5062,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
5063,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
5064,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
5065,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
5066,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5067,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
5068,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
5069,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
5070,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
5071,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
5072,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5073,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5074,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
5075,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
5076,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
5077,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5078,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
5079,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5080,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
5081,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5082,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5083,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5084,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5085,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5086,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
