Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEB_M_R
330,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
331,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
332,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
333,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
334,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Grassland
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
343,NULL,Built-up,Water,NULL,Water,Wetland,Water,Grassland
344,NULL,Built-up,Water,NULL,Water,Water,Wetland,Water
345,NULL,Built-up,Water,Non_Water,Water,Wetland,Water,Grassland
346,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
347,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
348,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
349,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
350,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
351,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
352,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
353,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
354,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
356,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
357,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
358,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
359,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
360,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
362,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
363,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
364,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
365,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
366,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
367,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Water
368,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
369,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
370,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
371,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
372,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
373,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
375,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
376,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
377,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
378,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
379,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
380,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
381,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
382,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
383,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
385,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
386,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
387,NULL,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
388,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water,Forest
389,NULL,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
390,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
392,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
394,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
395,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
396,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
397,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
398,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
399,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
400,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
401,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
402,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
403,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Water
404,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
405,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
406,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
407,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
408,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
409,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
410,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
411,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
412,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
413,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
414,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
415,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
416,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
417,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
418,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
419,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
420,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
421,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
422,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
423,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
424,NULL,Water,Water,NULL,Water,Wetland,Grassland,Forest
425,NULL,Water,Water,NULL,Water,Bareland,Water,Water
426,NULL,Water,Water,NULL,Water,Water,Water,Grassland
427,NULL,Water,Water,NULL,Water,Water,Water,Water
428,NULL,Water,Water,Non_Water,Water,Wetland,Water,Water
429,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
430,NULL,Water,Water,Water,Water,Bareland,Water,Water
431,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
432,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
433,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
434,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
435,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
436,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
437,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
438,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
440,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
442,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
443,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
444,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
445,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
446,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
447,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
448,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
449,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
451,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
453,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
454,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
455,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
456,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
457,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
458,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
459,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
460,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
461,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
462,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
463,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
464,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
465,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
466,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
468,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
469,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
473,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
474,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
475,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
476,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
477,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
478,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
480,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
481,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
482,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
483,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
484,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
485,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
486,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
489,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
491,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
492,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
493,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
495,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
496,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
497,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
498,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
499,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
500,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
501,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
502,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
504,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
505,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
506,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
507,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
508,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
509,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
510,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
511,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
512,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
513,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
514,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
515,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
516,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
517,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
518,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
519,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
520,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
521,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
522,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
523,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
524,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
525,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
526,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
527,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
528,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
529,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
530,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
531,Grassland,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
532,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
533,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
534,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
535,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
536,Grassland,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
537,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
538,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
539,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
540,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
541,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
542,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
543,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
544,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
545,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
546,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
547,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
548,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
549,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
550,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
551,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
552,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
553,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
554,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
555,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
556,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
557,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
558,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
559,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
560,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
561,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
565,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
567,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
568,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
569,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
570,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
571,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
572,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
574,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
575,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
577,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
578,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
579,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
580,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
581,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
582,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
583,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
584,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
585,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
586,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
587,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
588,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
589,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
591,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
592,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
593,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
594,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
595,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
596,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
605,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
606,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
607,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
608,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
609,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
611,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
612,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
613,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
614,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
615,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
616,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
617,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
618,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
619,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
620,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
621,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
622,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
623,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
624,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
625,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
626,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
627,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
628,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
629,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
631,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
632,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
633,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
634,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
635,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
636,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
637,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
638,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
639,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
640,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
641,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
642,Bareland,Bareland,Water,Water,Water,Wetland,Water,Water
643,Bareland,Bareland,Water,Water,Water,Bareland,Water,Bareland
644,Bareland,Bareland,Water,Water,Water,Water,Water,Water
645,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
646,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
647,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
648,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
649,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
650,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
651,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
652,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
653,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
654,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
655,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
656,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
657,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
658,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
659,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
660,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
661,Bareland,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
662,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
663,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
664,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
665,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
666,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
667,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
668,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
669,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
