Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDN_M_R
5926,Wetland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5927,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5928,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
5929,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5930,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
5931,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5932,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
5933,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
5934,Wetland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
5935,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
5936,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
5937,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
5938,Wetland,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
5939,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5940,Wetland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5941,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5942,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5943,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
5944,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5945,Wetland,Cropland,NULL,NULL,Non_Wetland,Water,Forest,Forest
5946,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5947,Wetland,Cropland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5948,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5949,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5950,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5951,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5952,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5953,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5954,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5955,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5956,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5957,Wetland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
5958,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5959,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5960,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5961,Wetland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5962,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5963,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5964,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5965,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5966,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5967,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5968,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5969,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5970,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5971,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5972,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5973,Wetland,Cropland,Water,Water,Water,Shrubland,Shrubland,Wetland
5974,Wetland,Cropland,Water,Water,Water,Water,Wetland,Grassland
5975,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5976,Wetland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5977,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5978,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5979,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5980,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5981,Wetland,Cropland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5982,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5983,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5984,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5985,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5986,Wetland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
5987,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5988,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5989,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5990,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5991,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5992,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5993,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
5994,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5995,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
5996,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
5997,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5998,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
5999,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6000,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6001,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Shrubland,Wetland
6002,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6003,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
6004,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
6005,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6006,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6007,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6008,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6009,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6010,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6011,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6012,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6013,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6014,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6015,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6016,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6017,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6018,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6019,Wetland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6020,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6021,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6022,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6023,Wetland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6024,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6025,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
6026,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6027,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6028,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
6029,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6030,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6031,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6032,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6033,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
6034,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
6035,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
6036,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Water
6037,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6038,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6039,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Wetland
6040,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
6041,Wetland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
6042,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6043,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6044,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6045,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
6046,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
6047,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6048,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6049,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6050,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6051,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6052,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6053,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6054,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
6055,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6056,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6057,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
6058,Wetland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
6059,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
6060,Wetland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
6061,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
6062,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6063,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6064,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6065,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6066,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6067,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6068,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
6069,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
6070,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
6071,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6072,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
6073,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
6074,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
6075,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6076,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6077,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6078,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
6079,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6080,Wetland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6081,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6082,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6083,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6084,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6085,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6086,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6087,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6088,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6089,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6090,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6091,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6092,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
6093,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
6094,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
6095,Wetland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
6096,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
6097,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6098,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6099,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6100,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6101,Wetland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
6102,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6103,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6104,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
6105,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6106,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6107,Wetland,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
6108,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Grassland
6109,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
6110,Wetland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Water
6111,Wetland,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
6112,Wetland,Wetland,Water,NULL,Water,Shrubland,Water,Wetland
6113,Wetland,Wetland,Water,NULL,Water,Shrubland,Forest,Wetland
6114,Wetland,Wetland,Water,NULL,Water,Wetland,Shrubland,Wetland
6115,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
6116,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6117,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6118,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6119,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
6120,Wetland,Wetland,Water,NULL,Water,Water,Grassland,Wetland
6121,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
6122,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6123,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Water
6124,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Forest
6125,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
6126,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
6127,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
6128,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
6129,Wetland,Wetland,Water,NULL,Water,Water,Forest,Water
6130,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
6131,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Forest
6132,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Wetland
6133,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
6134,Wetland,Wetland,Water,Non_Water,Water,Shrubland,Water,Forest
6135,Wetland,Wetland,Water,Non_Water,Water,Wetland,Shrubland,Wetland
6136,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6137,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6138,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6139,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6140,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
6141,Wetland,Wetland,Water,Non_Water,Water,Water,Forest,Wetland
6142,Wetland,Wetland,Water,Water,Water,Shrubland,Wetland,Wetland
6143,Wetland,Wetland,Water,Water,Water,Shrubland,Water,Wetland
6144,Wetland,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
6145,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6146,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
6147,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
6148,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
6149,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
6150,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
6151,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
6152,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
6153,Wetland,Wetland,Water,Water,Water,Water,Water,Water
6154,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
6155,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
6156,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6157,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6158,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
6159,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6160,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6161,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6162,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6163,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6164,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
6165,Wetland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
6166,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6167,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
6168,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
6169,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6170,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6171,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6172,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6173,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6174,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
6175,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6176,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
6177,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6178,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6179,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6180,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6181,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6182,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6183,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6184,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6185,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6186,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6187,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6188,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6189,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6190,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6191,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
6192,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
6193,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
6194,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6195,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6196,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland,Forest,Wetland
6197,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Forest
6198,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
6199,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
6200,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6201,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6202,Wetland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
6203,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6204,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
6205,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6206,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6207,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6208,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6209,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
6210,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
6211,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6212,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6213,Wetland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6214,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6215,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6216,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6217,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6218,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6219,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6220,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6221,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
6222,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
6223,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
6224,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6225,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6226,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
6227,Wetland,Water,NULL,Water,Non_Wetland,Water,Wetland,Wetland
6228,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
6229,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6230,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6231,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6232,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6233,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6234,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6235,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6236,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6237,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6238,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6239,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6240,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6241,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6242,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
6243,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6244,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
6245,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6246,Wetland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6247,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
6248,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6249,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
6250,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
6251,Wetland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
