Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYF_M_R
5880,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
5881,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5882,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5883,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5884,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5885,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5886,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5887,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5888,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5889,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5890,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5891,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5892,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5893,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5894,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5895,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5896,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5897,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5898,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5899,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5900,Bareland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5901,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5902,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5903,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5904,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5905,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5906,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5907,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5908,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
5909,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5910,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5911,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5912,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5913,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5914,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5915,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5916,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5917,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
5918,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5919,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Forest
5920,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
5921,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5922,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
5923,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5924,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5925,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5926,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5927,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5928,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5929,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5930,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5931,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
5932,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5933,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5934,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5935,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
5936,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5937,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5938,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
5939,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5940,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5941,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5942,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
5943,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
5944,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
5945,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5946,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5947,Water,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5948,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5949,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5950,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5951,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
5952,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5953,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5954,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5955,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5956,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5957,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5958,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5959,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5960,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5961,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
5962,Water,NULL,Water,NULL,Water,NULL,Wetland,Wetland
5963,Water,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
5964,Water,NULL,Water,NULL,Water,Grassland,NULL,Grassland
5965,Water,NULL,Water,NULL,Water,Wetland,NULL,Grassland
5966,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
5967,Water,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
5968,Water,NULL,Water,NULL,Water,Water,NULL,Grassland
5969,Water,NULL,Water,NULL,Water,Water,Grassland,Grassland
5970,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
5971,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
5972,Water,NULL,Water,Water,Water,Grassland,Grassland,Grassland
5973,Water,NULL,Water,Water,Water,Bareland,NULL,Water
5974,Water,NULL,Water,Water,Water,Water,NULL,Water
5975,Water,NULL,Water,Water,Water,Water,Water,Water
5976,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5977,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5978,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5979,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5980,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
5981,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5982,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5983,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5984,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5985,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5986,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5987,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5988,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5989,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5990,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5991,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5992,Water,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
5993,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5994,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
5995,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5996,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5997,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5998,Water,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5999,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6000,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6001,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6002,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6003,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6004,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6005,Water,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Water
6006,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6007,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
6008,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6009,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
6010,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6011,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6012,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6013,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6014,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6015,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6016,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6017,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6018,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6019,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6020,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6021,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6022,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6023,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6024,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6025,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6026,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
6027,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6028,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
6029,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
6030,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
6031,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6032,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6033,Water,Cropland,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
6034,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6035,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
6036,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6037,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6038,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
6039,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6040,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
6041,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6042,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6043,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6044,Water,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6045,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6046,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6047,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6048,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6049,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6050,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6051,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6052,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6053,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6054,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6055,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
6056,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6057,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6058,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
6059,Water,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6060,Water,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
6061,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
6062,Water,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
6063,Water,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6064,Water,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6065,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6066,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6067,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
6068,Water,Cropland,Wetland,Water,Wetland,Wetland,NULL,Bareland
6069,Water,Cropland,Bareland,Water,Non_Wetland,Shrubland,Wetland,Grassland
6070,Water,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
6071,Water,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
6072,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
6073,Water,Cropland,Water,NULL,Water,NULL,Water,Water
6074,Water,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
6075,Water,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
6076,Water,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
6077,Water,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
6078,Water,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6079,Water,Cropland,Water,NULL,Water,Water,NULL,Grassland
6080,Water,Cropland,Water,NULL,Water,Water,NULL,Cropland
6081,Water,Cropland,Water,NULL,Water,Water,NULL,Bareland
6082,Water,Cropland,Water,NULL,Water,Water,Grassland,Grassland
6083,Water,Cropland,Water,NULL,Water,Water,Grassland,Water
6084,Water,Cropland,Water,NULL,Water,Water,Wetland,Grassland
6085,Water,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
6086,Water,Cropland,Water,Non_Water,Water,Water,NULL,Wetland
6087,Water,Cropland,Water,Water,Water,Grassland,NULL,Water
6088,Water,Cropland,Water,Water,Water,Grassland,Water,Grassland
6089,Water,Cropland,Water,Water,Water,Wetland,NULL,Wetland
6090,Water,Cropland,Water,Water,Water,Wetland,Water,Grassland
6091,Water,Cropland,Water,Water,Water,Water,NULL,Grassland
6092,Water,Cropland,Water,Water,Water,Water,NULL,Wetland
6093,Water,Cropland,Water,Water,Water,Water,NULL,Water
6094,Water,Cropland,Water,Water,Water,Water,Grassland,Grassland
6095,Water,Cropland,Water,Water,Water,Water,Grassland,Bareland
6096,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6097,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6098,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6099,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6100,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6101,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6102,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6103,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Bareland
6104,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6105,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6106,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
6107,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6108,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
6109,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6110,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6111,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6112,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
6113,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
6114,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
6115,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
6116,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
6117,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
6118,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6119,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6120,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6121,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6122,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6123,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6124,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
6125,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6126,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6127,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6128,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
6129,Water,Wetland,Water,Water,Water,Water,Water,Wetland
6130,Water,Wetland,Water,Water,Water,Water,Water,Water
6131,Water,Wetland,Water,Water,Water,Forest,Water,Wetland
6132,Water,Wetland,Water,Water,Water,Forest,Water,Water
6133,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6134,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6135,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
6136,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6137,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
6138,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6139,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6140,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6141,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6142,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6143,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6144,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6145,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
6146,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6147,Water,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6148,Water,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6149,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6150,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6151,Water,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
6152,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6153,Water,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6154,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6155,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6156,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
6157,Water,Water,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
6158,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6159,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
6160,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
6161,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
6162,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
6163,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
6164,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
6165,Water,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6166,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
6167,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
6168,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6169,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6170,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
6171,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6172,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6173,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
6174,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6175,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6176,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
6177,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6178,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6179,Water,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
6180,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6181,Water,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6182,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
6183,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
6184,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
6185,Water,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Water
6186,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
6187,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Cropland
6188,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
6189,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
6190,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
6191,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
6192,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6193,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
6194,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
6195,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
6196,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
6197,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
6198,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
6199,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
6200,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6201,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
6202,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
6203,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
6204,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
6205,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
6206,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
6207,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
6208,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
6209,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6210,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
6211,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6212,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6213,Water,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
6214,Water,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
6215,Water,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
6216,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6217,Water,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6218,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
6219,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
6220,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
6221,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
6222,Water,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
6223,Water,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
6224,Water,Water,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
6225,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Water
6226,Water,Water,NULL,Water,Non_Wetland,Wetland,NULL,Forest
6227,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
6228,Water,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
