Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
10474,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
10475,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
10476,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Grassland
10477,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Cropland
10478,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
10479,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Grassland
10480,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Forest,Forest
10481,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
10482,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Cropland
10483,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
10484,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
10485,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
10486,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
10487,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
10488,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
10489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
10490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
10491,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
10492,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
10493,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10494,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
10495,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
10496,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
10497,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10498,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10499,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
10500,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10501,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10502,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
10503,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
10504,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
10505,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
10506,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
10507,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
10508,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
10509,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10510,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10511,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
10512,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
10513,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
10514,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
10515,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
10516,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
10517,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
10518,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
10519,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
10520,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
10521,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
10522,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
10523,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
10524,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
10525,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
10526,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
10527,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
10528,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
10529,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
10530,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
10531,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
10532,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
10533,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
10534,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
10535,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
10536,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Cropland
10537,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
10538,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
10539,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
10540,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
10541,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Cropland
10542,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
10543,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
10544,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
10545,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
10546,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10547,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
10548,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
10549,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
10550,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10551,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Grassland
10552,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland,NULL,Cropland
10553,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10554,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
10555,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10556,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
10557,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10558,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
10559,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
10560,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
10561,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,Water,Water
10562,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland,Water,Water
10563,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
10564,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
10565,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
10566,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
10567,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
10568,Cropland,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
10569,Cropland,Cropland,Water,NULL,Water,NULL,Wetland,Cropland
10570,Cropland,Cropland,Water,NULL,Water,NULL,Wetland,Water
10571,Cropland,Cropland,Water,NULL,Water,NULL,Water,Grassland
10572,Cropland,Cropland,Water,NULL,Water,NULL,Water,Cropland
10573,Cropland,Cropland,Water,NULL,Water,NULL,Water,Bareland
10574,Cropland,Cropland,Water,NULL,Water,NULL,Water,Water
10575,Cropland,Cropland,Water,NULL,Water,NULL,Water,Forest
10576,Cropland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
10577,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
10578,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
10579,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
10580,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Cropland
10581,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Water
10582,Cropland,Cropland,Water,NULL,Water,Wetland,NULL,Forest
10583,Cropland,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
10584,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Cropland
10585,Cropland,Cropland,Water,NULL,Water,Bareland,NULL,Water
10586,Cropland,Cropland,Water,NULL,Water,Bareland,Wetland,Water
10587,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Bareland
10588,Cropland,Cropland,Water,NULL,Water,Bareland,Water,Water
10589,Cropland,Cropland,Water,NULL,Water,Bareland,Forest,Water
10590,Cropland,Cropland,Water,NULL,Water,Water,NULL,Grassland
10591,Cropland,Cropland,Water,NULL,Water,Water,NULL,Cropland
10592,Cropland,Cropland,Water,NULL,Water,Water,NULL,Water
10593,Cropland,Cropland,Water,NULL,Water,Water,Wetland,Water
10594,Cropland,Cropland,Water,NULL,Water,Water,Wetland,Forest
10595,Cropland,Cropland,Water,NULL,Water,Water,Water,Water
10596,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
10597,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
10598,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
10599,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
10600,Cropland,Cropland,Water,Non_Water,Water,NULL,Water,Cropland
10601,Cropland,Cropland,Water,Non_Water,Water,NULL,Forest,Grassland
10602,Cropland,Cropland,Water,Non_Water,Water,NULL,Forest,Wetland
10603,Cropland,Cropland,Water,Non_Water,Water,Cropland,NULL,Grassland
10604,Cropland,Cropland,Water,Non_Water,Water,Cropland,NULL,Cropland
10605,Cropland,Cropland,Water,Non_Water,Water,Cropland,NULL,Water
10606,Cropland,Cropland,Water,Non_Water,Water,Cropland,Water,Cropland
10607,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,NULL
10608,Cropland,Cropland,Water,Non_Water,Water,Wetland,NULL,Grassland
10609,Cropland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
10610,Cropland,Cropland,Water,Non_Water,Water,Wetland,Water,NULL
10611,Cropland,Cropland,Water,Non_Water,Water,Wetland,Water,Cropland
10612,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Cropland
10613,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Water
10614,Cropland,Cropland,Water,Non_Water,Water,Bareland,NULL,Forest
10615,Cropland,Cropland,Water,Non_Water,Water,Bareland,Wetland,Forest
10616,Cropland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
10617,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,NULL
10618,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Grassland
10619,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Cropland
10620,Cropland,Cropland,Water,Non_Water,Water,Water,NULL,Water
10621,Cropland,Cropland,Water,Non_Water,Water,Water,Water,Grassland
10622,Cropland,Cropland,Water,Non_Water,Water,Water,Water,Cropland
10623,Cropland,Cropland,Water,Non_Water,Water,Water,Water,Water
10624,Cropland,Cropland,Water,Non_Water,Water,Water,Water,Forest
10625,Cropland,Cropland,Water,Non_Water,Water,Forest,Wetland,Grassland
10626,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
10627,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
10628,Cropland,Cropland,Water,Water,Water,NULL,Wetland,Forest
10629,Cropland,Cropland,Water,Water,Water,NULL,Water,Grassland
10630,Cropland,Cropland,Water,Water,Water,NULL,Water,Water
10631,Cropland,Cropland,Water,Water,Water,NULL,Water,Forest
10632,Cropland,Cropland,Water,Water,Water,Grassland,Water,Grassland
10633,Cropland,Cropland,Water,Water,Water,Cropland,NULL,Cropland
10634,Cropland,Cropland,Water,Water,Water,Cropland,NULL,Water
10635,Cropland,Cropland,Water,Water,Water,Cropland,Water,Cropland
10636,Cropland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
10637,Cropland,Cropland,Water,Water,Water,Wetland,Water,Forest
10638,Cropland,Cropland,Water,Water,Water,Bareland,Water,Water
10639,Cropland,Cropland,Water,Water,Water,Water,NULL,Water
10640,Cropland,Cropland,Water,Water,Water,Water,Wetland,Water
10641,Cropland,Cropland,Water,Water,Water,Water,Water,Grassland
10642,Cropland,Cropland,Water,Water,Water,Water,Water,Wetland
10643,Cropland,Cropland,Water,Water,Water,Water,Water,Bareland
10644,Cropland,Cropland,Water,Water,Water,Water,Water,Water
10645,Cropland,Cropland,Water,Water,Water,Forest,NULL,Water
10646,Cropland,Cropland,Water,Water,Water,Forest,Wetland,Wetland
10647,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10648,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10649,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10650,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10651,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
10652,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
10653,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10654,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10655,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10656,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10657,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10658,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10659,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
10660,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10661,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
10662,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
10663,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
10664,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10665,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
10666,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10667,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10668,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
10669,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10670,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
10671,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Bareland
10672,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
10673,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
10674,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10675,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10676,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
10677,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
10678,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
10679,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
10680,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10681,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10682,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10683,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10684,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10685,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
10686,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
10687,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
10688,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10689,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10690,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10691,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
10692,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10693,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10694,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10695,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10696,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10697,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
10698,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10699,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10700,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10701,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10702,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10703,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10704,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
10705,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10706,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10707,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10708,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10709,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
10710,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
10711,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
10712,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10713,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
10714,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
10715,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10716,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10717,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10718,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
10719,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10720,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10721,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10722,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10723,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10724,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10725,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
10726,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10727,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10728,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10729,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10730,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Cropland
10731,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10732,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10733,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10734,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10735,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
10736,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
10737,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
10738,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10739,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10740,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
10741,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10742,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
10743,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10744,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
10745,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10746,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
10747,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
10748,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10749,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10750,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
10751,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
10752,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
10753,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
10754,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10755,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
10756,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Forest
10757,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Water
10758,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10759,Cropland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
10760,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10761,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10762,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
10763,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
10764,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Water
10765,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10766,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10767,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10768,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10769,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10770,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
10771,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
10772,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10773,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
10774,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10775,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
10776,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
10777,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10778,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Wetland
10779,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10780,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10781,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10782,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
10783,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
10784,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10785,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10786,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10787,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
10788,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
10789,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10790,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10791,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
10792,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10793,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
10794,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
10795,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
10796,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10797,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
10798,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
10799,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10800,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10801,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10802,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
10803,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10804,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
