Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRB_M_R
5201,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5202,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5203,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5204,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
5205,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5206,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5207,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5208,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5209,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5210,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5211,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
5212,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5213,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
5214,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
5215,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
5216,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
5217,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5218,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5219,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5220,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5221,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
5222,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5223,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5224,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5225,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5226,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5227,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
5228,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
5229,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5230,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5231,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
5232,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5233,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5234,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5235,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5236,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5237,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5238,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5239,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
5240,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5241,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
5242,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5243,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5244,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
5245,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5246,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
5247,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5248,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
5249,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
5250,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
5251,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
5252,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5253,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
5254,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
5255,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
5256,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
5257,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5258,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
5259,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
5260,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
5261,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
5262,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
5263,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
5264,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
5265,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5266,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
5267,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5268,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5269,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
5270,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
5271,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
5272,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5273,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
5274,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
5275,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
5276,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
5277,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5278,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5279,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5280,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
5281,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
5282,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
5283,Wetland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5284,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
5285,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5286,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
5287,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Water
5288,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
5289,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Shrubland,Water
5290,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Cropland
5291,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5292,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5293,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5294,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5295,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5296,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5297,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5298,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5299,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
5300,Wetland,NULL,Water,NULL,Water,Water,Water,Cropland
5301,Wetland,NULL,Water,Water,Water,NULL,Water,Grassland
5302,Wetland,NULL,Water,Water,Water,Water,Water,Cropland
5303,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5304,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5305,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5306,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5307,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5308,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5309,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
5310,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
5311,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5312,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5313,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5314,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5315,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5316,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5317,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5318,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5319,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5320,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5321,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5322,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5323,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5324,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5325,Wetland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
5326,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5327,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5328,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5329,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
5330,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5331,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5332,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5333,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5334,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5335,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5336,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5337,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5338,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5339,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5340,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5341,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
5342,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
5343,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
5344,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
5345,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
5346,Wetland,Wetland,NULL,Water,Non_Wetland,Forest,NULL,Forest
5347,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5348,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5349,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5350,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
5351,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
5352,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
5353,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5354,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
5355,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
5356,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
5357,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5358,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5359,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5360,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5361,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5362,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5363,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5364,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5365,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5366,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5367,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5368,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5369,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5370,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
5371,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5372,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5373,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5374,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5375,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
5376,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,NULL
5377,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5378,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
5379,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
5380,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
5381,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5382,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
5383,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
5384,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
5385,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5386,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
5387,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
5388,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
5389,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5390,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
5391,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
5392,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
5393,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5394,Wetland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
5395,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
5396,Wetland,Wetland,Water,Non_Water,Water,Forest,Water,Forest
5397,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5398,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
5399,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5400,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
5401,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
5402,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5403,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5404,Wetland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
5405,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5406,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5407,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5408,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5409,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
5410,Wetland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
5411,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5412,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5413,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5414,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5415,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5416,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
5417,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5418,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Cropland
5419,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
5420,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5421,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5422,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
5423,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
5424,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5425,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5426,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5427,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5428,Wetland,Water,NULL,Water,Non_Wetland,NULL,Grassland,Forest
5429,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Cropland
5430,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
5431,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
5432,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5433,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5434,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5435,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5436,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
5437,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5438,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5439,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
5440,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
5441,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
5442,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5443,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5444,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
5445,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
5446,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
5447,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
5448,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
5449,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
5450,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
5451,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
5452,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
5453,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
5454,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
5455,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
5456,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5457,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5458,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5459,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
5460,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
5461,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
5462,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5463,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5464,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5465,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5466,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5467,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5468,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
5469,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5470,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
5471,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5472,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5473,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
5474,Wetland,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
5475,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
5476,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5477,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
5478,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
5479,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
5480,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5481,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
5482,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5483,Wetland,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5484,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
5485,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
5486,Wetland,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
5487,Wetland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
5488,Wetland,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
5489,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
5490,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5491,Wetland,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
5492,Wetland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5493,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5494,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5495,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
5496,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5497,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
5498,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5499,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5500,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5501,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5502,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5503,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5504,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5505,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5506,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5507,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
5508,Wetland,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
5509,Wetland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5510,Wetland,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
5511,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
5512,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5513,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
5514,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5515,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
5516,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5517,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5518,Wetland,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
5519,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
5520,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
5521,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Grassland
5522,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Wetland
5523,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Water
5524,Wetland,Water,Wetland,Water,Wetland,NULL,Water,Forest
5525,Wetland,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
5526,Wetland,Water,Wetland,Water,Wetland,Grassland,Water,Water
5527,Wetland,Water,Wetland,Water,Wetland,Bareland,Water,Water
5528,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5529,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
5530,Wetland,Water,Wetland,Water,Wetland,Water,Water,Forest
5531,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Cropland
5532,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
5533,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
5534,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
