Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRU_M_R
6983,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6984,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6985,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6986,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6987,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6988,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6989,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
6990,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6991,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6992,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6993,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6994,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6995,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6996,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
6997,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6998,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6999,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7000,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7001,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
7002,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7003,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
7004,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
7005,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7006,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7007,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
7008,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
7009,Bareland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7010,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7011,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7012,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7013,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7014,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
7015,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7016,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7017,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7018,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7019,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
7020,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
7021,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7022,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7023,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7024,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7025,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7026,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7027,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7028,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7029,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7030,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7031,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7032,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7033,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7034,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7035,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7036,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
7037,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7038,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7039,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
7040,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7041,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7042,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7043,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7044,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7045,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7046,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
7047,Bareland,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Bareland
7048,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Bareland
7049,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
7050,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7051,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7052,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7053,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
7054,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7055,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
7056,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
7057,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7058,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
7059,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
7060,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
7061,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
7062,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
7063,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7064,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7065,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7066,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7067,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7068,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
7069,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
7070,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7071,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7072,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7073,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
7074,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7075,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
7076,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
7077,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7078,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7079,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7080,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7081,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7082,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
7083,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
7084,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7085,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
7086,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
7087,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
7088,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
7089,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
7090,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
7091,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
7092,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
7093,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
7094,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
7095,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
7096,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
7097,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7098,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
7099,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
7100,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7101,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7102,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7103,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7104,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
7105,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
7106,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
7107,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7108,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
7109,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7110,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
7111,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
7112,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
7113,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
7114,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7115,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
7116,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7117,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7118,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7119,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7120,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7121,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7122,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7123,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7124,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7125,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
7126,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7127,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
7128,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7129,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7130,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7131,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
7132,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
7133,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
7134,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
7135,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
7136,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
7137,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
7138,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
7139,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
7140,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7141,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
7142,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7143,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water,Water,Water
7144,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7145,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7146,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7147,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7148,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
7149,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
7150,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7151,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
7152,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
7153,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7154,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7155,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7156,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,Water,Water
7157,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
7158,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7159,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
7160,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
7161,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
7162,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Water
7163,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Bareland
7164,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
7165,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
7166,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7167,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7168,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Water
7169,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
7170,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
7171,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
7172,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
7173,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
7174,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7175,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
7176,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
7177,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
7178,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Bareland
7179,Bareland,Bareland,Wetland,Water,Wetland,NULL,Water,Water
7180,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
7181,Bareland,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
7182,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
7183,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
7184,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
7185,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
7186,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Built-up
7187,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
7188,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Forest
7189,Bareland,Bareland,Wetland,Water,Wetland,Built-up,Water,Bareland
7190,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
7191,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
7192,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
7193,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
7194,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
7195,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Water,Water
7196,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
7197,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
7198,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Water
7199,Bareland,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
7200,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7201,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7202,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
7203,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
7204,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7205,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
7206,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
7207,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7208,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
7209,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
7210,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
7211,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
7212,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7213,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
7214,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
7215,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
7216,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7217,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7218,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7219,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
7220,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
7221,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Water
7222,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
7223,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7224,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7225,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
7226,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
7227,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
7228,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
7229,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
7230,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
7231,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7232,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
7233,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water,Water
7234,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
7235,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
7236,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
7237,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7238,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
7239,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
7240,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Forest
7241,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,NULL,Water
7242,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
7243,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
7244,Bareland,Bareland,Water,Non_Water,Water,Bareland,Water,Bareland
7245,Bareland,Bareland,Water,Water,Water,NULL,Water,Water
7246,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
7247,Bareland,Bareland,Water,Water,Water,Water,Water,Water
7248,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7249,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
7250,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
7251,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Water
7252,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland,Water,Bareland
7253,Bareland,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
7254,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
7255,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
7256,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7257,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
7258,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
7259,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7260,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7261,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7262,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
7263,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
7264,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
7265,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7266,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7267,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7268,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7269,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7270,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
7271,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
7272,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7273,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7274,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7275,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
7276,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
7277,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
7278,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7279,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
7280,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7281,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
7282,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
7283,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
7284,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7285,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
7286,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7287,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
7288,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7289,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
7290,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
7291,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
7292,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
7293,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
7294,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7295,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7296,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
7297,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
7298,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
7299,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
