Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXQ_M_R
347,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
348,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
349,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
351,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
354,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
355,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
356,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
358,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
359,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
360,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
361,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
362,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
363,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
365,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
366,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
367,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
368,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
369,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
370,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
371,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
374,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
375,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
376,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
377,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
378,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
379,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
380,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
381,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
382,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
383,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
384,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
386,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
387,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
389,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
390,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
391,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
392,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
393,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
394,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
395,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
396,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
397,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
398,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
399,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
400,Cropland,Water,Water,Water,Water,NULL,NULL,Water
401,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
402,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
403,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
404,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
405,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
407,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
409,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
410,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
411,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
413,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
414,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
418,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
419,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
420,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
421,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
422,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
423,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
424,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
425,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
426,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Cropland,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
428,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
429,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
430,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
431,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
432,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
433,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
434,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
436,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
437,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
438,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
439,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
440,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
441,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
442,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
443,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
447,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
448,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
449,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
450,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
451,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
452,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
453,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
455,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
457,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
458,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
459,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
460,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
461,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
462,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
463,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
464,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
465,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
466,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
467,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
468,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
469,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
470,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
471,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
472,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
473,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
474,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
475,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
476,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
477,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
478,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
479,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
480,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
481,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
482,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
483,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
484,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
485,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
486,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
487,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
488,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
489,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
490,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
491,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
492,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
493,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
494,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
495,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
496,Wetland,Water,Water,Water,Water,NULL,NULL,Water
497,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
498,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
499,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
500,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
502,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
503,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
505,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
506,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
507,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
508,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
509,Wetland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Wetland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
511,Wetland,Forest,Water,Water,Water,NULL,NULL,Grassland
512,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
513,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
514,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
516,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
518,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
519,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
521,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
522,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
523,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
524,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
525,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
526,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
527,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
528,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
529,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
530,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
531,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
532,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
533,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
534,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
535,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
536,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
537,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
538,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
539,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
540,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
541,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
542,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
543,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
544,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
545,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
546,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
548,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
549,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
550,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
551,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
552,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
553,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
554,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
555,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
556,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
557,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
558,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
559,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
560,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
561,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
562,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
563,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
564,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
565,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
566,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
567,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
568,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
569,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
570,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
571,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
572,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
574,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
575,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
576,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
577,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
578,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
579,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
580,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
581,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
582,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
583,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
584,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
585,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
586,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
589,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
590,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
591,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
592,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
593,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
594,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
595,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
596,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
597,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
598,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
599,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
601,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
602,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
603,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
604,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
606,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
607,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
609,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
610,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
611,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
612,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
613,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
614,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
615,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
616,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
617,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
619,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
620,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
621,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
622,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
623,Bareland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
625,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
626,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
627,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
628,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
629,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
630,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
631,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
632,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
633,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
634,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
635,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
636,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
637,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
638,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
639,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
640,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
641,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
642,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
644,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
645,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
646,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
649,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
653,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
654,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
656,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
657,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
658,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
659,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
660,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
661,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
662,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
663,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
664,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
665,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
666,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
667,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
668,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
669,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
670,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
671,Bareland,Water,Water,Water,Water,NULL,NULL,Water
672,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
673,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
675,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
676,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
677,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
678,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
679,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
680,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
681,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
682,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
683,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
684,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
685,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
686,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
687,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
688,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
690,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
691,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
693,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
694,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
695,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
696,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
697,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
698,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
699,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
700,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
701,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
702,Bareland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
