Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZV_M_R
5419,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5420,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5421,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5422,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5423,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5424,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5425,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5426,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5427,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5428,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5429,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5430,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5431,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5432,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5433,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5434,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5435,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5436,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5437,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5438,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5439,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5440,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5441,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5442,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5443,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5444,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5445,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5446,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5447,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5448,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5449,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5450,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5451,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5452,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5453,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5454,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5455,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5456,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5457,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5458,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5459,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5460,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5461,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5462,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5463,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5464,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5465,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5466,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5467,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5468,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5469,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
5470,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5471,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
5472,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5473,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
5474,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
5475,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
5476,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5477,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5478,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5479,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5480,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
5481,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5482,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
5483,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5484,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
5485,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5486,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
5487,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5488,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5489,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
5490,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5491,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5492,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5493,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
5494,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
5495,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,NULL
5496,Wetland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
5497,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5498,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5499,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
5500,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
5501,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Water
5502,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
5503,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
5504,Wetland,NULL,Water,NULL,Water,Water,Water,Water
5505,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Water
5506,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
5507,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
5508,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
5509,Wetland,NULL,Water,Water,Water,Water,Water,Water
5510,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5511,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
5512,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5513,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5514,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5515,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5516,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
5517,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5518,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5519,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
5520,Wetland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
5521,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
5522,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5523,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5524,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
5525,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
5526,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
5527,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
5528,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
5529,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
5530,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5531,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
5532,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
5533,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
5534,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5535,Wetland,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
5536,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
5537,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
5538,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
5539,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
5540,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5541,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
5542,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
5543,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
5544,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Cropland
5545,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
5546,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
5547,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
5548,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5549,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
5550,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
5551,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
5552,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
5553,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
5554,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
5555,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
5556,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
5557,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
5558,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
5559,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
5560,Wetland,Wetland,Water,Water,Water,Water,Water,Water
5561,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5562,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5563,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
5564,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5565,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5566,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5567,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5568,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
5569,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
5570,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
5571,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5572,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
5573,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
5574,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Grassland,Forest
5575,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
5576,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5577,Wetland,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
5578,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
5579,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5580,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5581,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5582,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5583,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
5584,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5585,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5586,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
5587,Wetland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
5588,Wetland,Water,Water,NULL,Water,Wetland,Water,Water
5589,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
5590,Wetland,Water,Water,NULL,Water,Water,Water,Water
5591,Wetland,Water,Water,Non_Water,Water,Wetland,Water,Water
5592,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
5593,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
5594,Wetland,Water,Water,Water,Water,Wetland,Water,Water
5595,Wetland,Water,Water,Water,Water,Wetland,Water,Forest
5596,Wetland,Water,Water,Water,Water,Water,Water,Wetland
5597,Wetland,Water,Water,Water,Water,Water,Water,Water
5598,Wetland,Water,Water,Water,Water,Water,Water,Forest
5599,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5600,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
5601,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Water
5602,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
5603,Wetland,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
5604,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
5605,Wetland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
5606,Wetland,Water,Forest,Water,Non_Wetland,Water,Water,Water
5607,Wetland,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
5608,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Water
5609,Wetland,Forest,Water,NULL,Water,Wetland,Water,Forest
5610,Wetland,Forest,Water,NULL,Water,Water,Water,Water
5611,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
5612,Wetland,Forest,Water,Water,Water,Water,Water,Water
5613,Wetland,Forest,Water,Water,Water,Forest,Water,Forest
5614,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
5615,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5616,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
5617,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
5618,Wetland,Forest,Forest,Water,Non_Wetland,Water,Water,Wetland
5619,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5620,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5621,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5622,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5623,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5624,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5625,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5626,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5627,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5628,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5629,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5630,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5631,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5632,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
5633,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
5634,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
5635,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5636,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
5637,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5638,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5639,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5640,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5641,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5642,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
5645,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5646,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5647,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5648,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5649,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5650,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5651,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5652,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
5655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5657,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5658,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
5659,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
5660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
5661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
5663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
5664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
5665,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
5666,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
5667,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
5668,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5669,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5670,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5671,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5672,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5673,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5674,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5675,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5676,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5677,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5678,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5679,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
5680,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5681,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5682,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5683,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5684,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5685,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5686,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5687,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5688,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5689,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5690,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5691,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5692,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
5693,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5694,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
5695,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5696,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5697,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5698,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5699,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
5700,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5701,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5702,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5703,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5704,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5705,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5706,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5707,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5708,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5709,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5710,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
5711,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
5712,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
5713,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
5714,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
5715,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
5716,Bareland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
5717,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5718,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5719,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
5720,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5721,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5722,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
5723,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
5724,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
5725,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5726,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
5727,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5728,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
5729,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
5730,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5731,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
5732,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
5733,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5734,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5735,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5736,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5737,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5738,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5739,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5740,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
5741,Bareland,NULL,Water,NULL,Water,Bareland,NULL,Water
5742,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
5743,Bareland,NULL,Water,NULL,Water,Bareland,Water,Bareland
5744,Bareland,NULL,Water,NULL,Water,Bareland,Water,Water
5745,Bareland,NULL,Water,NULL,Water,Water,NULL,Water
5746,Bareland,NULL,Water,NULL,Water,Water,Bareland,Bareland
5747,Bareland,NULL,Water,NULL,Water,Water,Bareland,Water
5748,Bareland,NULL,Water,NULL,Water,Water,Water,Bareland
5749,Bareland,NULL,Water,NULL,Water,Water,Water,Water
5750,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5751,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5752,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5753,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5754,Bareland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5755,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5756,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5757,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
