Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQT_M_R
5006,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
5007,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5008,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5009,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5010,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5011,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
5012,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5013,NULL,Water,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
5014,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
5015,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Water
5016,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
5017,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
5018,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
5019,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
5020,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
5021,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5022,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5023,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5024,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
5025,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5026,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5027,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
5028,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5029,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
5030,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5031,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5032,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5033,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
5034,NULL,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Built-up
5035,NULL,Water,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
5036,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
5037,NULL,Water,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5038,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
5039,NULL,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5040,NULL,Water,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
5041,NULL,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
5042,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5043,NULL,Water,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
5044,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
5045,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
5046,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5047,NULL,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
5048,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5049,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
5050,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5051,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Built-up
5052,NULL,Water,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
5053,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
5054,NULL,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5055,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5056,NULL,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
5057,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
5058,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Bareland
5059,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
5060,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5061,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5062,NULL,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
5063,NULL,Water,Wetland,Non_Water,Wetland,Forest,Built-up,Water
5064,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
5065,NULL,Water,Wetland,Water,Wetland,Grassland,Built-up,Water
5066,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Built-up
5067,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
5068,NULL,Water,Wetland,Water,Wetland,Bareland,Built-up,Built-up
5069,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5070,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5071,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
5072,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5073,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5074,NULL,Water,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
5075,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
5076,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5077,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Built-up,Forest
5078,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
5079,NULL,Water,Bareland,Water,Non_Wetland,Built-up,Water,Bareland
5080,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Water
5081,NULL,Water,Built-up,NULL,Non_Wetland,Shrubland,Wetland,Forest
5082,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5083,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5084,NULL,Water,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5085,NULL,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
5086,NULL,Water,Built-up,Water,Non_Wetland,Water,Built-up,Bareland
5087,NULL,Water,Water,NULL,Water,Wetland,Water,Grassland
5088,NULL,Water,Water,NULL,Water,Bareland,Water,Grassland
5089,NULL,Water,Water,Non_Water,Water,Grassland,Water,Wetland
5090,NULL,Water,Water,Water,Water,Wetland,Built-up,Wetland
5091,NULL,Water,Water,Water,Water,Bareland,Water,Water
5092,NULL,Water,Water,Water,Water,Forest,Water,Forest
5093,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5094,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
5095,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5096,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Built-up
5097,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5098,NULL,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5099,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5100,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5101,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5102,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
5103,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5104,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
5105,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5106,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5107,NULL,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
5108,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
5109,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5110,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5111,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5112,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5113,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
5114,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
5115,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5116,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5117,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
5118,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5119,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5120,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
5121,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
5122,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5123,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
5124,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
5125,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
5126,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
5127,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
5128,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5129,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
5130,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5131,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
5132,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
5133,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
5134,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
5135,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
5136,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5137,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
5138,NULL,Permanent_ice_and_snow,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5139,NULL,Permanent_ice_and_snow,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5140,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5141,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5142,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5143,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5144,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
5145,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
5146,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
5147,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
5148,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
5149,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5150,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5151,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
5152,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
5153,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5154,NULL,Permanent_ice_and_snow,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
5155,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
5156,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
5157,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5158,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5159,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
5160,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5161,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5162,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5163,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5164,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5165,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
5166,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5167,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Forest,Bareland
5168,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
5169,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
5170,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
5171,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
5172,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
5173,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
5174,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5175,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5176,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5177,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5178,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
5179,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Forest,NULL,Bareland
5180,NULL,Permanent_ice_and_snow,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5181,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5182,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5183,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5184,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
5185,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5186,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
5187,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5188,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5189,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5190,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
5191,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5192,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
5193,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5194,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5195,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5196,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
5197,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5198,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
5199,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5200,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
5201,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5202,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
5203,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5204,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5205,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5206,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5207,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5208,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5209,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5210,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5211,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5212,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
5213,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
5214,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5215,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5216,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5217,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Wetland,Water,Bareland
5218,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5219,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5220,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5221,NULL,Permanent_ice_and_snow,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
5222,NULL,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
5223,NULL,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5224,NULL,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
5225,NULL,Permanent_ice_and_snow,Cropland,Water,Non_Wetland,Bareland,Water,Water
5226,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
5227,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
5228,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
5229,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Shrubland,Bareland,Bareland
5230,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
5231,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,NULL,Grassland
5232,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
5233,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
5234,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Water,Grassland
5235,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Grassland,Water,Bareland
5236,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Wetland,NULL,Bareland
5237,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,NULL,Grassland
5238,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5239,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,Water,Grassland
5240,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,Water,Bareland
5241,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Bareland,Forest,Forest
5242,NULL,Permanent_ice_and_snow,Wetland,NULL,Wetland,Forest,NULL,Forest
5243,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland,Bareland,Bareland
5244,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
5245,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland,Bareland,Bareland
5246,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5247,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5248,NULL,Permanent_ice_and_snow,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
5249,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Grassland,Water,Grassland
5250,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Wetland,Bareland,Bareland
5251,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5252,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland,Bareland,Water
5253,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland,Water,Wetland
5254,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland,Water,Bareland
5255,NULL,Permanent_ice_and_snow,Wetland,Water,Wetland,Bareland,Water,Water
5256,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
5257,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5258,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5259,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
5260,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5261,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
5262,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
5263,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5264,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
5265,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
5266,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
5267,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland,NULL,NULL
5268,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
5269,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland,Bareland,Wetland
5270,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
5271,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
5272,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,NULL,Wetland
5273,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
5274,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
5275,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
5276,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5277,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
5278,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5279,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
5280,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
5281,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
5282,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
5283,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Water,Water
5284,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
5285,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest,Bareland,Bareland
5286,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest,Bareland,Water
5287,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5288,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5289,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
5290,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5291,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5292,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5293,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5294,NULL,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
5295,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Grassland,Bareland,Wetland
5296,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
5297,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
5298,NULL,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
