Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKL_M_R
690,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
691,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
692,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
693,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
694,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
695,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
696,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
697,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
698,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
699,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
700,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
701,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
702,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
703,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
704,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
705,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
706,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
707,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
708,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
709,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
710,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
711,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
712,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
713,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
714,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
715,Grassland,Water,Water,Water,Water,NULL,NULL,Water
716,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
717,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
718,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
719,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
720,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
721,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
722,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
723,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
724,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
725,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
726,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
727,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
728,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
729,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
730,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
731,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
732,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
733,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
734,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
735,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
736,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
737,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
738,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
739,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
741,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
742,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
743,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
745,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
746,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
747,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
748,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
749,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
750,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
751,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
752,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
753,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
754,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
755,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
756,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
757,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
758,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
759,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
760,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
761,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
762,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
763,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
764,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
765,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
766,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
767,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
768,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
769,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
770,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
771,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
773,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
774,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
775,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
776,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
777,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
778,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
779,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
780,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
781,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
782,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
783,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
784,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
785,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
786,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
787,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
788,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
789,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
790,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
791,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
792,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
793,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
794,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
795,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
796,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
797,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
798,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
799,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
801,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
802,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
804,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
806,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
807,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
809,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
810,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
811,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
812,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
816,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
817,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
819,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
820,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
821,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
822,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
823,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
825,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
826,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
827,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
828,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
829,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
830,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
831,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
832,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
833,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
834,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
835,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
836,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
839,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
841,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
843,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
844,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
845,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
846,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
847,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
848,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
849,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
850,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
851,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
852,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
853,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
854,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
855,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
856,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
857,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
858,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
862,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
863,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
864,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
865,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
866,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
867,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
869,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
870,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
871,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
872,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
873,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
874,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
875,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
876,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
877,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
878,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
879,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
880,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
881,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
882,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
883,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
884,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
885,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
886,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
888,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
891,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
892,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
894,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
896,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
897,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
898,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
901,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
904,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
905,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
906,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
907,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
908,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
910,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
911,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
912,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
915,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
916,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
917,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
918,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
919,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
920,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
921,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
922,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
923,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
925,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
926,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
927,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
928,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
929,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
930,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
931,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
932,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
933,Cropland,Water,Water,Water,Water,NULL,NULL,Water
934,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
935,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
936,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
938,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
940,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
941,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
942,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
943,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
945,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
946,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
947,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
948,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
949,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
950,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
951,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
952,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
953,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
954,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
955,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
956,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
957,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
958,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
959,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
960,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
962,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
964,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
965,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
966,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
967,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
968,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
970,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
971,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
972,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
974,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
975,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
977,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
978,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
979,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
980,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
981,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
982,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
983,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
984,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
985,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
986,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
987,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
988,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
989,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
990,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
991,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
992,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
993,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
994,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
995,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
996,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
997,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
999,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1000,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1001,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1002,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1003,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1004,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1005,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1006,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1007,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1008,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1009,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1010,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1011,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1012,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1013,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1014,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1015,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1016,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1017,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1018,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1019,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1020,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1021,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1022,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1023,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1024,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1025,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1026,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1028,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1031,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1033,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1034,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1035,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1036,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1038,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
