Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPC_M_R
3836,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3837,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3838,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3839,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3840,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3841,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3842,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3843,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3844,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3845,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3846,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3847,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3848,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3849,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3850,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3851,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3852,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3853,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3854,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3855,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3856,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3857,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3858,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3859,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3860,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3861,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3862,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3863,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3864,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3865,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3866,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3867,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3868,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3869,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3870,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3871,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3872,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3873,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3874,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3875,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3876,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3877,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3878,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3879,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3880,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3881,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3882,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3883,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3884,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3885,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3886,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3887,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3888,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3889,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3890,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
3891,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3892,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3893,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3894,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3895,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3896,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3897,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3898,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3899,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
3900,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3901,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3902,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3903,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3904,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3905,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3906,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3907,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3908,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3909,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3910,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3911,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3912,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3913,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3914,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3915,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3916,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3917,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3918,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3919,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3920,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3921,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3922,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3923,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3924,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3925,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3926,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3927,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3928,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3929,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3930,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3931,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3932,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3933,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3934,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3935,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3936,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3937,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
3938,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3939,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3940,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3941,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3942,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3943,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3944,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3945,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3946,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3947,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3948,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3949,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3950,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3951,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3952,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3953,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3954,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
3955,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3956,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
3957,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3958,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3959,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3960,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3961,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3962,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3963,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3964,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3965,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3966,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3967,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3968,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3969,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3970,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3971,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
3972,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3973,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3974,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3975,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3976,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3977,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3978,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3979,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3980,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3981,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3982,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3983,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3984,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3985,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3986,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3987,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3988,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3989,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3990,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3991,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3992,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3993,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3994,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3995,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3996,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3997,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3998,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3999,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
4000,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4001,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4002,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4003,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4004,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4005,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4006,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4007,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4008,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4009,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4010,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4011,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4012,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4013,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4014,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
4015,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4016,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4017,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4018,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4019,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4020,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4021,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
4022,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4023,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4024,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4025,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4026,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4027,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4028,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4029,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4030,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4031,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4032,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4033,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4034,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4035,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4036,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4037,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4038,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4039,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4040,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4041,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
4042,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4043,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4044,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4045,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4046,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4047,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4048,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4049,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4050,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4051,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
4052,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
4053,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4054,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4055,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4056,NULL,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4057,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
4058,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,NULL
4059,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,NULL
4060,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
4061,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4062,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
4063,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
4064,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4065,NULL,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
4066,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Water
4067,NULL,Forest,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4068,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4069,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
4070,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4071,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4072,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4073,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4074,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4075,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4076,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4077,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4078,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4079,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4080,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4081,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4082,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4083,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4084,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
4085,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4086,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4087,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4088,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
4089,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4090,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4091,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4092,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4093,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4094,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4095,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4096,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
4097,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4098,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4099,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4100,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4101,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4102,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
4103,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
4104,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
4105,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
4106,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4107,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4108,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
4109,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4110,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4111,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4112,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4113,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4114,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4115,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4116,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4117,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4118,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4119,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4120,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4121,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4122,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4123,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4124,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4125,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
4126,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4127,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4128,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4129,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4130,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4131,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4132,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4133,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4134,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4135,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4136,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4137,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4138,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4139,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4140,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4141,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4142,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
4143,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4144,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
4145,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4146,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4147,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4148,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4149,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4150,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4151,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4152,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4153,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4154,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4155,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
