Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MUU_M_R
8522,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8523,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
8524,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
8525,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8526,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
8527,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8528,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
8529,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
8530,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8531,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8532,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8533,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
8534,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
8535,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
8536,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
8537,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
8538,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8539,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
8540,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
8541,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8542,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
8543,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8544,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
8545,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
8546,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
8547,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
8548,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
8549,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
8550,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
8551,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
8552,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
8553,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8554,Wetland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8555,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,NULL
8556,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
8557,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Shrubland,Wetland
8558,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
8559,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
8560,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Water
8561,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
8562,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
8563,Wetland,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Water
8564,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8565,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8566,Wetland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8567,Wetland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
8568,Wetland,Built-up,Wetland,Water,Wetland,Water,Water,Water
8569,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8570,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
8571,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
8572,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8573,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
8574,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8575,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8576,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
8577,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
8578,Wetland,Water,NULL,NULL,Non_Wetland,NULL,Water,Wetland
8579,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
8580,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
8581,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8582,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8583,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8584,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8585,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8586,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8587,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8588,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
8589,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
8590,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
8591,Wetland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
8592,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8593,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
8594,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8595,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8596,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8597,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
8598,Wetland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8599,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
8600,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
8601,Wetland,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
8602,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
8603,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
8604,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
8605,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Water
8606,Wetland,Water,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
8607,Wetland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
8608,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
8609,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
8610,Wetland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
8611,Wetland,Water,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8612,Wetland,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8613,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8614,Wetland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
8615,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
8616,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8617,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8618,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8619,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
8620,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
8621,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8622,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8623,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8624,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8625,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8626,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8627,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8628,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
8629,Wetland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8630,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8631,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8632,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8633,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8634,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8635,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
8636,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
8637,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
8638,Wetland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
8639,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
8640,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
8641,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8642,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8643,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
8644,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,NULL
8645,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
8646,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
8647,Wetland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
8648,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
8649,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
8650,Wetland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
8651,Wetland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
8652,Wetland,Water,NULL,Water,Non_Wetland,NULL,Shrubland,Water
8653,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
8654,Wetland,Water,NULL,Water,Non_Wetland,NULL,Water,Water
8655,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
8656,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8657,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8658,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
8659,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
8660,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
8661,Wetland,Water,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
8662,Wetland,Water,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
8663,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
8664,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
8665,Wetland,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
8666,Wetland,Water,NULL,Water,Non_Wetland,Water,NULL,Wetland
8667,Wetland,Water,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
8668,Wetland,Water,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
8669,Wetland,Water,NULL,Water,Non_Wetland,Water,Shrubland,Water
8670,Wetland,Water,NULL,Water,Non_Wetland,Water,Grassland,Grassland
8671,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
8672,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
8673,Wetland,Water,NULL,Water,Non_Wetland,Water,Water,Water
8674,Wetland,Water,NULL,Water,Non_Wetland,Forest,NULL,Grassland
8675,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
8676,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8677,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8678,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
8679,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8680,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8681,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8682,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8683,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8684,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
8685,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
8686,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
8687,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
8688,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8689,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8690,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
8691,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8692,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8693,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8694,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8695,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8696,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8697,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8698,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8699,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
8700,Wetland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
8701,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8702,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8703,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8704,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8705,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8706,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8707,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8708,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
8709,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8710,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8711,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
8712,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8713,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8714,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
8715,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
8716,Wetland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
8717,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8718,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8719,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8720,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8721,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8722,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
8723,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8724,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8725,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
8726,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
8727,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
8728,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8729,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8730,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8731,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8732,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8733,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8734,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8735,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8736,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8737,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8738,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8739,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
8740,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8741,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
8742,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8743,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8744,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8745,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
8746,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8747,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
8748,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
8749,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
8750,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8751,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
8752,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
8753,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8754,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
8755,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
8756,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
8757,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
8758,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
8759,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
8760,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
8761,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
8762,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
8763,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
8764,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
8765,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
8766,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
8767,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
8768,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
8769,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
8770,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
8771,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
8772,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
8773,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
8774,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
8775,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8776,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
8777,Wetland,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
8778,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
8779,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
8780,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8781,Wetland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
8782,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
8783,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
8784,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
8785,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
8786,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
8787,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
8788,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
8789,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
8790,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
8791,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8792,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8793,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8794,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
8795,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8796,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8797,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8798,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8799,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8800,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8801,Wetland,Water,Grassland,NULL,Non_Wetland,Shrubland,Water,Grassland
8802,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8803,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8804,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8805,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
8806,Wetland,Water,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
8807,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,NULL
8808,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
8809,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
8810,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
8811,Wetland,Water,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
8812,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8813,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8814,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8815,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,NULL
8816,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8817,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,NULL
8818,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
8819,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Cropland
8820,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,NULL
8821,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8822,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
8823,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8824,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8825,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8826,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8827,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
8828,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,NULL
8829,Wetland,Water,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
8830,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
8831,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8832,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8833,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8834,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8835,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8836,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8837,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
8838,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,NULL
8839,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Grassland
8840,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Cropland
8841,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,NULL
8842,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
8843,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
