Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
8371,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
8372,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
8373,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
8374,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
8375,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
8376,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
8377,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
8378,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
8379,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
8380,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
8381,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8382,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
8383,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
8384,Water,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
8385,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
8386,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
8387,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
8388,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8389,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
8390,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
8391,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8392,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
8393,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
8394,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
8395,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
8396,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
8397,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
8398,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
8399,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
8400,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
8401,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
8402,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
8403,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
8404,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
8405,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8406,Water,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
8407,Water,Water,Wetland,Water,Wetland,Shrubland,Water,Water
8408,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,NULL
8409,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
8410,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
8411,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
8412,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
8413,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
8414,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Water
8415,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
8416,Water,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
8417,Water,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
8418,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
8419,Water,Water,Wetland,Water,Wetland,Water,NULL,Water
8420,Water,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
8421,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
8422,Water,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
8423,Water,Water,Wetland,Water,Wetland,Water,Bareland,Wetland
8424,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
8425,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
8426,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
8427,Water,Water,Wetland,Water,Wetland,Water,Water,Water
8428,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
8429,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
8430,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
8431,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
8432,Water,Water,Wetland,Water,Wetland,Forest,Forest,Water
8433,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8434,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
8435,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
8436,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
8437,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
8438,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
8439,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8440,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
8441,Water,Water,Bareland,NULL,Non_Wetland,Water,NULL,Forest
8442,Water,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
8443,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
8444,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
8445,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
8446,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
8447,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
8448,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
8449,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
8450,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
8451,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
8452,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
8453,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
8454,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8455,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
8456,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
8457,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
8458,Water,Water,Bareland,Water,Non_Wetland,Water,Water,NULL
8459,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
8460,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
8461,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
8462,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
8463,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
8464,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
8465,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
8466,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
8467,Water,Water,Built-up,NULL,Non_Wetland,Shrubland,Water,Forest
8468,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
8469,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Water
8470,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
8471,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
8472,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
8473,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8474,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8475,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
8476,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8477,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8478,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
8479,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
8480,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
8481,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
8482,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,NULL
8483,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
8484,Water,Water,Built-up,NULL,Non_Wetland,Water,Shrubland,Forest
8485,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
8486,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
8487,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
8488,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Bareland
8489,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
8490,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
8491,Water,Water,Built-up,NULL,Non_Wetland,Forest,Water,Water
8492,Water,Water,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Water
8493,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
8494,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
8495,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Shrubland,Water
8496,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
8497,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
8498,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
8499,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Forest,Water
8500,Water,Water,Built-up,Water,Non_Wetland,Shrubland,Water,Forest
8501,Water,Water,Built-up,Water,Non_Wetland,Built-up,Shrubland,Water
8502,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
8503,Water,Water,Water,NULL,Water,NULL,Water,Water
8504,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Water
8505,Water,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
8506,Water,Water,Water,NULL,Water,Shrubland,Wetland,Water
8507,Water,Water,Water,NULL,Water,Shrubland,Water,Grassland
8508,Water,Water,Water,NULL,Water,Shrubland,Water,Water
8509,Water,Water,Water,NULL,Water,Shrubland,Water,Forest
8510,Water,Water,Water,NULL,Water,Grassland,NULL,Water
8511,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
8512,Water,Water,Water,NULL,Water,Wetland,Shrubland,Wetland
8513,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
8514,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
8515,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
8516,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
8517,Water,Water,Water,NULL,Water,Wetland,Water,NULL
8518,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
8519,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
8520,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
8521,Water,Water,Water,NULL,Water,Wetland,Water,Water
8522,Water,Water,Water,NULL,Water,Wetland,Water,Forest
8523,Water,Water,Water,NULL,Water,Bareland,NULL,Forest
8524,Water,Water,Water,NULL,Water,Bareland,Shrubland,Water
8525,Water,Water,Water,NULL,Water,Bareland,Shrubland,Forest
8526,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
8527,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
8528,Water,Water,Water,NULL,Water,Bareland,Built-up,Water
8529,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
8530,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
8531,Water,Water,Water,NULL,Water,Bareland,Water,Water
8532,Water,Water,Water,NULL,Water,Bareland,Water,Forest
8533,Water,Water,Water,NULL,Water,Built-up,Shrubland,Water
8534,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
8535,Water,Water,Water,NULL,Water,Built-up,Water,Water
8536,Water,Water,Water,NULL,Water,Water,NULL,NULL
8537,Water,Water,Water,NULL,Water,Water,NULL,Grassland
8538,Water,Water,Water,NULL,Water,Water,NULL,Water
8539,Water,Water,Water,NULL,Water,Water,NULL,Forest
8540,Water,Water,Water,NULL,Water,Water,Shrubland,Water
8541,Water,Water,Water,NULL,Water,Water,Shrubland,Forest
8542,Water,Water,Water,NULL,Water,Water,Grassland,Forest
8543,Water,Water,Water,NULL,Water,Water,Wetland,NULL
8544,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
8545,Water,Water,Water,NULL,Water,Water,Wetland,Water
8546,Water,Water,Water,NULL,Water,Water,Wetland,Forest
8547,Water,Water,Water,NULL,Water,Water,Bareland,Water
8548,Water,Water,Water,NULL,Water,Water,Built-up,Water
8549,Water,Water,Water,NULL,Water,Water,Water,NULL
8550,Water,Water,Water,NULL,Water,Water,Water,Grassland
8551,Water,Water,Water,NULL,Water,Water,Water,Wetland
8552,Water,Water,Water,NULL,Water,Water,Water,Bareland
8553,Water,Water,Water,NULL,Water,Water,Water,Water
8554,Water,Water,Water,NULL,Water,Water,Water,Forest
8555,Water,Water,Water,NULL,Water,Water,Forest,Wetland
8556,Water,Water,Water,NULL,Water,Water,Forest,Water
8557,Water,Water,Water,NULL,Water,Water,Forest,Forest
8558,Water,Water,Water,NULL,Water,Forest,NULL,Forest
8559,Water,Water,Water,NULL,Water,Forest,Water,Water
8560,Water,Water,Water,NULL,Water,Forest,Water,Forest
8561,Water,Water,Water,NULL,Water,Forest,Forest,Water
8562,Water,Water,Water,NULL,Water,Forest,Forest,Forest
8563,Water,Water,Water,Non_Water,Water,Shrubland,Water,Water
8564,Water,Water,Water,Non_Water,Water,Wetland,Water,NULL
8565,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
8566,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
8567,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
8568,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
8569,Water,Water,Water,Non_Water,Water,Water,NULL,Water
8570,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
8571,Water,Water,Water,Non_Water,Water,Water,Shrubland,Water
8572,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
8573,Water,Water,Water,Non_Water,Water,Water,Wetland,NULL
8574,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
8575,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
8576,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
8577,Water,Water,Water,Non_Water,Water,Water,Water,NULL
8578,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
8579,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
8580,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
8581,Water,Water,Water,Non_Water,Water,Water,Water,Water
8582,Water,Water,Water,Non_Water,Water,Water,Water,Forest
8583,Water,Water,Water,Non_Water,Water,Water,Forest,Water
8584,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
8585,Water,Water,Water,Non_Water,Water,Forest,NULL,Water
8586,Water,Water,Water,Non_Water,Water,Forest,Shrubland,Forest
8587,Water,Water,Water,Non_Water,Water,Forest,Water,Water
8588,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
8589,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
8590,Water,Water,Water,Water,Water,NULL,Water,Grassland
8591,Water,Water,Water,Water,Water,NULL,Water,Water
8592,Water,Water,Water,Water,Water,Shrubland,Water,Water
8593,Water,Water,Water,Water,Water,Wetland,Shrubland,Grassland
8594,Water,Water,Water,Water,Water,Wetland,Water,NULL
8595,Water,Water,Water,Water,Water,Wetland,Water,Grassland
8596,Water,Water,Water,Water,Water,Wetland,Water,Wetland
8597,Water,Water,Water,Water,Water,Wetland,Water,Water
8598,Water,Water,Water,Water,Water,Wetland,Water,Forest
8599,Water,Water,Water,Water,Water,Bareland,Shrubland,Water
8600,Water,Water,Water,Water,Water,Bareland,Wetland,Water
8601,Water,Water,Water,Water,Water,Bareland,Water,Grassland
8602,Water,Water,Water,Water,Water,Bareland,Water,Wetland
8603,Water,Water,Water,Water,Water,Bareland,Water,Water
8604,Water,Water,Water,Water,Water,Bareland,Water,Forest
8605,Water,Water,Water,Water,Water,Built-up,Shrubland,Water
8606,Water,Water,Water,Water,Water,Built-up,Built-up,Water
8607,Water,Water,Water,Water,Water,Built-up,Water,Water
8608,Water,Water,Water,Water,Water,Water,NULL,Grassland
8609,Water,Water,Water,Water,Water,Water,NULL,Wetland
8610,Water,Water,Water,Water,Water,Water,NULL,Water
8611,Water,Water,Water,Water,Water,Water,Shrubland,Water
8612,Water,Water,Water,Water,Water,Water,Grassland,Water
8613,Water,Water,Water,Water,Water,Water,Wetland,Water
8614,Water,Water,Water,Water,Water,Water,Wetland,Forest
8615,Water,Water,Water,Water,Water,Water,Bareland,Water
8616,Water,Water,Water,Water,Water,Water,Built-up,Wetland
8617,Water,Water,Water,Water,Water,Water,Built-up,Water
8618,Water,Water,Water,Water,Water,Water,Water,NULL
8619,Water,Water,Water,Water,Water,Water,Water,Grassland
8620,Water,Water,Water,Water,Water,Water,Water,Wetland
8621,Water,Water,Water,Water,Water,Water,Water,Bareland
8622,Water,Water,Water,Water,Water,Water,Water,Water
8623,Water,Water,Water,Water,Water,Water,Water,Forest
8624,Water,Water,Water,Water,Water,Water,Forest,Water
8625,Water,Water,Water,Water,Water,Water,Forest,Forest
8626,Water,Water,Water,Water,Water,Forest,Wetland,Forest
8627,Water,Water,Water,Water,Water,Forest,Water,Water
8628,Water,Water,Water,Water,Water,Forest,Water,Forest
8629,Water,Water,Water,Water,Water,Forest,Forest,Water
8630,Water,Water,Water,Water,Water,Forest,Forest,Forest
8631,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
8632,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8633,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
8634,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8635,Water,Water,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
8636,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
8637,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
8638,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
8639,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
8640,Water,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
8641,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8642,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
8643,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8644,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8645,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
8646,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
8647,Water,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
8648,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8649,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
8650,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8651,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
8652,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
8653,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
8654,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
8655,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
8656,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
8657,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
8658,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
8659,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
8660,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
8661,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
8662,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
8663,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
8664,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
8665,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
8666,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
8667,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8668,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8669,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
8670,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8671,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
8672,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
8673,Water,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
8674,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
8675,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
8676,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8677,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8678,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
8679,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
8680,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
8681,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
8682,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
8683,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
8684,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
8685,Water,Water,Forest,NULL,Non_Wetland,Built-up,Wetland,Water
8686,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
8687,Water,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Water
8688,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
8689,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
8690,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
8691,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Wetland
8692,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
8693,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
8694,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
8695,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
8696,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
8697,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
8698,Water,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
8699,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
8700,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
8701,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
8702,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
8703,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
8704,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
8705,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
8706,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
8707,Water,Water,Forest,NULL,Non_Wetland,Water,Built-up,Water
8708,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
8709,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
8710,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
8711,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
8712,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
8713,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
8714,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
8715,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
8716,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
8717,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
8718,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
8719,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
8720,Water,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8721,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8722,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
8723,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
8724,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
8725,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
8726,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8727,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8728,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
8729,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
8730,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
8731,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8732,Water,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
8733,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8734,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
8735,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
8736,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
8737,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
8738,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
8739,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
8740,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
8741,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
8742,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
8743,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
8744,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
8745,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
8746,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
8747,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
8748,Water,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
8749,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
8750,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
8751,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
8752,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
8753,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
8754,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
8755,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
8756,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
8757,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
8758,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
8759,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
