Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFS_M_R
331,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
332,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
333,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
334,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
335,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
336,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
337,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
338,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
339,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
340,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
341,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
342,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
343,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
345,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
346,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
347,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
348,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
349,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
350,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
351,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
352,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
353,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
354,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
355,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
356,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
357,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
358,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
359,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
360,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
361,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
362,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
363,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
364,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
365,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
366,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
367,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
368,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
369,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
370,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
371,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
372,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
373,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
374,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
375,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
376,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
377,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
378,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
379,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
380,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
381,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
382,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
383,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
384,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
387,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
390,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
391,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
392,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
393,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
394,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
395,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
397,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
399,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
400,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
401,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
403,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
404,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
405,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
406,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
407,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
408,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
409,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
410,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
411,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
412,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
413,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
414,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
415,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
416,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
417,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
419,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
420,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
421,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
424,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
425,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
426,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
427,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
431,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
432,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
433,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
434,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
435,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
436,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
437,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
438,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
439,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
440,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
441,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
442,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
443,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
444,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
445,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
446,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
447,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
448,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
449,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
450,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
452,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
453,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
454,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
455,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
456,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
457,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
459,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
460,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
461,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
462,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
463,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
464,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
465,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
466,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
467,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
468,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
469,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
471,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
472,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
473,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
474,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
475,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
476,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
477,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
478,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
479,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
480,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
481,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
482,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
483,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
484,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
485,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
486,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
487,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
488,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
489,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
492,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
493,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
495,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
496,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
497,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
498,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
499,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
501,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
502,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
503,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
504,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
505,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
506,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
507,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
508,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
509,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
510,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
511,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
512,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
513,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
514,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
516,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
517,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
518,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
519,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
520,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
521,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
522,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
523,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
524,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
525,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
526,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
527,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
528,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
529,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
530,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
531,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
532,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
533,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
534,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
536,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
537,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
538,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
539,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
540,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
541,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
542,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
545,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
546,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
547,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
548,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
549,Bareland,Water,Water,Water,Water,NULL,NULL,Water
550,Bareland,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
551,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
552,Bareland,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Water
553,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Bareland
554,Bareland,Permanent_ice_and_snow,Wetland,Water,Wetland,NULL,NULL,Water
555,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Bareland
556,Bareland,Permanent_ice_and_snow,Water,Water,Water,NULL,NULL,Water
557,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
558,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
559,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
560,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
561,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
562,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
563,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
564,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
566,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
567,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
568,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
569,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
570,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
571,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
572,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
573,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
574,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
576,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
577,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
578,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
579,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
580,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
582,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
583,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
584,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
585,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
586,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
587,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
588,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
589,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
590,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
591,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
592,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
593,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
595,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
596,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
597,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
598,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
599,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
600,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
601,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
602,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
603,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
604,Water,NULL,Water,NULL,Water,NULL,NULL,Water
605,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
606,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
607,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
608,Water,NULL,Water,Water,Water,NULL,NULL,Water
609,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
610,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
611,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
612,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
613,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
614,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
616,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
618,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
619,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
621,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
622,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
623,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
624,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
625,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
626,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
627,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
628,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
629,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
630,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
631,Water,Wetland,Water,Water,Water,NULL,NULL,Water
632,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
633,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
634,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
635,Water,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
637,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
638,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
641,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
643,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
644,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
645,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
646,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
650,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
651,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
652,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
653,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
654,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
655,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
656,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
657,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
658,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
659,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
660,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
661,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
662,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
663,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
665,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
666,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
667,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
668,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
669,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
670,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
671,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
672,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
673,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
674,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
