Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEJ_M_R
323,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
324,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
325,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
326,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
327,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
328,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
329,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
330,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
331,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
332,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
333,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
334,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Bareland
335,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
336,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
337,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
338,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
339,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
340,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
341,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
342,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
343,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
344,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
345,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
346,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
347,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
348,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
349,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
350,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
351,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
352,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
353,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
354,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
355,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
356,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
357,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
358,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
359,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
360,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
361,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Wetland
362,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
363,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
364,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
365,Cropland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
366,Cropland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
367,Cropland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
368,Cropland,Cropland,Water,Water,Water,Grassland,Water,Grassland
369,Cropland,Cropland,Water,Water,Water,Grassland,Water,Wetland
370,Cropland,Cropland,Water,Water,Water,Wetland,Water,Wetland
371,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
372,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
373,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
374,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
375,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
376,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
377,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
378,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
379,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
380,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
381,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
382,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
383,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
384,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
385,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
386,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
387,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
388,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
389,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
390,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
391,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
392,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
394,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
395,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
396,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
397,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
398,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
399,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
400,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
401,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
402,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Bareland
403,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
404,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
405,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
406,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
407,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
408,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
409,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
410,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
411,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
412,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
413,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
414,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
415,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
416,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
417,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
418,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
419,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
420,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
421,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
422,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
423,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
424,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
425,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
426,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
427,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
428,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
429,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
430,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
431,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
432,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
433,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
434,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
435,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
436,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
437,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
438,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
439,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
440,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
441,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
442,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
443,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
444,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
445,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
446,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
447,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
448,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
449,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
450,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
451,Wetland,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
452,Wetland,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
453,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
454,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
455,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
456,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
457,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
458,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
459,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
460,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
461,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
462,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
463,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
464,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
465,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
466,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
467,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
468,Wetland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
469,Wetland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
470,Wetland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
471,Wetland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
472,Wetland,Cropland,Water,NULL,Water,Water,Water,Wetland
473,Wetland,Cropland,Water,Water,Water,Grassland,Water,Wetland
474,Wetland,Cropland,Water,Water,Water,Wetland,Water,Wetland
475,Wetland,Cropland,Water,Water,Water,Water,Water,Wetland
476,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
477,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
479,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
480,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland,Water,Wetland
481,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
482,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
483,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
484,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
485,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
486,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
487,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
488,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
489,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
490,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
491,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
492,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
493,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
494,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
495,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
496,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
497,Wetland,Water,Wetland,Non_Water,NULL,Bareland,Water,Bareland
498,Wetland,Water,Wetland,Non_Water,NULL,Forest,Water,Wetland
499,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
500,Wetland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
501,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
502,Wetland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
503,Wetland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
504,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
505,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
506,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
507,Wetland,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
508,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
509,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
510,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
511,Wetland,Water,Wetland,Water,Wetland,Forest,Water,Water
512,Wetland,Water,Water,Water,NULL,Wetland,Water,Wetland
513,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
514,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
515,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
516,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
517,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
518,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
519,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
520,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
521,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
522,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
523,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
524,Wetland,Forest,Wetland,Non_Water,NULL,Wetland,Water,Wetland
525,Wetland,Forest,Wetland,Non_Water,NULL,Forest,Water,Wetland
526,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
527,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
528,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
529,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
530,Wetland,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
531,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
532,Wetland,Forest,Water,Water,NULL,Forest,Water,Wetland
533,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
534,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
535,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
536,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
537,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
538,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
539,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
540,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
541,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
542,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
543,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
544,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
545,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
548,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
549,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
550,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
551,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
552,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
553,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
554,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
555,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
556,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
557,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
558,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
559,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
560,Bareland,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
561,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
562,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
563,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
564,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
565,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
566,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
567,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
568,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
569,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
570,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
571,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
572,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
573,Bareland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
574,Bareland,Cropland,Water,Water,Water,Wetland,Water,Wetland
575,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
576,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
577,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
578,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
579,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
580,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
581,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
582,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
583,Bareland,Bareland,Water,Water,NULL,Wetland,Wetland,Wetland
584,Bareland,Bareland,Water,Water,NULL,Wetland,Wetland,Bareland
585,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
586,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
587,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
588,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
589,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
590,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
591,Bareland,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
592,Bareland,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
593,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
594,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
595,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
596,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
597,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
598,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
599,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
600,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
601,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
602,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
603,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
604,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
605,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
606,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
607,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
608,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
609,Bareland,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
610,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
611,Bareland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
612,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
613,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
614,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
615,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
616,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
617,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
618,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
619,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
620,Bareland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
621,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
622,Bareland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
623,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
624,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
625,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
626,Bareland,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
627,Bareland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
628,Bareland,Water,Wetland,Water,NULL,Water,Water,Wetland
629,Bareland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
630,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
631,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
632,Bareland,Water,Wetland,Water,Wetland,Wetland,Water,Water
633,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
634,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
635,Bareland,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
636,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
637,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
638,Bareland,Water,Wetland,Water,Wetland,Bareland,Water,Water
639,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
640,Bareland,Water,Wetland,Water,Wetland,Water,Water,Bareland
641,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
642,Bareland,Water,Water,NULL,NULL,Bareland,Water,Grassland
643,Bareland,Water,Water,NULL,NULL,Bareland,Water,Bareland
644,Bareland,Water,Water,NULL,Water,Wetland,Water,Grassland
645,Bareland,Water,Water,NULL,Water,Wetland,Water,Bareland
646,Bareland,Water,Water,Water,NULL,Wetland,Water,Wetland
647,Bareland,Water,Water,Water,NULL,Wetland,Water,Water
648,Bareland,Water,Water,Water,NULL,Bareland,Water,Bareland
649,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
650,Bareland,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
651,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
652,Bareland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
653,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
654,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
655,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
656,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
657,Bareland,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
658,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
659,Bareland,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
660,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
661,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
