Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTL_M_R
329,NULL,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
330,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
331,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
333,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
334,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
335,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
336,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
337,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
338,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
339,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
340,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
341,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
342,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
343,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
344,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
345,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
346,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
347,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
348,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
349,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
350,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
351,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
352,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
353,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
354,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
355,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
356,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
357,NULL,Water,Wetland,Water,Wetland,Bareland,Forest,Water
358,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
359,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
360,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
361,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
362,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
363,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
364,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
365,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
366,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
367,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
368,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
369,NULL,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Bareland
370,NULL,Water,Water,Non_Water,Water,Grassland,Water,Water
371,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
372,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
373,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
376,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
377,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
378,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
379,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
380,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
381,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
383,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
384,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
385,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
387,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
389,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
391,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
393,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
394,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
395,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Bareland
396,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
397,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
398,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
399,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
400,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
401,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
402,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
405,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
406,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
407,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
408,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
409,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
410,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
411,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
412,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
413,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
414,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
415,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
416,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
417,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
418,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
419,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
421,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
422,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
424,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
425,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
426,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
427,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
428,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
429,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
430,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
431,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
432,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
433,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
434,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
435,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
436,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
437,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
438,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
439,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
440,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
441,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
442,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
443,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
444,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
459,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
460,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
461,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
462,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
464,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
465,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
467,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
469,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
470,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
471,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
472,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
473,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
474,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
475,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
476,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
477,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
478,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
479,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
480,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
481,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
483,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
484,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
485,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
486,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
487,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
488,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
489,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
490,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
491,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
493,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
494,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
495,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
496,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
497,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
498,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
499,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
500,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
501,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
502,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
504,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
505,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
506,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
507,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
508,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
509,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
510,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
511,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
512,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
514,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
517,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
518,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
519,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
520,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
521,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
522,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
523,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
524,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
527,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
529,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
530,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
531,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
532,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
533,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
534,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
536,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
537,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
538,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
539,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
540,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
541,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
542,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
543,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
544,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
545,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
546,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
547,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
548,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
549,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
550,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
551,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
552,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
553,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
554,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
555,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
556,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
557,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
558,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
559,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
560,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
561,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
562,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
563,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
567,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
568,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
569,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
570,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
571,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
572,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
573,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
574,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
580,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
582,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
583,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
585,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
586,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
587,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
588,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
589,Grassland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
590,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
591,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
593,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
594,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
598,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
600,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
601,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
602,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
603,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
604,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
612,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
614,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
615,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
616,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
618,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
619,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
620,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
621,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
623,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
624,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
625,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
627,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
628,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
629,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
631,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
632,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
633,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
634,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
635,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
636,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
637,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
638,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
639,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
640,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
641,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
643,Cropland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
644,Cropland,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
645,Cropland,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
646,Cropland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
647,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
648,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Water
649,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
650,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
651,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
652,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
653,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
654,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
655,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
656,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
657,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
658,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
659,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
660,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
661,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
662,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
663,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
