Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R
11722,Water,Cropland,Water,Water,Water,Water,Water,Wetland
11723,Water,Cropland,Water,Water,Water,Water,Water,Water
11724,Water,Cropland,Water,Water,Water,Water,Forest,Wetland
11725,Water,Cropland,Water,Water,Water,Forest,Water,Forest
11726,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
11727,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
11728,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
11729,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
11730,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
11731,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
11732,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
11733,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
11734,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
11735,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
11736,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
11737,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
11738,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
11739,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
11740,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
11741,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
11742,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
11743,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
11744,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
11745,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
11746,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
11747,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
11748,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
11749,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
11750,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
11751,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
11752,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11753,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
11754,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11755,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
11756,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11757,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
11758,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
11759,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11760,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11761,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11762,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11763,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
11764,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11765,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11766,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11767,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11768,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11769,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11770,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Water
11771,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
11772,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
11773,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
11774,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
11775,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
11776,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
11777,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Water
11778,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
11779,Water,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11780,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Grassland
11781,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
11782,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
11783,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Forest
11784,Water,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11785,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11786,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Water,Forest
11787,Water,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11788,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11789,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
11790,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
11791,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
11792,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11793,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11794,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11795,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11796,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
11797,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11798,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
11799,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Water
11800,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11801,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11802,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
11803,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
11804,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11805,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11806,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
11807,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
11808,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11809,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
11810,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11811,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11812,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
11813,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
11814,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
11815,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
11816,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11817,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
11818,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
11819,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
11820,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
11821,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11822,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
11823,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
11824,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11825,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
11826,Water,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
11827,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
11828,Water,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
11829,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
11830,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Cropland
11831,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
11832,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Forest
11833,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
11834,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
11835,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
11836,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
11837,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
11838,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
11839,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Forest
11840,Water,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Water
11841,Water,Cropland,Forest,Water,Non_Wetland,Water,Water,Water
11842,Water,Cropland,Forest,Water,Non_Wetland,Water,Forest,Water
11843,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11844,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
11845,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
11846,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Water
11847,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11848,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Water
11849,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
11850,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
11851,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
11852,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Water
11853,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11854,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Cropland
11855,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11856,Water,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11857,Water,Wetland,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
11858,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11859,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
11860,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
11861,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
11862,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
11863,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
11864,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
11865,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Cropland
11866,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
11867,Water,Wetland,NULL,Water,Non_Wetland,NULL,Water,Wetland
11868,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
11869,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
11870,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11871,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11872,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
11873,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11874,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11875,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11876,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11877,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11878,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11879,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11880,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Cropland
11881,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
11882,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11883,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11884,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11885,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11886,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11887,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
11888,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
11889,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11890,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11891,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11892,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
11893,Water,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11894,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
11895,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11896,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11897,Water,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
11898,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Water
11899,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11900,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11901,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
11902,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
11903,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11904,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
11905,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11906,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11907,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Cropland
11908,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11909,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
11910,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
11911,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11912,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
11913,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Water
11914,Water,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11915,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11916,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,NULL
11917,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11918,Water,Wetland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
11919,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11920,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
11921,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
11922,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11923,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11924,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
11925,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11926,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11927,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11928,Water,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Cropland
11929,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
11930,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
11931,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
11932,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
11933,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
11934,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
11935,Water,Wetland,Wetland,Water,Wetland,NULL,Water,Water
11936,Water,Wetland,Wetland,Water,Wetland,Wetland,NULL,Water
11937,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
11938,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
11939,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
11940,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
11941,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
11942,Water,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
11943,Water,Wetland,Wetland,Water,Wetland,Forest,Forest,Forest
11944,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11945,Water,Wetland,Water,NULL,Water,Wetland,NULL,Wetland
11946,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
11947,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Water
11948,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
11949,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
11950,Water,Wetland,Water,NULL,Water,Wetland,Forest,Water
11951,Water,Wetland,Water,NULL,Water,Water,Water,Water
11952,Water,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
11953,Water,Wetland,Water,Non_Water,Water,NULL,Water,Cropland
11954,Water,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
11955,Water,Wetland,Water,Non_Water,Water,NULL,Water,Water
11956,Water,Wetland,Water,Non_Water,Water,NULL,Water,Forest
11957,Water,Wetland,Water,Non_Water,Water,NULL,Forest,Grassland
11958,Water,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
11959,Water,Wetland,Water,Non_Water,Water,Wetland,NULL,Forest
11960,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
11961,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
11962,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
11963,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
11964,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
11965,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
11966,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
11967,Water,Wetland,Water,Water,Water,NULL,NULL,Water
11968,Water,Wetland,Water,Water,Water,NULL,Water,Wetland
11969,Water,Wetland,Water,Water,Water,NULL,Water,Water
11970,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
11971,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
11972,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
11973,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
11974,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
11975,Water,Wetland,Water,Water,Water,Wetland,Water,Water
11976,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
11977,Water,Wetland,Water,Water,Water,Water,Water,Wetland
11978,Water,Wetland,Water,Water,Water,Water,Water,Water
11979,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
11980,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
11981,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
11982,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
11983,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11984,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
11985,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
11986,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11987,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
11988,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11989,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11990,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11991,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
11992,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
11993,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
11994,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11995,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11996,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
11997,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
11998,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
11999,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
12000,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
12001,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
12002,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
12003,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
12004,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Cropland
12005,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Water
12006,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12007,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
12008,Water,Wetland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
12009,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
12010,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
12011,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
12012,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
12013,Water,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
12014,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12015,Water,Bareland,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
12016,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
12017,Water,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
12018,Water,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
12019,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
12020,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Built-up
12021,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12022,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
12023,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
12024,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
12025,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
12026,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
12027,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12028,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12029,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
12030,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12031,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12032,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12033,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12034,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
12035,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
12036,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
12037,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
12038,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12039,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12040,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12041,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12042,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
12043,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
12044,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
12045,Water,Built-up,Shrubland,Water,Non_Wetland,Forest,Water,Forest
12046,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12047,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12048,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
12049,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
12050,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
12051,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12052,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
12053,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12054,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
12055,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
12056,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12057,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12058,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12059,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
12060,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
12061,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
12062,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Cropland
12063,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12064,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12065,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
