Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTV_M_R
339,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
340,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
341,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
342,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
343,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
344,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
345,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
346,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
347,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
348,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
349,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
350,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
352,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
353,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
354,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
359,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
360,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
362,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
364,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
366,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
367,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
368,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
370,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
373,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
374,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
375,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
376,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
378,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
379,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
380,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
381,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
382,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
384,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
385,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
386,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
387,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
388,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
389,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
390,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
392,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
393,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
395,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
396,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
397,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
398,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
399,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
400,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
402,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
403,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
406,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
407,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
408,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
409,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
410,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
411,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
413,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
414,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
415,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
416,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
417,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
419,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
420,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
421,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
422,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
423,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
424,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
425,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
426,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
428,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
429,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
430,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
431,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
432,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
433,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
434,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
435,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
436,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
437,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
438,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
439,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
441,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
442,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
443,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
444,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
445,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
446,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
447,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
448,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
449,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
451,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
452,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
453,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
465,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
466,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
467,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
468,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
474,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
475,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
476,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
484,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
485,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
486,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
487,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
488,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
489,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
491,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
492,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
493,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
494,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
495,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
496,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
497,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
498,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
499,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
500,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
501,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
502,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
503,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
504,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
506,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
507,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
508,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
509,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
510,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
512,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
513,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
514,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
515,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
516,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
517,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
518,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
519,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
520,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
521,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
522,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
523,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
524,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
525,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
526,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
527,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
528,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
529,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
530,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
531,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
532,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
533,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
534,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
535,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
536,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
537,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
538,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
540,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
542,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
543,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
544,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
548,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
549,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
550,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
552,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
553,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
554,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
555,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
556,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
557,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
558,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
560,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
562,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
564,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
566,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
567,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
568,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
570,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
571,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
572,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
574,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
577,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
578,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
580,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
581,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
582,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
583,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
584,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
586,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
588,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
589,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
590,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
591,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
592,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
593,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
594,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
595,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
596,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
597,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
598,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
599,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
600,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
601,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
602,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
603,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
604,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
605,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
606,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
607,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
608,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
609,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
611,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
612,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
613,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
614,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
615,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
616,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
617,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
618,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
619,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
620,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
621,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
622,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
623,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
624,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
625,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
626,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
627,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
628,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
629,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
631,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
632,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
633,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
635,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
636,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
639,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
640,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
641,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
643,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
644,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
645,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
646,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
647,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
648,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
649,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
651,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
652,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
654,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
655,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
656,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
657,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
658,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
659,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
660,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
661,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
662,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
663,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
665,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
666,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
667,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
668,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
669,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
670,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
671,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
672,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
673,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
674,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
675,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
676,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
677,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
678,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
679,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
680,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
681,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
682,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
