Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGJ_M_R
1037,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1038,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1039,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1040,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1041,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1042,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1043,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1044,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1045,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1046,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1047,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1048,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1049,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1050,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1051,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1052,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1053,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1054,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1055,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1056,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1057,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1058,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1059,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1060,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1061,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1062,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1063,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1064,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1065,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1066,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1067,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1068,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1069,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1070,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1071,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1072,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1073,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1074,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1075,Grassland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1076,Grassland,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
1077,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1078,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1079,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1080,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1081,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1082,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1083,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1084,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1085,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
1086,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1087,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1088,Grassland,Water,Water,Water,Water,NULL,NULL,Water
1089,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
1090,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1091,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1092,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1093,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1094,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1095,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1096,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1098,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1099,Grassland,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1100,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1102,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1103,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1104,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1105,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1106,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1107,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1109,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1110,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1111,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1112,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1113,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1114,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1115,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1116,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1117,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1118,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1119,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
1120,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1122,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1123,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1124,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1125,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1126,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1127,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1128,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1130,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1132,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1133,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1134,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1135,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1136,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1137,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1138,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1139,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1140,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1141,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1142,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1143,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1144,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1145,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1146,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1147,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1148,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
1149,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1150,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1151,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1155,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1158,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1159,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1160,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1161,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1162,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1163,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1164,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1165,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1166,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1167,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1168,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1169,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1170,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1171,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1172,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1173,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1174,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1175,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1176,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1177,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1178,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1179,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1180,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1181,Cropland,NULL,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
1182,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1184,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1185,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1186,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1187,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1188,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1189,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1190,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1191,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1192,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1193,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1194,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1195,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1196,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1197,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1198,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1199,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1200,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1201,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1202,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1203,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1204,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1205,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1206,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1207,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1208,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1209,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1210,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1211,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1212,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1213,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1214,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1215,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1216,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1217,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1219,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1220,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1221,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1222,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1223,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1224,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1225,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1226,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1227,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1228,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1229,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1230,Cropland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1231,Cropland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1232,Cropland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1233,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1235,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1236,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1237,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1238,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1239,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1240,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1241,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1242,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1243,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1244,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1245,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1246,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1247,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1248,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1249,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1250,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1251,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1252,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1253,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1254,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1255,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1256,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1257,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1258,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1259,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1260,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1261,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1262,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1263,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1264,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1265,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1266,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1267,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1268,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1269,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1270,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1271,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1272,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1273,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1274,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1275,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1276,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1277,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1278,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1279,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1280,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1281,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1282,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1283,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1284,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1285,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1286,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1287,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1288,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1289,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1290,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1291,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
1292,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1293,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1294,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1295,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1296,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1297,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1298,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1299,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1300,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1301,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1302,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1303,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1304,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1305,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1306,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1307,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1308,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1309,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1310,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1311,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1312,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1313,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1314,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1315,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1316,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1317,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1318,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1319,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1320,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1321,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1322,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1323,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1324,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1325,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1327,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1328,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1329,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1330,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1331,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1332,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1333,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1334,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1335,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1337,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1338,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1339,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1340,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1341,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1342,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1343,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1344,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1345,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1346,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1347,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1348,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1349,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1350,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1351,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1352,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1353,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1354,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1355,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1356,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1357,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
