Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGH_M_R
766,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
767,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
768,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up
769,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
770,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland
771,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest
772,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
773,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland
774,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,Water
775,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
776,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
777,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland
778,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland
779,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Forest
780,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,Bareland
781,Cropland,NULL,Water,NULL,Water,NULL,Forest
782,Cropland,NULL,Water,Water,Water,NULL,Grassland
783,Cropland,NULL,Water,Water,Water,NULL,Water
784,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
785,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
786,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
787,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
788,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Cropland
789,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
790,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
791,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest
792,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
793,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
794,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
795,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,Water
796,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
797,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
798,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
799,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Forest
800,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
801,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
802,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
803,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest
804,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
805,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Wetland
806,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,Forest
807,Cropland,Cropland,Wetland,Water,Wetland,NULL,Grassland
808,Cropland,Cropland,Wetland,Water,Wetland,NULL,Cropland
809,Cropland,Cropland,Wetland,Water,Wetland,NULL,Wetland
810,Cropland,Cropland,Wetland,Water,Wetland,NULL,Bareland
811,Cropland,Cropland,Wetland,Water,Wetland,NULL,Water
812,Cropland,Cropland,Wetland,Water,Wetland,NULL,Forest
813,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
814,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
815,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
816,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
817,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland
818,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
819,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
820,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
821,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
822,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
823,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
824,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
825,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
826,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Cropland
827,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
828,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
829,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
830,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
831,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
832,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Water
833,Cropland,Wetland,Wetland,NULL,Wetland,NULL,Forest
834,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
835,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
836,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
837,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
838,Cropland,Wetland,Wetland,Water,Wetland,NULL,Grassland
839,Cropland,Wetland,Wetland,Water,Wetland,NULL,Cropland
840,Cropland,Wetland,Wetland,Water,Wetland,NULL,Wetland
841,Cropland,Wetland,Wetland,Water,Wetland,NULL,Bareland
842,Cropland,Wetland,Wetland,Water,Wetland,NULL,Water
843,Cropland,Wetland,Wetland,Water,Wetland,NULL,Forest
844,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
845,Cropland,Wetland,Water,Water,Water,NULL,Forest
846,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
847,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
848,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
849,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
850,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
851,Cropland,Bareland,Wetland,Water,Wetland,NULL,Grassland
852,Cropland,Bareland,Wetland,Water,Wetland,NULL,Cropland
853,Cropland,Bareland,Wetland,Water,Wetland,NULL,Bareland
854,Cropland,Bareland,Wetland,Water,Wetland,NULL,Water
855,Cropland,Bareland,Wetland,Water,Wetland,NULL,Forest
856,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
858,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
859,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
860,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
861,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
862,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
863,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
864,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
865,Cropland,Water,Wetland,NULL,Wetland,NULL,Forest
866,Cropland,Water,Wetland,Non_Water,Wetland,NULL,Forest
867,Cropland,Water,Wetland,Water,Wetland,NULL,Grassland
868,Cropland,Water,Wetland,Water,Wetland,NULL,Cropland
869,Cropland,Water,Wetland,Water,Wetland,NULL,Wetland
870,Cropland,Water,Wetland,Water,Wetland,NULL,Bareland
871,Cropland,Water,Wetland,Water,Wetland,NULL,Water
872,Cropland,Water,Wetland,Water,Wetland,NULL,Forest
873,Cropland,Water,Water,Water,Water,NULL,Water
874,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
875,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
876,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
877,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
878,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
879,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
880,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
881,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
882,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
883,Cropland,Forest,Wetland,NULL,Wetland,NULL,Grassland
884,Cropland,Forest,Wetland,NULL,Wetland,NULL,Forest
885,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
886,Cropland,Forest,Wetland,Water,Wetland,NULL,Grassland
887,Cropland,Forest,Wetland,Water,Wetland,NULL,Cropland
888,Cropland,Forest,Wetland,Water,Wetland,NULL,Wetland
889,Cropland,Forest,Wetland,Water,Wetland,NULL,Water
890,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
891,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
892,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
893,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
894,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL
895,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
896,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
897,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
898,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
899,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
900,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL
901,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
902,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
903,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
904,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Cropland
905,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
906,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
907,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
908,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
909,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
910,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
911,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
912,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL
913,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
914,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Cropland
915,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
916,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
917,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
918,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
919,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Water
920,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
921,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL
922,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
923,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
924,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
925,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Cropland
926,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest
927,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
928,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL
929,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland
930,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland
931,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water
932,Wetland,NULL,Wetland,NULL,Wetland,NULL,Forest
933,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL
934,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
935,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Cropland
936,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland
937,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Water
938,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,Forest
939,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL
940,Wetland,NULL,Wetland,Water,Wetland,NULL,Grassland
941,Wetland,NULL,Wetland,Water,Wetland,NULL,Cropland
942,Wetland,NULL,Wetland,Water,Wetland,NULL,Wetland
943,Wetland,NULL,Wetland,Water,Wetland,NULL,Bareland
944,Wetland,NULL,Wetland,Water,Wetland,NULL,Water
945,Wetland,NULL,Wetland,Water,Wetland,NULL,Forest
946,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL
947,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Grassland
948,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
949,Wetland,NULL,Water,NULL,Water,NULL,Grassland
950,Wetland,NULL,Water,NULL,Water,NULL,Wetland
951,Wetland,NULL,Water,NULL,Water,NULL,Water
952,Wetland,NULL,Water,NULL,Water,NULL,Forest
953,Wetland,NULL,Water,Non_Water,Water,NULL,Grassland
954,Wetland,NULL,Water,Non_Water,Water,NULL,Forest
955,Wetland,NULL,Water,Water,Water,NULL,Grassland
956,Wetland,NULL,Water,Water,Water,NULL,Wetland
957,Wetland,NULL,Water,Water,Water,NULL,Water
958,Wetland,NULL,Water,Water,Water,NULL,Forest
959,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
960,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
961,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
962,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
963,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
964,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland
965,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water
966,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest
967,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
968,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
969,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Forest
970,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
971,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
972,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
973,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland
974,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
975,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
976,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Grassland
977,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,Wetland
978,Wetland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
979,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland
980,Wetland,Cropland,Wetland,Water,Wetland,NULL,Grassland
981,Wetland,Cropland,Wetland,Water,Wetland,NULL,Water
982,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland
983,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
984,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
985,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
986,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest
987,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
988,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
989,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
990,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
991,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
992,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Water
993,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
994,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL
995,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
996,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland
997,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water
998,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest
999,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
1000,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland
1001,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Water
1002,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,Forest
1003,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1004,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest
1005,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL
1006,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
1007,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1008,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water
1009,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Forest
1010,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1011,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1012,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
1013,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1014,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1015,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1016,Wetland,Wetland,Wetland,Water,Wetland,NULL,Grassland
1017,Wetland,Wetland,Wetland,Water,Wetland,NULL,Wetland
1018,Wetland,Wetland,Wetland,Water,Wetland,NULL,Bareland
1019,Wetland,Wetland,Wetland,Water,Wetland,NULL,Water
1020,Wetland,Wetland,Wetland,Water,Wetland,NULL,Forest
1021,Wetland,Wetland,Water,NULL,Water,NULL,Grassland
1022,Wetland,Wetland,Water,NULL,Water,NULL,Wetland
1023,Wetland,Wetland,Water,NULL,Water,NULL,Water
1024,Wetland,Wetland,Water,NULL,Water,NULL,Forest
1025,Wetland,Wetland,Water,Non_Water,Water,NULL,Grassland
1026,Wetland,Wetland,Water,Non_Water,Water,NULL,Wetland
1027,Wetland,Wetland,Water,Non_Water,Water,NULL,Water
1028,Wetland,Wetland,Water,Non_Water,Water,NULL,Forest
1029,Wetland,Wetland,Water,Water,Water,NULL,Grassland
1030,Wetland,Wetland,Water,Water,Water,NULL,Wetland
1031,Wetland,Wetland,Water,Water,Water,NULL,Water
1032,Wetland,Wetland,Water,Water,Water,NULL,Forest
1033,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1034,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1035,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1036,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1037,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1038,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
1039,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1040,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1041,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1042,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1043,Wetland,Bareland,Wetland,Water,Wetland,NULL,Grassland
1044,Wetland,Bareland,Wetland,Water,Wetland,NULL,Water
1045,Wetland,Bareland,Wetland,Water,Wetland,NULL,Forest
1046,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,Water
1047,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1048,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,Wetland
1049,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
1050,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Water
1051,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,Forest
1052,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1053,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1054,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
1055,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
1056,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Grassland
1057,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Wetland
1058,Wetland,Water,Grassland,Water,Non_Wetland,NULL,Forest
1059,Wetland,Water,Wetland,NULL,Wetland,NULL,Grassland
1060,Wetland,Water,Wetland,NULL,Wetland,NULL,Wetland
1061,Wetland,Water,Wetland,NULL,Wetland,NULL,Water
1062,Wetland,Water,Wetland,NULL,Wetland,NULL,Forest
1063,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL
1064,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Grassland
1065,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Wetland
1066,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Water
1067,Wetland,Water,Wetland,Non_Water,Wetland,NULL,Forest
1068,Wetland,Water,Wetland,Water,Wetland,NULL,Grassland
1069,Wetland,Water,Wetland,Water,Wetland,NULL,Wetland
1070,Wetland,Water,Wetland,Water,Wetland,NULL,Water
1071,Wetland,Water,Wetland,Water,Wetland,NULL,Forest
1072,Wetland,Water,Water,NULL,Water,NULL,Grassland
1073,Wetland,Water,Water,NULL,Water,NULL,Wetland
1074,Wetland,Water,Water,NULL,Water,NULL,Water
1075,Wetland,Water,Water,NULL,Water,NULL,Forest
1076,Wetland,Water,Water,Non_Water,Water,NULL,Wetland
1077,Wetland,Water,Water,Water,Water,NULL,Grassland
1078,Wetland,Water,Water,Water,Water,NULL,Wetland
1079,Wetland,Water,Water,Water,Water,NULL,Water
1080,Wetland,Water,Water,Water,Water,NULL,Forest
1081,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Grassland
1082,Wetland,Water,Forest,NULL,Non_Wetland,NULL,Bareland
1083,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
1084,Wetland,Water,Forest,Water,Non_Wetland,NULL,Water
1085,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
1086,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
1087,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
1088,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
1089,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1090,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
1091,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL
1092,Wetland,Forest,Wetland,NULL,Wetland,NULL,Grassland
1093,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland
1094,Wetland,Forest,Wetland,NULL,Wetland,NULL,Forest
1095,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
1096,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
1097,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,Forest
1098,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL
1099,Wetland,Forest,Wetland,Water,Wetland,NULL,Grassland
1100,Wetland,Forest,Wetland,Water,Wetland,NULL,Wetland
1101,Wetland,Forest,Wetland,Water,Wetland,NULL,Water
1102,Wetland,Forest,Wetland,Water,Wetland,NULL,Forest
1103,Wetland,Forest,Water,Non_Water,Water,NULL,Forest
1104,Wetland,Forest,Water,Water,Water,NULL,Forest
1105,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
1106,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,Forest
1107,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
1108,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
1109,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
1110,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Cropland
1111,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
1112,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
1113,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
1114,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
1115,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
1116,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
1117,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
1118,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
1119,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
1120,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
1121,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
1122,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
1123,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
1124,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
1125,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
1126,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Cropland
1127,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
1128,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland
1129,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
1130,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
1131,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland
1132,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland
1133,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
1134,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
1135,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
1136,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Bareland
1137,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Water
1138,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
1139,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
1140,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
1141,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
1142,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
1143,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
1144,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland
1145,Bareland,NULL,Wetland,NULL,Wetland,NULL,Wetland
1146,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland
1147,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water
1148,Bareland,NULL,Wetland,NULL,Wetland,NULL,Forest
1149,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
