Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFV_M_R
350,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
351,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
352,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
353,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
354,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
355,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
356,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
357,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
358,Water,Water,Water,NULL,Water,NULL,Wetland,NULL
359,Water,Water,Water,NULL,Water,NULL,Water,NULL
360,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
361,Water,Water,Water,NULL,Water,Wetland,Water,NULL
362,Water,Water,Water,NULL,Water,Bareland,Wetland,NULL
363,Water,Water,Water,NULL,Water,Bareland,Water,NULL
364,Water,Water,Water,NULL,Water,Water,NULL,NULL
365,Water,Water,Water,NULL,Water,Water,Wetland,NULL
366,Water,Water,Water,NULL,Water,Water,Bareland,NULL
367,Water,Water,Water,NULL,Water,Water,Water,NULL
368,Water,Water,Water,NULL,Water,Water,Forest,NULL
369,Water,Water,Water,NULL,Water,Forest,Water,NULL
370,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
371,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
372,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
373,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
374,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
375,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
376,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
377,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
378,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
379,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
380,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
381,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
382,Water,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
383,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
384,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
385,Permanent_ice_and_snow,Wetland,Water,NULL,Water,Water,Water,NULL
386,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
387,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Bareland,Water,NULL
388,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water,Water,NULL
389,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
390,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
391,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
392,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,NULL
393,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
394,Permanent_ice_and_snow,Water,Water,NULL,Water,Wetland,Water,NULL
395,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Wetland,NULL
396,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,NULL
397,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,NULL
398,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
399,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
400,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
401,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
402,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
403,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
404,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
405,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
406,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
407,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
408,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
409,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
410,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
411,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
412,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
413,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
414,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
415,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
416,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
417,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
418,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
419,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
420,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
421,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
422,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
423,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
424,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
425,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
426,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
427,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
428,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
429,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
430,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
431,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
432,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
433,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
434,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
435,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
436,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
437,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
438,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
439,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
440,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
441,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
442,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
443,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
444,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
445,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
446,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
447,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
448,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
449,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
450,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
451,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
452,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
453,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
454,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
455,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
456,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
457,Forest,NULL,Water,NULL,Water,Wetland,Wetland,NULL
458,Forest,NULL,Water,NULL,Water,Wetland,Water,NULL
459,Forest,NULL,Water,NULL,Water,Water,Wetland,NULL
460,Forest,NULL,Water,NULL,Water,Water,Water,NULL
461,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
462,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
463,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
464,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
465,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
466,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
467,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
468,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
469,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
470,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
471,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
472,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
473,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
474,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
475,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
476,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
477,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
478,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
479,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
480,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
481,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
482,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
483,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,NULL
484,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
485,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
486,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
487,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
488,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
489,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
490,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
491,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
492,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
493,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
494,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
495,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
496,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
497,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
498,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
499,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
500,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
501,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
502,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
503,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
504,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
505,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
506,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
507,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
508,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
509,Forest,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
510,Forest,Wetland,Water,NULL,Water,NULL,Wetland,NULL
511,Forest,Wetland,Water,NULL,Water,NULL,Water,NULL
512,Forest,Wetland,Water,NULL,Water,Water,Wetland,NULL
513,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
514,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,NULL
515,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
516,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
517,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
518,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Water,NULL
519,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
520,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
521,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
522,Forest,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
523,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
524,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
525,Forest,Bareland,Water,NULL,Water,Bareland,Water,NULL
526,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
527,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
528,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
529,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,NULL
530,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
531,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
532,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
533,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
534,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
535,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
536,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
537,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
538,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
539,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
540,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
541,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
542,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,NULL
543,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
544,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
545,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
546,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
547,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
548,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
549,Forest,Built-up,Water,NULL,Water,Wetland,Bareland,NULL
550,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
551,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
552,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
553,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
554,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
555,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
556,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
557,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
558,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
559,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
560,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
561,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
562,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
563,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
564,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
565,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
566,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
567,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
568,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
569,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
570,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
571,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
572,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
573,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
574,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
575,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
576,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
577,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
578,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
579,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
580,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
581,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
582,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
583,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
584,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
585,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
586,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
587,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
588,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
589,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
590,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
591,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
592,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
593,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
594,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,NULL
595,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
596,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
597,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
598,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
599,Forest,Water,Wetland,NULL,Wetland,NULL,Water,NULL
600,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
601,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
602,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
603,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
604,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
605,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
606,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
607,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
608,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
609,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
610,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
611,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
612,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
613,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,NULL
614,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
615,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
616,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,NULL
617,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
618,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
619,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
620,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
621,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
622,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
623,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
624,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
625,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
626,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
627,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
628,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,NULL
629,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
630,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,NULL
631,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
632,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
633,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
634,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
635,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
636,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
637,Forest,Water,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
638,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
639,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,NULL
640,Forest,Water,Water,NULL,Water,NULL,NULL,NULL
641,Forest,Water,Water,NULL,Water,NULL,Wetland,NULL
642,Forest,Water,Water,NULL,Water,NULL,Water,NULL
643,Forest,Water,Water,NULL,Water,NULL,Forest,NULL
644,Forest,Water,Water,NULL,Water,Wetland,Wetland,NULL
645,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
646,Forest,Water,Water,NULL,Water,Wetland,Forest,NULL
647,Forest,Water,Water,NULL,Water,Bareland,Wetland,NULL
648,Forest,Water,Water,NULL,Water,Bareland,Water,NULL
649,Forest,Water,Water,NULL,Water,Water,Wetland,NULL
650,Forest,Water,Water,NULL,Water,Water,Water,NULL
651,Forest,Water,Water,NULL,Water,Water,Forest,NULL
652,Forest,Water,Water,NULL,Water,Forest,Wetland,NULL
653,Forest,Water,Water,NULL,Water,Forest,Water,NULL
654,Forest,Water,Water,NULL,Water,Forest,Forest,NULL
655,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
656,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
657,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
658,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,NULL
659,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
660,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
661,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
662,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
663,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
664,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
665,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
666,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
667,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
668,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
669,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
670,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
671,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
672,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
673,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
674,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
675,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
676,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
677,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
678,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
679,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
680,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
681,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,NULL
682,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
683,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
684,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
685,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
686,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
687,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
688,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
689,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,NULL
690,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
691,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,NULL
692,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,NULL
693,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
694,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
695,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
696,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
697,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
698,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
699,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
701,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
702,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
703,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
704,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
705,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
706,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
707,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
