Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWB_M_R
1465,NULL,Water,Water,Water,Water,Bareland,Built-up,NULL
1466,NULL,Water,Water,Water,Water,Built-up,Water,NULL
1467,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1468,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1469,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1470,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1471,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1472,NULL,Water,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1473,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1474,NULL,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
1475,NULL,Water,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1476,NULL,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1477,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1478,NULL,Water,Forest,NULL,Non_Wetland,Forest,Water,NULL
1479,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1480,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1481,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1482,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
1483,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
1484,NULL,Water,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
1485,NULL,Water,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
1486,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1487,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1488,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
1489,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1490,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1491,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1492,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
1493,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1494,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1495,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1496,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
1497,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1498,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
1499,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1500,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1501,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1502,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1503,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1504,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1505,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1506,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1507,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
1508,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1509,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1510,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
1511,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1512,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1513,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1514,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1515,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1516,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1517,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1518,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1519,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1520,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1521,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1522,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1523,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1524,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1525,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1526,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1527,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1528,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1529,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1530,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
1531,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1532,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
1533,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1534,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1535,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
1536,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
1537,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1538,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1539,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1540,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,NULL
1541,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Built-up,NULL
1542,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
1543,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1544,NULL,Forest,Wetland,NULL,Wetland,Wetland,Built-up,NULL
1545,NULL,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1546,NULL,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
1547,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1548,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1549,NULL,Forest,Wetland,NULL,Wetland,Forest,Bareland,NULL
1550,NULL,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
1551,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1552,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1553,NULL,Forest,Wetland,Water,Wetland,Water,Water,NULL
1554,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1555,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1556,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
1557,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1558,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Built-up,NULL
1559,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1560,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1561,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1562,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
1563,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
1564,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
1565,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
1566,NULL,Forest,Built-up,Non_Water,Non_Wetland,Forest,Built-up,NULL
1567,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1568,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1569,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1570,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1571,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1572,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1573,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1574,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1575,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1576,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1577,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1578,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1579,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1580,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1581,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1582,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1583,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1584,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1585,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
1586,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1587,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1588,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1589,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1590,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1591,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1592,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1593,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1594,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1595,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1596,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
1597,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1598,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1599,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1600,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1601,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1602,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1603,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1604,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1605,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1606,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1607,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
1608,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1609,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1610,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1611,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1612,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1613,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1614,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1615,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1616,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1617,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1618,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
1619,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1620,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1621,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
1622,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,NULL
1623,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
1624,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
1625,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
1626,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
1627,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Built-up,NULL
1628,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
1629,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,NULL
1630,Grassland,NULL,NULL,Water,Non_Wetland,Water,Built-up,NULL
1631,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Forest,NULL
1632,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1633,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1634,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1635,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1637,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1638,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1639,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1640,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1641,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1642,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1643,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1644,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1645,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1646,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1647,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1648,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1649,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1650,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1651,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1652,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
1653,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1654,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1655,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1656,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1657,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1658,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
1659,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
1660,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
1661,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
1662,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
1663,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
1664,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
1665,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
1666,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,NULL
1667,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,NULL
1668,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,NULL
1669,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1670,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1671,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1672,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
1673,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1674,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1675,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1676,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1677,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1678,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1679,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1680,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1681,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1682,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1683,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1684,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1685,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1686,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1687,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1688,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1689,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1690,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1691,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1692,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1693,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1694,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1695,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1696,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1697,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1698,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1699,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1700,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1701,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1702,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1703,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1704,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1705,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1706,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
1707,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1708,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
1709,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1710,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1711,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1712,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
1713,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
1714,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,NULL
1715,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1716,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1717,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1718,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1719,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1720,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1721,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1722,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1723,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1724,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
1725,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1726,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1727,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1728,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1729,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
1730,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
1731,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
1732,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,NULL
1733,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,NULL
1734,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,NULL
1735,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,NULL
1736,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Built-up,NULL
1737,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1738,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1739,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
1740,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1741,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1742,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1743,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1744,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,NULL
1745,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1746,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1747,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1748,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1749,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1750,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1751,Grassland,NULL,Wetland,NULL,Wetland,Built-up,NULL,NULL
1752,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1753,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1754,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1755,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1756,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1757,Grassland,NULL,Wetland,NULL,Wetland,Forest,Bareland,NULL
1758,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
1759,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1760,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1761,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1762,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,NULL
1763,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1764,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1765,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,NULL
1766,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,NULL
1767,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1768,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1769,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,NULL
1770,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
1771,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,NULL
1772,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,NULL
1773,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Built-up,NULL
1774,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
1775,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
1776,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1777,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,NULL
1778,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,NULL
1779,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
1780,Grassland,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1781,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1782,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Built-up,NULL
1783,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Forest,NULL
1784,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,NULL
1785,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,NULL
1786,Grassland,NULL,Wetland,Water,Wetland,Water,Bareland,NULL
1787,Grassland,NULL,Wetland,Water,Wetland,Water,Built-up,NULL
1788,Grassland,NULL,Wetland,Water,Wetland,Water,Water,NULL
1789,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,NULL
1790,Grassland,NULL,Wetland,Water,Wetland,Forest,Shrubland,NULL
1791,Grassland,NULL,Wetland,Water,Wetland,Forest,Water,NULL
1792,Grassland,NULL,Wetland,Water,Wetland,Forest,Forest,NULL
1793,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1794,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
1795,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
