Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KXU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KXU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KXU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KXU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KXU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KXU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KXU_M_R
5152,Cropland,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5153,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5154,Cropland,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5155,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5156,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5157,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5158,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5159,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5160,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5161,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5162,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5163,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
5164,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
5165,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
5166,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5167,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
5168,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5169,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5170,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5171,Cropland,Forest,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
5172,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
5173,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
5174,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
5175,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
5176,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5177,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5178,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5179,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5180,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5181,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5182,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5183,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5184,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
5185,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5186,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5187,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5188,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5189,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5190,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5191,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5192,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
5193,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5194,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
5195,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
5196,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
5197,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5198,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5199,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5200,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5201,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
5202,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5203,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
5204,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5205,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5206,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5207,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
5208,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
5209,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5210,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5211,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5212,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
5213,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5214,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5215,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5216,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5217,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5218,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5219,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5220,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5221,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5222,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5223,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5224,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5225,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5226,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
5227,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5228,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
5229,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
5230,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5231,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
5232,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
5233,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5234,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5235,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5236,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
5237,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5238,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5239,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5240,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5241,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
5242,Cropland,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5243,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5244,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5245,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5246,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5247,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5248,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5249,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5250,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
5251,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
5252,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5253,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5254,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5255,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5256,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
5257,Cropland,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
5258,Cropland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
5259,Cropland,Forest,Wetland,Water,Wetland,Grassland,Grassland,Grassland
5260,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5261,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5262,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5263,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5264,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5265,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5266,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5267,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5268,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5269,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5270,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5271,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5272,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5273,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5274,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5275,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5276,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5277,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5278,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5279,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5280,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5281,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5282,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5283,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5284,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5285,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5286,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5287,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5288,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5289,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
5290,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5291,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5292,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
5293,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
5294,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
5295,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
5296,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5297,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5298,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
5299,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5300,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5301,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5302,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
5303,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
5304,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5305,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5306,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
5307,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
5308,Wetland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5309,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5310,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5311,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5312,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
5313,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5314,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5315,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
5316,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
5317,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5318,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
5319,Wetland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
5320,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
5321,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5322,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
5323,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5324,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5325,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5326,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5327,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5328,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5329,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5330,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5331,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
5332,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5333,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5334,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
5335,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5336,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5337,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5338,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5339,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
5340,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5341,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5342,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5343,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5344,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5345,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
5346,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5347,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
5348,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5349,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5350,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5351,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5352,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5353,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
5354,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5355,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5356,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5357,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5358,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5359,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
5360,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
5361,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5362,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5363,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5364,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5365,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
5366,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
5367,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
5368,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
5369,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
5370,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
5371,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
5372,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
5373,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5374,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5375,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5376,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5377,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5378,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5379,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5380,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5381,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5382,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5383,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5384,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5385,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5386,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5387,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5388,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
5389,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5390,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5391,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5392,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5393,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5394,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
5395,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5396,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
5397,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
5398,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
5399,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
5400,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
5401,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
5402,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5403,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5404,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5405,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5406,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5407,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5408,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5409,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
5410,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5411,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
5412,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
5413,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
5414,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
5415,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
5416,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
5417,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Water
5418,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
5419,Wetland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
5420,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
5421,Wetland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
5422,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5423,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5424,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5425,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5426,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5427,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5428,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
5429,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
5430,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
5431,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
5432,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
5433,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5434,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5435,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
5436,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5437,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
5438,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5439,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
5440,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
5441,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
5442,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
5443,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
5444,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
5445,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
5446,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
5447,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
5448,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
5449,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
5450,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
5451,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5452,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5453,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5454,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5455,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5456,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5457,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
5458,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5459,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5460,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
5461,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5462,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5463,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5464,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5465,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5466,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5467,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5468,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
5469,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5470,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
5471,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
