Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
2869,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2870,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
2871,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2872,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2873,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2874,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2875,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2876,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Built-up
2877,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
2878,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2879,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
2880,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2881,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2882,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2883,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2884,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2885,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2886,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2887,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2888,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2889,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2890,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2891,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2892,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2893,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2894,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2895,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2896,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2897,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2898,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2899,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2900,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2901,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2902,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2903,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2904,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2905,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2906,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2907,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2908,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2909,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Water
2910,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2911,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2912,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2913,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2914,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2915,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2916,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2917,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2918,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2919,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2920,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2921,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2922,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2923,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2924,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2925,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2926,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2927,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2928,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2929,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2930,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2931,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
2932,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2933,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2934,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
2935,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2936,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2937,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2938,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2939,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2940,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2941,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2942,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2943,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
2944,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2945,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
2946,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2947,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2948,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
2949,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Bareland
2950,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2951,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
2952,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
2953,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2954,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2955,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2956,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2957,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2958,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2959,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2960,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2961,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2962,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2963,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2964,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2965,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2966,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2967,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2968,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2969,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2970,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Water
2971,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
2972,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water,Grassland
2973,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water,Forest
2974,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2975,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2976,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2977,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
2978,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2979,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2980,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2981,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2982,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2983,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2984,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2985,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2986,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
2987,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Built-up
2988,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2989,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2990,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2991,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2992,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2993,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2994,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2995,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2996,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2997,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2998,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2999,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3000,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3001,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
3002,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3003,NULL,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3004,NULL,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
3005,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3006,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
3007,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3008,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3009,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3010,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3011,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3012,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3013,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3014,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
3015,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3016,NULL,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
3017,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
3018,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
3019,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
3020,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3021,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
3022,NULL,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
3023,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
3024,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Bareland
3025,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
3026,NULL,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3027,NULL,Water,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3028,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3029,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3030,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3031,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3032,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3033,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3034,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3035,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3036,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3037,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3038,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3039,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3040,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3041,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3042,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3043,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3044,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3045,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3046,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3047,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3048,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3049,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3050,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3051,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3052,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3053,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
3054,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3055,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3056,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3057,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3058,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3059,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3060,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3061,NULL,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3062,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3063,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3064,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
3065,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3066,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Water
3067,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3068,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
3069,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
3070,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3071,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3072,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3073,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3074,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3075,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3076,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3077,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
3078,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
3079,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
3080,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
3081,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3082,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3083,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
3084,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3085,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
3086,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3087,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3088,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3089,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3090,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3091,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3092,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3093,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3094,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3095,NULL,Water,Grassland,Water,Non_Wetland,Grassland,NULL,Forest
3096,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3097,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3098,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3099,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3100,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3101,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3102,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3103,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3104,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3105,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3106,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3107,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3108,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3109,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3110,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3111,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3112,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3113,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
3114,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3115,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3116,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3117,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
3118,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
3119,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3120,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3121,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3122,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3123,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3124,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3125,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3126,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3127,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3128,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3129,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3130,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3131,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3132,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3133,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3134,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3135,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3136,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3137,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3138,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
3139,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3140,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
3141,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
3142,NULL,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
3143,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3144,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3145,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
3146,NULL,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3147,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3148,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3149,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3150,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3151,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3152,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
3153,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
3154,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3155,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3156,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3157,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
3158,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3159,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3160,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3161,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3162,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
3163,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
3164,NULL,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
3165,NULL,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
3166,NULL,Water,Cropland,Water,Non_Wetland,Built-up,Water,Forest
3167,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
3168,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
3169,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3170,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
3171,NULL,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
3172,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
3173,NULL,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3174,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3175,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
3176,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3177,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3178,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3179,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3180,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
3181,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3182,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3183,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3184,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
3185,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3186,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
3187,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
3188,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
3189,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3190,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3191,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3192,NULL,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
3193,NULL,Water,Bareland,Water,Non_Wetland,NULL,Forest,Bareland
3194,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3195,NULL,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3196,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3197,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3198,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
3199,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3200,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3201,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
3202,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3203,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3204,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
3205,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3206,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3207,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
3208,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
