Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNQ_M_R
10856,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
10857,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
10858,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
10859,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10860,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
10861,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
10862,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
10863,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
10864,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10865,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
10866,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
10867,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
10868,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
10869,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
10870,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
10871,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
10872,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
10873,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
10874,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
10875,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
10876,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
10877,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
10878,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
10879,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
10880,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
10881,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,NULL
10882,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
10883,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
10884,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
10885,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
10886,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10887,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
10888,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
10889,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
10890,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
10891,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
10892,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10893,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10894,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
10895,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
10896,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
10897,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10898,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
10899,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10900,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10901,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10902,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10903,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10904,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10905,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
10906,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
10907,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
10908,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
10909,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
10910,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10911,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
10912,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
10913,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
10914,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
10915,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
10916,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
10917,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
10918,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
10919,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
10920,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
10921,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10922,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
10923,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10924,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
10925,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
10926,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
10927,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
10928,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
10929,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
10930,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
10931,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
10932,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
10933,Water,Water,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
10934,Water,Water,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
10935,Water,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
10936,Water,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
10937,Water,Water,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
10938,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Built-up
10939,Water,Water,Cropland,Water,Non_Wetland,Built-up,Water,Water
10940,Water,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
10941,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
10942,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
10943,Water,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
10944,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Grassland
10945,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Wetland
10946,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
10947,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
10948,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Grassland
10949,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Water
10950,Water,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
10951,Water,Water,Cropland,Water,Non_Wetland,Forest,NULL,Forest
10952,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Grassland
10953,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Water
10954,Water,Water,Cropland,Water,Non_Wetland,Forest,Water,Forest
10955,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
10956,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
10957,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
10958,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
10959,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
10960,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,NULL
10961,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
10962,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Wetland
10963,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
10964,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
10965,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
10966,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
10967,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
10968,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Grassland
10969,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Wetland
10970,Water,Water,Wetland,NULL,Wetland,NULL,Built-up,Forest
10971,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
10972,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
10973,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
10974,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
10975,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
10976,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
10977,Water,Water,Wetland,NULL,Wetland,NULL,Forest,NULL
10978,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
10979,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
10980,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Bareland
10981,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Water
10982,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
10983,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
10984,Water,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
10985,Water,Water,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
10986,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
10987,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Wetland
10988,Water,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
10989,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
10990,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
10991,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
10992,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
10993,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
10994,Water,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
10995,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
10996,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
10997,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Water
10998,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
10999,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,NULL
11000,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
11001,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Wetland
11002,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Bareland
11003,Water,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
11004,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Grassland
11005,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11006,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
11007,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
11008,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
11009,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11010,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
11011,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
11012,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11013,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
11014,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
11015,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
11016,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
11017,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11018,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
11019,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11020,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11021,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
11022,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
11023,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11024,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Wetland
11025,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
11026,Water,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
11027,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11028,Water,Water,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
11029,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
11030,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Forest
11031,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
11032,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
11033,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
11034,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Water
11035,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
11036,Water,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
11037,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Water
11038,Water,Water,Wetland,NULL,Wetland,Built-up,Built-up,Forest
11039,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Cropland
11040,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Wetland
11041,Water,Water,Wetland,NULL,Wetland,Built-up,Water,Water
11042,Water,Water,Wetland,NULL,Wetland,Water,NULL,NULL
11043,Water,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
11044,Water,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
11045,Water,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
11046,Water,Water,Wetland,NULL,Wetland,Water,NULL,Water
11047,Water,Water,Wetland,NULL,Wetland,Water,NULL,Forest
11048,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
11049,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
11050,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
11051,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
11052,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
11053,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
11054,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
11055,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
11056,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
11057,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
11058,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Forest
11059,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
11060,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
11061,Water,Water,Wetland,NULL,Wetland,Water,Water,Cropland
11062,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
11063,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
11064,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
11065,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
11066,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
11067,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
11068,Water,Water,Wetland,NULL,Wetland,Water,Forest,Cropland
11069,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
11070,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
11071,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11072,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Grassland
11073,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Wetland
11074,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Water
11075,Water,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
11076,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
11077,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Wetland
11078,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
11079,Water,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
11080,Water,Water,Wetland,NULL,Wetland,Forest,Built-up,Water
11081,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
11082,Water,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
11083,Water,Water,Wetland,NULL,Wetland,Forest,Water,Water
11084,Water,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11085,Water,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
11086,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
11087,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
11088,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11089,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11090,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
11091,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
11092,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
11093,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
11094,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
11095,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
11096,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
11097,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
11098,Water,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
11099,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
11100,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
11101,Water,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
11102,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,NULL
11103,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
11104,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Cropland
11105,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
11106,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
11107,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
11108,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,NULL
11109,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
11110,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
11111,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
11112,Water,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
11113,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
11114,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
11115,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
11116,Water,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
11117,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
11118,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
11119,Water,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
11120,Water,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
11121,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,NULL
11122,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
11123,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
11124,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
11125,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
11126,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,NULL
11127,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
11128,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
11129,Water,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
11130,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
11131,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
11132,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
11133,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
11134,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
11135,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
11136,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
11137,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
11138,Water,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
11139,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,NULL
11140,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
11141,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
11142,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11143,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11144,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
11145,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
11146,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
11147,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
11148,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
11149,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
11150,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Built-up
11151,Water,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
11152,Water,Water,Wetland,Non_Water,Wetland,Built-up,Bareland,Forest
11153,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Water
11154,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,NULL
11155,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
11156,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Cropland
11157,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
11158,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
11159,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
11160,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,NULL
11161,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
11162,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
11163,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
11164,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
11165,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
11166,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
11167,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
11168,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
11169,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
11170,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Wetland
11171,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Water
11172,Water,Water,Wetland,Non_Water,Wetland,Water,Built-up,Forest
11173,Water,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
11174,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
11175,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
11176,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
11177,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
11178,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11179,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11180,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
11181,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
11182,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Cropland
11183,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
11184,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
11185,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11186,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
11187,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
11188,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
11189,Water,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
11190,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
11191,Water,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
11192,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
11193,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
11194,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
11195,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
11196,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Cropland
11197,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
11198,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11199,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11200,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
11201,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
11202,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
11203,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
11204,Water,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11205,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
11206,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
11207,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
11208,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
11209,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
11210,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Grassland
11211,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Wetland
11212,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Water
11213,Water,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
11214,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
11215,Water,Water,Wetland,Water,Wetland,NULL,Built-up,Grassland
11216,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
11217,Water,Water,Wetland,Water,Wetland,NULL,Water,Cropland
11218,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
11219,Water,Water,Wetland,Water,Wetland,NULL,Water,Built-up
11220,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
11221,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
11222,Water,Water,Wetland,Water,Wetland,NULL,Forest,NULL
11223,Water,Water,Wetland,Water,Wetland,NULL,Forest,Grassland
11224,Water,Water,Wetland,Water,Wetland,NULL,Forest,Wetland
11225,Water,Water,Wetland,Water,Wetland,NULL,Forest,Water
11226,Water,Water,Wetland,Water,Wetland,NULL,Forest,Forest
