Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MME_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MME_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MME_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MME_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MME_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MME_M_R
340,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
341,NULL,Water,Wetland,NULL,Wetland,NULL,Water,NULL
342,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,NULL
343,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,NULL
344,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
345,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,NULL
346,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
347,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
348,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,NULL
349,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
350,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
351,NULL,Water,Wetland,NULL,Wetland,Water,Water,NULL
352,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
353,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
354,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
355,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
356,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
357,NULL,Water,Bareland,NULL,Non_Wetland,Water,Built-up,NULL
358,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
359,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
360,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
361,NULL,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
362,NULL,Water,Water,NULL,Water,Grassland,Water,NULL
363,NULL,Water,Water,NULL,Water,Wetland,Wetland,NULL
364,NULL,Water,Water,NULL,Water,Wetland,Water,NULL
365,NULL,Water,Water,NULL,Water,Built-up,Water,NULL
366,NULL,Water,Water,NULL,Water,Water,Wetland,NULL
367,NULL,Water,Water,NULL,Water,Water,Water,NULL
368,NULL,Water,Water,NULL,Water,Water,Forest,NULL
369,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,NULL
370,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
371,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
372,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
373,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Water,NULL
374,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
375,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
376,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
377,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
378,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
379,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
380,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
381,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
382,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,NULL
383,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
384,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
386,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
387,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
388,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
389,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
390,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
391,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
392,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
393,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
394,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
395,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
396,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
397,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
398,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
399,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
400,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
401,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
402,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
403,NULL,Forest,Wetland,NULL,Wetland,Water,Water,NULL
404,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
405,NULL,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
406,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
407,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
408,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
409,NULL,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
410,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
411,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
412,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
413,NULL,Forest,Water,NULL,Water,Wetland,Wetland,NULL
414,NULL,Forest,Water,NULL,Water,Wetland,Water,NULL
415,NULL,Forest,Water,NULL,Water,Water,Wetland,NULL
416,NULL,Forest,Water,NULL,Water,Water,Water,NULL
417,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
418,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
419,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
420,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
421,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
422,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
423,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
424,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
425,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
426,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
427,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
428,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
429,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
430,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
431,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
432,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
433,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
434,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
435,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
436,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
437,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
438,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
439,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
452,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
453,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
454,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
455,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
456,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
457,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
458,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
459,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
460,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
461,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
462,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
463,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
464,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
465,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
466,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
467,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
468,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
469,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
470,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
471,Grassland,NULL,Water,NULL,Water,NULL,Wetland,NULL
472,Grassland,NULL,Water,NULL,Water,NULL,Water,NULL
473,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
474,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
475,Grassland,NULL,Water,NULL,Water,Wetland,Water,NULL
476,Grassland,NULL,Water,NULL,Water,Water,Wetland,NULL
477,Grassland,NULL,Water,NULL,Water,Water,Water,NULL
478,Grassland,NULL,Water,NULL,Water,Forest,Wetland,NULL
479,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
480,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
481,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
482,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
483,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
484,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
485,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
486,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
487,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
488,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
489,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
490,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
491,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
492,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
493,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
494,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
495,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
496,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
497,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
498,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
499,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
500,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
501,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
502,Grassland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
503,Grassland,Wetland,Water,NULL,Water,Wetland,Water,NULL
504,Grassland,Wetland,Water,NULL,Water,Water,Wetland,NULL
505,Grassland,Wetland,Water,NULL,Water,Water,Water,NULL
506,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
507,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
508,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
509,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
510,Grassland,Water,Water,NULL,Water,Wetland,Water,NULL
511,Grassland,Water,Water,NULL,Water,Water,Wetland,NULL
512,Grassland,Water,Water,NULL,Water,Water,Water,NULL
513,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
514,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
515,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
516,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
517,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
518,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
519,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
520,Grassland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
521,Grassland,Forest,Wetland,NULL,Wetland,Forest,Water,NULL
522,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
523,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
524,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
525,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
526,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
527,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
528,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
529,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,NULL
530,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
534,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
535,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
536,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
537,Cropland,NULL,Water,NULL,Water,Water,Water,NULL
538,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
539,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
540,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
541,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
542,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
543,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
544,Cropland,Water,Water,NULL,Water,Wetland,Wetland,NULL
545,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
546,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
547,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
548,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
549,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
550,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
551,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
552,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
553,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
554,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
555,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
556,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
557,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
558,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
559,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
560,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
561,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
562,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
563,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
564,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
565,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
566,Wetland,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
567,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
568,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
569,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
570,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
571,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
572,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
573,Wetland,NULL,Water,NULL,Water,NULL,Wetland,NULL
574,Wetland,NULL,Water,NULL,Water,NULL,Water,NULL
575,Wetland,NULL,Water,NULL,Water,Grassland,Wetland,NULL
576,Wetland,NULL,Water,NULL,Water,Grassland,Water,NULL
577,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
578,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
579,Wetland,NULL,Water,NULL,Water,Water,Grassland,NULL
580,Wetland,NULL,Water,NULL,Water,Water,Wetland,NULL
581,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
582,Wetland,NULL,Water,NULL,Water,Forest,Water,NULL
583,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
584,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
585,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
586,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
587,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
588,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
589,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
590,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
591,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
592,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
593,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
594,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
595,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
596,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
597,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
598,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
599,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
600,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
601,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
602,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
603,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
604,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
605,Wetland,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
606,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
607,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
608,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
609,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
610,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
611,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
612,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
613,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
614,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
615,Wetland,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
616,Wetland,Wetland,Water,NULL,Water,NULL,Water,NULL
617,Wetland,Wetland,Water,NULL,Water,Grassland,Wetland,NULL
618,Wetland,Wetland,Water,NULL,Water,Grassland,Water,NULL
619,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
620,Wetland,Wetland,Water,NULL,Water,Wetland,Water,NULL
621,Wetland,Wetland,Water,NULL,Water,Water,Wetland,NULL
622,Wetland,Wetland,Water,NULL,Water,Water,Water,NULL
623,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
624,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
625,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
626,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
627,Wetland,Bareland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
628,Wetland,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
629,Wetland,Bareland,Water,NULL,Water,Wetland,Wetland,NULL
630,Wetland,Bareland,Water,NULL,Water,Water,Water,NULL
631,Wetland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
632,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
633,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
634,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
635,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
636,Wetland,Water,Wetland,NULL,Wetland,Water,Water,NULL
637,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
638,Wetland,Water,Water,NULL,Water,Wetland,Wetland,NULL
639,Wetland,Water,Water,NULL,Water,Wetland,Water,NULL
640,Wetland,Water,Water,NULL,Water,Water,Wetland,NULL
641,Wetland,Water,Water,NULL,Water,Water,Water,NULL
642,Wetland,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
643,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
644,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
645,Wetland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
646,Wetland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
647,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
648,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
649,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
650,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
651,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,NULL
652,Wetland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
653,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
654,Wetland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
655,Wetland,Forest,Water,NULL,Water,Water,Wetland,NULL
656,Wetland,Forest,Water,NULL,Water,Water,Water,NULL
657,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
658,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
659,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
665,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
666,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
667,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
668,Bareland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
669,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
670,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
671,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
672,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
673,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
674,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
675,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
676,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
677,Bareland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
678,Bareland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
679,Bareland,NULL,Water,NULL,Water,Wetland,Water,NULL
680,Bareland,NULL,Water,NULL,Water,Water,Wetland,NULL
681,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
682,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
683,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
684,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
685,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
686,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
687,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
688,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
689,Bareland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
690,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
691,Bareland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
692,Bareland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
693,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
694,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
695,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
