Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGC_M_R
2886,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2887,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
2888,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2889,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2890,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2891,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2892,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2893,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2894,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2895,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2896,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2897,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2898,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
2899,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
2900,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2901,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2902,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2903,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
2904,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2905,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2906,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2907,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2908,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2909,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2910,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2911,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2912,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2913,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
2914,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2915,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2916,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
2917,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Bareland
2918,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2919,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
2920,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2921,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
2922,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2923,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2924,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
2925,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2926,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2927,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2928,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2929,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2930,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2931,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2932,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2933,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2934,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2935,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2936,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2937,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2938,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2939,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2940,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2941,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2942,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2943,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2944,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2945,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2946,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2947,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2948,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2949,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2950,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2951,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2952,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2953,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2954,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2955,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2956,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2957,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2958,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2959,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2960,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2961,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2962,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2963,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2964,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2965,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2966,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2967,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2968,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2969,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2970,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2971,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2972,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2973,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2974,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
2975,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2976,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2977,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2978,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2979,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2980,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Built-up
2981,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2982,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2983,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2984,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2985,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2986,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2987,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2988,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2989,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2990,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2991,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2992,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2993,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2994,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2995,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2996,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2997,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2998,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2999,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3000,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3001,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3002,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3003,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3004,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3005,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3006,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3007,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3008,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3009,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3010,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3011,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3012,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3013,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3014,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3015,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3016,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3017,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3018,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
3019,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3020,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
3021,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3022,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
3023,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
3024,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
3025,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3026,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3027,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3028,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3029,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3030,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3031,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3032,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3033,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3034,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3035,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3036,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3037,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3038,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3039,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3040,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3041,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3042,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3043,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3044,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3045,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3046,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3047,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
3048,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3049,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3050,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3051,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3052,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3053,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3054,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3055,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3056,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3057,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3058,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3059,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3060,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
3061,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3062,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3063,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3064,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3065,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3066,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3067,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3068,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3069,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3070,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3073,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3074,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3075,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3076,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3077,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3078,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3079,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3080,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3081,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3082,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3083,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3084,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3085,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3086,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3087,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3088,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3089,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3090,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3091,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3092,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3093,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3094,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3095,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3096,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
3097,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3098,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3099,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3100,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3101,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3102,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3103,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3104,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3105,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3106,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3107,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3108,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3109,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3110,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3111,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3112,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3113,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3114,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3115,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3116,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3117,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3118,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3119,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3120,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3121,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3122,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3123,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3124,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3125,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3126,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3127,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
3128,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3129,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3130,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3131,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3132,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
3133,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
3134,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3135,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3136,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3137,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3138,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3139,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3140,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
3141,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
3142,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
3143,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3144,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3145,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3146,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3147,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3148,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3149,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3150,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3151,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3152,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3153,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3154,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3155,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
3156,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3157,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3158,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3159,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3160,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3161,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
3162,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3163,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3164,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3165,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3166,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3167,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
3168,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
3169,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3170,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3171,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3172,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3173,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3174,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3175,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3176,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3177,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3178,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3179,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Built-up
3180,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3181,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
3182,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3183,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Built-up
3184,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
3185,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
3186,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3187,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3188,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3189,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3190,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3191,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3192,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3193,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3194,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
3195,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3196,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3197,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3198,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
3199,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3200,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
3201,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
