Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDJ_M_R
4198,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4199,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4200,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4201,Forest,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4202,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4203,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4204,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4205,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4206,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4207,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4208,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4209,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
4210,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4211,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4212,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4213,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4214,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4215,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4216,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4217,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4218,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4219,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
4220,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
4221,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
4222,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4223,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4224,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4225,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4226,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4227,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
4228,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4229,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4230,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4231,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4232,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4233,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4234,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4235,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4236,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4237,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Bareland
4238,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
4239,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
4240,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
4241,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4242,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4243,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4244,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
4245,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4246,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
4247,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4248,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
4249,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
4250,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4251,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
4252,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
4253,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
4254,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Bareland
4255,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
4256,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
4257,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
4258,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4259,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4260,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Wetland
4261,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Water,Forest
4262,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
4263,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4264,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
4265,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
4266,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
4267,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
4268,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
4269,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
4270,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4271,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Water
4272,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
4273,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4274,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4275,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4276,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4277,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4278,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4279,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4280,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4281,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
4282,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4283,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4284,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
4285,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
4286,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4287,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4288,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4289,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
4290,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4291,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4292,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
4293,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
4294,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4295,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
4296,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
4297,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
4298,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
4299,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
4300,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
4301,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
4302,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
4303,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
4304,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
4305,Forest,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
4306,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
4307,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
4308,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
4309,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
4310,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Wetland
4311,Forest,Wetland,Water,NULL,Water,NULL,Water,Wetland
4312,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
4313,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
4314,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
4315,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
4316,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
4317,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
4318,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
4319,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
4320,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
4321,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
4322,Forest,Wetland,Water,NULL,Water,Water,Water,Water
4323,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
4324,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
4325,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4326,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
4327,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
4328,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
4329,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
4330,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
4331,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
4332,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
4333,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
4334,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
4335,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
4336,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
4337,Forest,Wetland,Water,Water,Water,Grassland,Water,Wetland
4338,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
4339,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
4340,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
4341,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
4342,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
4343,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
4344,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
4345,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
4346,Forest,Wetland,Water,Water,Water,Bareland,Water,Wetland
4347,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
4348,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
4349,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
4350,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
4351,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
4352,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
4353,Forest,Wetland,Water,Water,Water,Water,Water,Water
4354,Forest,Wetland,Water,Water,Water,Water,Water,Forest
4355,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4356,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4357,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4358,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4359,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4360,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4361,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
4362,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4363,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4364,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
4365,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4366,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4367,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4368,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4369,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4370,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
4371,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4372,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4373,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4374,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4375,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4376,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4377,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4378,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4379,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4380,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Wetland
4381,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4382,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4383,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
4384,Forest,Bareland,Water,Water,Water,Water,Water,Wetland
4385,Forest,Bareland,Water,Water,Water,Water,Water,Water
4386,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4387,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4388,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4389,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4390,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4391,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4392,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4393,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4394,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4395,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4396,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4397,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4398,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4399,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4401,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4402,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4403,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4404,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4405,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4406,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4407,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4408,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4409,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4410,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4411,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4412,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4413,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4414,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4415,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4416,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4417,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4418,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4419,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4420,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4421,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4422,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4423,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4424,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4425,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4426,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4427,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4428,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
4429,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
4430,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4431,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4432,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4433,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4434,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
4435,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4436,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
4437,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4438,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4439,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Bareland
4440,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4441,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4442,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4443,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4444,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4445,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4446,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
4447,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4448,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4449,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4450,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4451,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4452,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4453,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4454,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4455,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
4456,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4457,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4458,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4459,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
4460,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
4461,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4462,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
4463,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
4464,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
4465,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4466,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4467,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4468,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Bareland
4469,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
4470,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
4471,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
4472,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
4473,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
4474,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4475,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4476,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4477,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Wetland
4478,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
4479,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4480,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4481,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4482,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4483,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4484,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4485,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
4486,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4487,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4488,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4489,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4490,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
4491,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4492,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
4493,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
4494,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Wetland
4495,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
4496,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
4497,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
4498,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
4499,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4500,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
4501,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
4502,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4503,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4504,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
4505,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4506,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4507,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4508,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4509,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
4510,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4511,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4512,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
4513,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4514,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4515,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4516,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4517,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4518,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4519,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4520,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4521,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4522,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
4523,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4524,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4525,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4526,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4527,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4528,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4529,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4530,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4531,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4532,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4533,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
4534,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
4535,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4536,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
4537,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
4538,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4539,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
4540,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4541,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4542,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4543,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
