Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLS_M_R
11408,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Built-up
11409,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
11410,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11411,Water,Water,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
11412,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11413,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
11414,Water,Water,Shrubland,Water,Non_Wetland,Cropland,Water,Grassland
11415,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
11416,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
11417,Water,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
11418,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
11419,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11420,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
11421,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
11422,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11423,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
11424,Water,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
11425,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
11426,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
11427,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
11428,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
11429,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
11430,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11431,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
11432,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
11433,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Cropland
11434,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
11435,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11436,Water,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11437,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
11438,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11439,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
11440,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
11441,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
11442,Water,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
11443,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11444,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Cropland
11445,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11446,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
11447,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11448,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
11449,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
11450,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
11451,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
11452,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
11453,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
11454,Water,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11455,Water,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
11456,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
11457,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11458,Water,Water,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11459,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11460,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11461,Water,Water,Grassland,NULL,Non_Wetland,Wetland,NULL,Water
11462,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
11463,Water,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11464,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
11465,Water,Water,Grassland,NULL,Non_Wetland,Forest,Water,Forest
11466,Water,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
11467,Water,Water,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
11468,Water,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
11469,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11470,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11471,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
11472,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11473,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11474,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11475,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11476,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11477,Water,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11478,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11479,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11480,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11481,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11482,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11483,Water,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11484,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11485,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11486,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
11487,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11488,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11489,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11490,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
11491,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11492,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11493,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
11494,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
11495,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11496,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
11497,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11498,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11499,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11500,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11501,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11502,Water,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11503,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11504,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
11505,Water,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
11506,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11507,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
11508,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
11509,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
11510,Water,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11511,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11512,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11513,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11514,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11515,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11516,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
11517,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11518,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
11519,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
11520,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11521,Water,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
11522,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
11523,Water,Water,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
11524,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
11525,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Grassland,Water
11526,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
11527,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
11528,Water,Water,Cropland,NULL,Non_Wetland,Cropland,Water,Water
11529,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11530,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
11531,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
11532,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
11533,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11534,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
11535,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
11536,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
11537,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
11538,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
11539,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
11540,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
11541,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
11542,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Cropland
11543,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
11544,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
11545,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Water
11546,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
11547,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
11548,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
11549,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11550,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
11551,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11552,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11553,Water,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11554,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11555,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11556,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
11557,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11558,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
11559,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
11560,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
11561,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11562,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11563,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
11564,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
11565,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
11566,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
11567,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11568,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
11569,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
11570,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
11571,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
11572,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
11573,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
11574,Water,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
11575,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11576,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11577,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11578,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
11579,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
11580,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11581,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
11582,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Cropland
11583,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Bareland
11584,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Water
11585,Water,Water,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
11586,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11587,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
11588,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
11589,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
11590,Water,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11591,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
11592,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
11593,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11594,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Water
11595,Water,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11596,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
11597,Water,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
11598,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
11599,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
11600,Water,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Water
11601,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
11602,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Cropland
11603,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Wetland
11604,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
11605,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
11606,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11607,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11608,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
11609,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Bareland
11610,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11611,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11612,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11613,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
11614,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
11615,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Water
11616,Water,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11617,Water,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11618,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11619,Water,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11620,Water,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11621,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11622,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
11623,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
11624,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Water
11625,Water,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11626,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
11627,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
11628,Water,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11629,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11630,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
11631,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
11632,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
11633,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
11634,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11635,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11636,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
11637,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
11638,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
11639,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
11640,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11641,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
11642,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11643,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11644,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
11645,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11646,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11647,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
11648,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
11649,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
11650,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Built-up
11651,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
11652,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11653,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11654,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
11655,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Bareland
11656,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
11657,Water,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
11658,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11659,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
11660,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11661,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
11662,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11663,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
11664,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
11665,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
11666,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
11667,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Grassland
11668,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
11669,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland,Water,Water
11670,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
11671,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
11672,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
11673,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11674,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
11675,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
11676,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
11677,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
11678,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
11679,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
11680,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
11681,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
11682,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
11683,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
11684,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
11685,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
11686,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11687,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
11688,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11689,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
11690,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
11691,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
11692,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
11693,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
11694,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11695,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11696,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11697,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11698,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Water
11699,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
11700,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up,Water,Water
11701,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
11702,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
11703,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
11704,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
11705,Water,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
11706,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
11707,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
11708,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
11709,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
11710,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
11711,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
11712,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
11713,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
11714,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Built-up,Cropland
11715,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
11716,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
11717,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
11718,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
11719,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11720,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
11721,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
11722,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
11723,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Bareland
11724,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
11725,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
11726,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
11727,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
11728,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
11729,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
11730,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
11731,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Cropland
11732,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
11733,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11734,Water,Water,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
11735,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
11736,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
11737,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
11738,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
11739,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
11740,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
11741,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
11742,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Water
11743,Water,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
11744,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
11745,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Water
11746,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
11747,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Cropland
11748,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
11749,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
11750,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
11751,Water,Water,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
11752,Water,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
11753,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
11754,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
11755,Water,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
