Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
11871,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
11872,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
11873,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
11874,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
11875,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
11876,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
11877,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
11878,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
11879,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
11880,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
11881,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
11882,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
11883,Bareland,Bareland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
11884,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
11885,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11886,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
11887,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
11888,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
11889,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
11890,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
11891,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,NULL
11892,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
11893,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
11894,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
11895,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11896,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
11897,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
11898,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
11899,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
11900,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
11901,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
11902,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
11903,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
11904,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
11905,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
11906,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
11907,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
11908,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
11909,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
11910,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Water
11911,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
11912,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
11913,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
11914,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
11915,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
11916,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Grassland
11917,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Bareland
11918,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water,Water,Built-up
11919,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest,Bareland,Bareland
11920,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
11921,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest,Water,Built-up
11922,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
11923,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
11924,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
11925,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
11926,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Shrubland,Built-up
11927,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
11928,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
11929,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
11930,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,NULL
11931,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
11932,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
11933,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Bareland,Built-up
11934,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Built-up,Built-up
11935,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
11936,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water,Water,Built-up
11937,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
11938,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,Water,Built-up
11939,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
11940,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
11941,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
11942,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
11943,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
11944,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
11945,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
11946,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Bareland
11947,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Built-up
11948,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Wetland
11949,Bareland,Bareland,Water,Water,Water,NULL,Water,Water
11950,Bareland,Bareland,Water,Water,Water,Bareland,Water,Wetland
11951,Bareland,Bareland,Water,Water,Water,Bareland,Water,Built-up
11952,Bareland,Bareland,Water,Water,Water,Bareland,Water,Water
11953,Bareland,Bareland,Water,Water,Water,Water,NULL,Water
11954,Bareland,Bareland,Water,Water,Water,Water,Water,Wetland
11955,Bareland,Bareland,Water,Water,Water,Water,Water,Water
11956,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
11957,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
11958,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
11959,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
11960,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
11961,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
11962,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11963,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11964,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11965,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
11966,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11967,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
11968,Bareland,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
11969,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11970,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11971,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11972,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11973,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11974,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
11975,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
11976,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11977,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
11978,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
11979,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
11980,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11981,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11982,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
11983,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
11984,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11985,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11986,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11987,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11988,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
11989,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11990,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11991,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11992,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11993,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
11994,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
11995,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
11996,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
11997,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
11998,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
11999,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
12000,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
12001,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
12002,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
12003,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12004,Bareland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12005,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12006,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12007,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12008,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12009,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12010,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12011,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12012,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12013,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12014,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
12015,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12016,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12017,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12018,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
12019,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
12020,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
12021,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12022,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12023,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12024,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12025,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12026,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12027,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12028,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12029,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12030,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12031,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12032,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12033,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12034,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12035,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12036,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12037,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12038,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
12039,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
12040,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12041,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
12042,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12043,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
12044,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
12045,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
12046,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
12047,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12048,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
12049,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
12050,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12051,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
12052,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
12053,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12054,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
12055,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
12056,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12057,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12058,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12059,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12060,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
12061,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
12062,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Bareland
12063,Bareland,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
12064,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
12065,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12066,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
12067,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12068,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
12069,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
12070,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
12071,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
12072,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
12073,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12074,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
12075,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
12076,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
12077,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12078,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
12079,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
12080,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
12081,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
12082,Bareland,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
12083,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
12084,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
12085,Bareland,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
12086,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12087,Bareland,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
12088,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
12089,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Cropland
12090,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
12091,Bareland,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12092,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Grassland
12093,Bareland,Built-up,Wetland,Non_Water,Wetland,Water,NULL,Wetland
12094,Bareland,Built-up,Wetland,Water,Wetland,NULL,Water,Water
12095,Bareland,Built-up,Wetland,Water,Wetland,NULL,Forest,Wetland
12096,Bareland,Built-up,Wetland,Water,Wetland,Grassland,NULL,Grassland
12097,Bareland,Built-up,Wetland,Water,Wetland,Grassland,NULL,Water
12098,Bareland,Built-up,Wetland,Water,Wetland,Bareland,NULL,Wetland
12099,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Grassland,Bareland
12100,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
12101,Bareland,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
12102,Bareland,Built-up,Wetland,Water,Wetland,Water,Bareland,Wetland
12103,Bareland,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
12104,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
12105,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
12106,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
12107,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
12108,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
12109,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
12110,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
12111,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12112,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
12113,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
12114,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
12115,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12116,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12117,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12118,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12119,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
12120,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
12121,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Built-up
12122,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12123,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
12124,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
12125,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
12126,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
12127,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Bareland
12128,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
12129,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
12130,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
12131,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
12132,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
12133,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12134,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
12135,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12136,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
12137,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
12138,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
12139,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
12140,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
12141,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
12142,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12143,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12144,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
12145,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12146,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
12147,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12148,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12149,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
12150,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
12151,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
12152,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
12153,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
12154,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
12155,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12156,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
12157,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
12158,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12159,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12160,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
12161,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
12162,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12163,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
12164,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
12165,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
12166,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
12167,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
12168,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
12169,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12170,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
12171,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12172,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
12173,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
12174,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12175,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
12176,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
12177,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12178,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Cropland
12179,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
12180,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
12181,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
12182,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
12183,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
