Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKV_M_R
2334,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2335,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2336,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2337,NULL,Forest,Water,NULL,Water,Wetland,Forest,Forest
2338,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Forest
2339,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2340,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2341,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2342,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2343,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2344,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2345,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2346,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2347,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2348,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2349,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2350,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2351,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2352,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2353,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2354,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2355,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2356,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2357,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2358,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2359,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2360,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2361,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2362,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2363,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2364,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2365,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2366,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2367,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2368,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2369,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2370,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2371,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2372,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2373,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2374,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2375,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2376,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2377,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2378,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2379,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2380,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2381,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2382,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2383,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2384,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2385,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2386,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2387,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2388,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2389,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2390,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2391,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2392,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2393,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2394,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2395,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
2396,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2397,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2398,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2399,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2400,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2401,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2402,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2403,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2404,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2405,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2406,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2407,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2408,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2409,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2410,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2411,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2412,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2413,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2414,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2415,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2416,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
2417,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2418,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2419,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2420,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2421,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2422,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2423,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
2424,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2425,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2426,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
2427,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2428,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2429,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Wetland
2430,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2431,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Wetland
2432,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2433,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2434,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2435,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2436,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2437,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2438,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2439,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2440,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2441,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2442,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2443,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2444,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
2445,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2446,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2447,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
2448,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2449,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
2450,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2451,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2452,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2453,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2454,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2455,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2456,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2457,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2458,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
2459,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2460,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
2479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
2482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
2488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
2491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
2503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
2521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
2526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2533,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
2535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2540,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2541,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2542,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2543,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2544,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2545,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2546,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2547,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2548,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2549,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2550,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2551,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2553,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2554,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2555,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2564,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2565,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2566,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2567,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2568,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2569,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2570,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2571,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
2572,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
2573,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2574,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
2575,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2576,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2577,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2578,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2579,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2580,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2581,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2582,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2583,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2584,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2585,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2586,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2587,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2588,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2589,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
2590,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2591,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2592,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2593,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2594,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2595,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2596,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2597,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
2598,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2599,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2600,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2601,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2602,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2603,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2604,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
2605,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
2606,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2607,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2608,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2609,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2610,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2611,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2612,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2613,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2614,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Water,Grassland
2615,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2616,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2617,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
2618,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
2619,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2620,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
2621,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2622,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2623,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
2624,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2625,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
2626,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2627,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2628,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2629,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
2630,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2631,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
2632,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2633,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2634,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2635,Grassland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Wetland
2636,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2637,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
2638,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
2639,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2640,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
2641,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
2642,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2643,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2644,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2645,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2646,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2647,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
2648,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2649,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2650,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2651,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
2652,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
2653,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2654,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
2655,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
