Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWK_M_R
1581,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1582,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1583,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1586,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1587,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1588,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1589,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1590,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1591,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1592,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1593,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1594,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1595,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1596,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1597,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1598,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1599,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1600,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1601,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1602,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1603,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1604,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1605,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1606,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1607,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1608,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1609,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1610,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1611,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1612,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1613,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1614,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1615,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1616,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1617,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1618,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1619,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1620,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1621,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1622,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1623,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1624,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1625,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1626,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1627,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1628,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1629,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1630,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1631,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1632,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1633,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1634,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1635,Bareland,Bareland,Water,Water,Water,NULL,NULL,Cropland
1636,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1637,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1638,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1639,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1640,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1641,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1642,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1643,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1644,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1645,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1646,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1647,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1648,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1649,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1650,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1651,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1652,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1653,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1654,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1655,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1656,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1657,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1658,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1659,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1662,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1665,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1666,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1667,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1668,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1669,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1670,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1671,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1672,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1673,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1674,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1675,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1676,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1677,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1678,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1679,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1680,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1682,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1683,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1684,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1685,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1686,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1687,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1688,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1689,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Water
1690,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1691,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1692,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1693,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1694,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1695,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1696,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1697,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1698,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1699,Bareland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1700,Bareland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1701,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1703,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1704,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1705,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1706,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1707,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1708,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1709,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1710,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1711,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1712,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1713,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1714,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1715,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1716,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1717,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1718,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1719,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1720,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1721,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1722,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1723,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1724,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1726,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1727,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1728,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1729,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1730,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1731,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1732,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1733,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1734,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1735,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1736,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1737,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1740,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1741,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1742,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1743,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1744,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1745,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1746,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1747,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1748,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1749,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1750,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1751,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1752,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1754,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1755,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1756,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1757,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1758,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1759,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1760,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1761,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
1762,Bareland,Water,Water,NULL,Water,NULL,NULL,Cropland
1763,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
1764,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
1765,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
1766,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1767,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1768,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1769,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
1770,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1771,Bareland,Water,Water,Water,Water,NULL,NULL,Cropland
1772,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
1773,Bareland,Water,Water,Water,Water,NULL,NULL,Water
1774,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
1775,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1776,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1777,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1778,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1779,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1780,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1781,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1782,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1783,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1784,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1785,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1786,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1787,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1789,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1790,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1791,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1792,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1793,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1794,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1795,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1796,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1797,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1798,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1799,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1800,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1801,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1802,Bareland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1803,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1804,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1805,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1806,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1807,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1808,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1809,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1811,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1812,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1813,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1814,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1815,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1816,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1817,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1818,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1819,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1820,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1821,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1822,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1823,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1824,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1825,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1826,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1827,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1828,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1829,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1830,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1831,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
1832,Bareland,Forest,Water,Water,Water,NULL,NULL,Bareland
1833,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1834,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1835,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1836,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1837,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1838,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1839,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1841,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1842,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1843,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1844,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1845,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1846,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1847,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1848,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1849,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1850,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1851,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1852,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1853,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1854,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1855,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1856,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1857,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1858,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1859,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1860,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1861,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1862,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1863,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1864,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1865,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1866,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1867,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1868,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1869,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1870,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1871,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1872,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1873,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1874,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1875,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1876,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1877,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1878,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1879,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1880,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1881,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1882,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1883,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1884,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1885,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1886,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1887,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1888,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1889,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1890,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1891,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1892,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1893,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1894,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1895,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1896,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1897,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1898,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1899,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1900,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1901,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1902,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1903,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1904,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1905,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1906,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1907,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1908,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1909,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1910,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1911,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1912,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1913,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1914,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1915,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1916,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1917,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1918,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1919,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1920,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1921,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1922,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1923,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1924,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
