Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R
431,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
432,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
433,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
434,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
437,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
438,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
441,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
442,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
443,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
444,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
445,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
446,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
447,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
448,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
449,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
450,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
451,Grassland,Wetland,Wetland,NULL,Wetland,Water
452,Grassland,Wetland,Wetland,NULL,Wetland,Forest
453,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
454,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
455,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
456,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
457,Grassland,Wetland,Wetland,Water,Wetland,Grassland
458,Grassland,Wetland,Wetland,Water,Wetland,Wetland
459,Grassland,Wetland,Wetland,Water,Wetland,Water
460,Grassland,Wetland,Water,NULL,Water,Wetland
461,Grassland,Wetland,Water,NULL,Water,Water
462,Grassland,Wetland,Water,Non_Water,Water,Wetland
463,Grassland,Wetland,Water,Water,Water,Wetland
464,Grassland,Wetland,Water,Water,Water,Water
465,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
466,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
467,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
468,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
469,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
470,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
471,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
472,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
473,Grassland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
474,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
475,Grassland,Water,Wetland,NULL,Wetland,Grassland
476,Grassland,Water,Wetland,NULL,Wetland,Wetland
477,Grassland,Water,Wetland,NULL,Wetland,Forest
478,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
479,Grassland,Water,Wetland,Water,Wetland,Wetland
480,Grassland,Water,Wetland,Water,Wetland,Water
481,Grassland,Water,Water,NULL,Water,Wetland
482,Grassland,Water,Water,Water,Water,Wetland
483,Grassland,Water,Water,Water,Water,Water
484,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
485,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
486,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
487,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
488,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
489,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
490,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
491,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
492,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
493,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
494,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
495,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
496,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
497,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
498,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
499,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
500,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
501,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
502,Grassland,Forest,Wetland,NULL,Wetland,NULL
503,Grassland,Forest,Wetland,NULL,Wetland,Grassland
504,Grassland,Forest,Wetland,NULL,Wetland,Wetland
505,Grassland,Forest,Wetland,NULL,Wetland,Bareland
506,Grassland,Forest,Wetland,NULL,Wetland,Forest
507,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
508,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
509,Grassland,Forest,Wetland,Non_Water,Wetland,Bareland
510,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
511,Grassland,Forest,Wetland,Water,Wetland,Grassland
512,Grassland,Forest,Wetland,Water,Wetland,Wetland
513,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
514,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
515,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
516,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
517,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
518,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
519,Grassland,Forest,Water,Water,Water,Wetland
520,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
521,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
522,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
523,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
524,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
525,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
526,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
527,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
528,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
534,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
535,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
536,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
537,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
539,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
540,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
541,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
542,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
543,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
544,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
545,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
546,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
547,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
548,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
549,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
550,Cropland,NULL,Wetland,NULL,Wetland,Grassland
551,Cropland,NULL,Wetland,NULL,Wetland,Wetland
552,Cropland,NULL,Wetland,NULL,Wetland,Forest
553,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
554,Cropland,NULL,Wetland,Non_Water,Wetland,Water
555,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
556,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
557,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
558,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
559,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
560,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
561,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
562,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
563,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
564,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
565,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
566,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
567,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
568,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
569,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
571,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
572,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
573,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
574,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
575,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
576,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
577,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
578,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
579,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
580,Cropland,Bareland,Forest,NULL,Non_Wetland,Forest
581,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
582,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
583,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
584,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
585,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
586,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
587,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
588,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
589,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
590,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
591,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
592,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
593,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
594,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
595,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
596,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
597,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
598,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
599,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
600,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
601,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
602,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Forest
603,Cropland,Water,Wetland,NULL,Wetland,Water
604,Cropland,Water,Wetland,Water,Wetland,Water
605,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
606,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
607,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
608,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
609,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
610,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
611,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
612,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
613,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
614,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
615,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
616,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
617,Cropland,Forest,Wetland,NULL,Wetland,Grassland
618,Cropland,Forest,Wetland,NULL,Wetland,Wetland
619,Cropland,Forest,Wetland,NULL,Wetland,Bareland
620,Cropland,Forest,Wetland,NULL,Wetland,Forest
621,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
622,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
623,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
624,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
625,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
626,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
627,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
628,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
629,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
630,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
631,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
632,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
633,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
634,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
635,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
636,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
637,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
638,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
639,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
640,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
641,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
642,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
643,Wetland,NULL,Wetland,NULL,Wetland,Grassland
644,Wetland,NULL,Wetland,NULL,Wetland,Wetland
645,Wetland,NULL,Wetland,NULL,Wetland,Water
646,Wetland,NULL,Wetland,NULL,Wetland,Forest
647,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
648,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
649,Wetland,NULL,Wetland,Non_Water,Wetland,Water
650,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
651,Wetland,NULL,Wetland,Water,NULL,Water
652,Wetland,NULL,Wetland,Water,Wetland,Wetland
653,Wetland,NULL,Wetland,Water,Wetland,Water
654,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
655,Wetland,NULL,Water,NULL,Water,Wetland
656,Wetland,NULL,Water,Non_Water,Water,Wetland
657,Wetland,NULL,Water,Water,NULL,Water
658,Wetland,NULL,Water,Water,Water,Wetland
659,Wetland,NULL,Water,Water,Water,Water
660,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
661,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
662,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
663,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
664,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
665,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
666,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
667,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Bareland
668,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
669,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
670,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
671,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
672,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
673,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
674,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
675,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
676,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
677,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
678,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
679,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
680,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
681,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
682,Wetland,Wetland,Wetland,NULL,Wetland,Water
683,Wetland,Wetland,Wetland,NULL,Wetland,Forest
684,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
685,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
686,Wetland,Wetland,Wetland,Non_Water,Wetland,Bareland
687,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
688,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
689,Wetland,Wetland,Wetland,Water,Wetland,Grassland
690,Wetland,Wetland,Wetland,Water,Wetland,Wetland
691,Wetland,Wetland,Wetland,Water,Wetland,Water
692,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
693,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
694,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
695,Wetland,Wetland,Water,NULL,Water,Wetland
696,Wetland,Wetland,Water,NULL,Water,Water
697,Wetland,Wetland,Water,Non_Water,Water,Wetland
698,Wetland,Wetland,Water,Non_Water,Water,Water
699,Wetland,Wetland,Water,Water,Water,Grassland
700,Wetland,Wetland,Water,Water,Water,Wetland
701,Wetland,Wetland,Water,Water,Water,Water
702,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
703,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
704,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
705,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
706,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
707,Wetland,Wetland,Forest,Water,Non_Wetland,Water
708,Wetland,Bareland,Water,Water,Water,Water
709,Wetland,Built-up,Wetland,NULL,Wetland,Water
710,Wetland,Built-up,Wetland,Non_Water,Wetland,Water
711,Wetland,Built-up,Wetland,Water,Wetland,Water
712,Wetland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
713,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Water
714,Wetland,Water,Grassland,Non_Water,Non_Wetland,Water
715,Wetland,Water,Wetland,NULL,Wetland,Wetland
716,Wetland,Water,Wetland,NULL,Wetland,Water
717,Wetland,Water,Wetland,Non_Water,NULL,Wetland
718,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
719,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
720,Wetland,Water,Wetland,Non_Water,Wetland,Water
721,Wetland,Water,Wetland,Water,NULL,Water
722,Wetland,Water,Wetland,Water,Wetland,Wetland
723,Wetland,Water,Wetland,Water,Wetland,Water
724,Wetland,Water,Water,NULL,Water,Wetland
725,Wetland,Water,Water,Non_Water,NULL,Water
726,Wetland,Water,Water,Non_Water,Water,Wetland
727,Wetland,Water,Water,Non_Water,Water,Water
728,Wetland,Water,Water,Water,NULL,Wetland
729,Wetland,Water,Water,Water,NULL,Water
730,Wetland,Water,Water,Water,Water,Wetland
731,Wetland,Water,Water,Water,Water,Water
732,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
733,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
734,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
735,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
736,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
737,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
738,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
739,Wetland,Forest,Wetland,NULL,Wetland,Grassland
740,Wetland,Forest,Wetland,NULL,Wetland,Wetland
741,Wetland,Forest,Wetland,NULL,Wetland,Water
742,Wetland,Forest,Wetland,NULL,Wetland,Forest
743,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
744,Wetland,Forest,Wetland,Non_Water,Wetland,Water
745,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
746,Wetland,Forest,Wetland,Water,Wetland,Wetland
747,Wetland,Forest,Wetland,Water,Wetland,Water
748,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
749,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
750,Wetland,Forest,Built-up,Non_Water,Non_Wetland,Grassland
751,Wetland,Forest,Water,NULL,Water,Wetland
752,Wetland,Forest,Water,Water,NULL,Water
753,Wetland,Forest,Water,Water,Water,Wetland
754,Wetland,Forest,Water,Water,Water,Water
755,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
756,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
757,Wetland,Forest,Forest,Non_Water,Non_Wetland,Water
758,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
759,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
760,Bareland,NULL,NULL,NULL,Non_Wetland,Water
761,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
762,Bareland,NULL,NULL,Non_Water,Non_Wetland,Built-up
763,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
764,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
765,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
769,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
770,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
771,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
772,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
773,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
774,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
775,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
776,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
777,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
778,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
779,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
780,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
781,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
782,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
783,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
784,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
785,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
786,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
787,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
788,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
789,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
790,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
791,Bareland,NULL,Wetland,NULL,Wetland,Grassland
792,Bareland,NULL,Wetland,NULL,Wetland,Cropland
793,Bareland,NULL,Wetland,NULL,Wetland,Wetland
794,Bareland,NULL,Wetland,NULL,Wetland,Water
795,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
796,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
797,Bareland,NULL,Wetland,Non_Water,Wetland,Water
798,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
799,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
800,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
801,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
802,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
803,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
804,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
805,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
806,Bareland,NULL,Bareland,Water,Non_Wetland,Water
807,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
808,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
809,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
810,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
811,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
812,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
813,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
814,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
815,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
816,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
817,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
818,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
819,Bareland,NULL,Water,Water,NULL,Grassland
820,Bareland,NULL,Water,Water,NULL,Bareland
821,Bareland,NULL,Water,Water,NULL,Water
822,Bareland,NULL,Water,Water,Water,Water
823,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
824,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
825,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
826,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
827,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
828,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
829,Bareland,Wetland,Wetland,NULL,Wetland,Water
830,Bareland,Wetland,Wetland,Non_Water,Wetland,Water
831,Bareland,Wetland,Wetland,Water,Wetland,Water
832,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
833,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
834,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
835,Bareland,Wetland,Water,Non_Water,Water,Water
836,Bareland,Wetland,Water,Water,Water,Water
837,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
838,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
839,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland
840,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
841,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Wetland
842,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
843,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
844,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
845,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
846,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
847,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
848,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
849,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
850,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
851,Bareland,Bareland,Wetland,NULL,Wetland,Water
852,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
853,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
854,Bareland,Bareland,Wetland,Water,Wetland,Wetland
855,Bareland,Bareland,Wetland,Water,Wetland,Bareland
856,Bareland,Bareland,Wetland,Water,Wetland,Water
857,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
858,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
859,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
860,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
861,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
862,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
