Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKF_M_R
809,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
810,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
811,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
812,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
813,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
814,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
815,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
816,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
817,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
818,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
819,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
820,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
821,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
822,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
823,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
824,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
825,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
826,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
827,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
828,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
829,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
830,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
831,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
832,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
834,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
835,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
836,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
837,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
838,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
839,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
841,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
842,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
843,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
844,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
845,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
846,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
847,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
848,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
849,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
850,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
851,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
852,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
853,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
854,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
855,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
856,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
857,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
858,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
859,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
860,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
862,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
863,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
864,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
865,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
871,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
872,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
874,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
875,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
877,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
878,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
879,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
880,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
881,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
882,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
884,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
885,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
886,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
887,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
888,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
890,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
892,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
893,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
894,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
895,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
896,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
898,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
899,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
900,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
901,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
903,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
904,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
905,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
906,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
907,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
908,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
909,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
910,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
912,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
913,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
914,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
915,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
916,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
917,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
918,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
919,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
923,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
925,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
926,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
927,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
928,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
929,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
930,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
931,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
932,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
933,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
934,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
935,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
936,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
937,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
938,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
939,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
940,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
941,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
942,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
943,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
944,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
945,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
946,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
947,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
948,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
949,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
950,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
951,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
952,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
953,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
954,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
955,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
956,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
957,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
958,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
959,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
960,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
962,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
963,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
964,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
965,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
966,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
968,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
969,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
970,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
972,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
973,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
974,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
976,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
977,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
978,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
979,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
980,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
981,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
982,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
983,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
984,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
985,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
987,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
988,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
991,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
992,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
993,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
994,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
995,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
996,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
997,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
998,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1000,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1001,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1003,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1004,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1005,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1006,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1008,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1009,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1010,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1011,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1012,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1013,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1014,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1015,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1016,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1017,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1018,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1020,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1021,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1022,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1023,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1024,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1025,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1026,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1027,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1029,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1031,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1033,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1036,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1037,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1038,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1039,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1040,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1041,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1042,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1043,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1046,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1047,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1048,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1050,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1051,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1056,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1057,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1058,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1060,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1061,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1063,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1065,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1069,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1070,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1071,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1072,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1074,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1076,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1077,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1079,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1080,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1081,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1082,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1083,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1084,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1086,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1087,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1088,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1090,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1091,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1092,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1095,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1097,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1098,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1100,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1101,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1102,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1103,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1104,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1105,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1108,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1109,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1111,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1112,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1114,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1115,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1116,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1117,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1118,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1119,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1122,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1126,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1127,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1128,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1130,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1131,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1132,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1138,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1139,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1140,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
