Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCS_M_R
360,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
361,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
362,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
363,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
364,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
365,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
367,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
368,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
369,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
370,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
371,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
372,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
373,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
374,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
375,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
376,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
377,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
378,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
379,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
380,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
381,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
382,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
383,Forest,Water,Water,NULL,Water,NULL,NULL,Water
384,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
385,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
386,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
387,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
388,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
389,Forest,Water,Water,Water,Water,NULL,NULL,Water
390,Forest,Water,Water,Water,Water,NULL,NULL,Forest
391,Forest,Water,Water,Water,Water,Water,NULL,Water
392,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
393,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
394,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
396,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
397,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
398,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
399,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
400,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
401,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
402,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
403,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
404,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
405,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
406,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
407,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
408,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
409,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
410,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
411,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
412,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
413,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
414,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
416,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
418,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
419,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
420,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
421,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
423,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
426,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
427,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
428,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
429,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
430,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
432,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
434,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
435,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
437,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
438,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
439,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
440,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
441,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
443,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
444,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
445,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
446,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
447,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
448,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
449,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
450,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
451,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
452,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
453,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
454,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
455,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
456,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
457,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
458,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
459,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
460,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
462,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
464,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
465,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
466,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
467,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
469,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
470,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
471,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
472,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
473,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
474,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
475,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
476,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
477,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
478,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
479,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
480,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
481,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
482,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
483,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
484,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
485,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
486,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
487,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
488,Forest,Forest,Water,Water,Water,NULL,NULL,Water
489,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
490,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
491,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
492,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
493,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
494,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
495,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
496,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
497,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
498,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
499,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
500,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
501,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
502,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
504,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
505,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
506,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
507,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
508,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
509,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
