Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKS_M_R
4110,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
4111,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
4112,Forest,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
4113,Forest,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
4114,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
4115,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
4116,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
4117,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
4118,Forest,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
4119,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
4120,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
4121,Forest,NULL,Wetland,Water,Wetland,Water,Water,Bareland
4122,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
4123,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
4124,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
4125,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
4126,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
4127,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
4128,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4129,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
4130,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4131,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4132,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
4133,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4134,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
4135,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
4136,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4137,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
4138,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
4139,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4140,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4141,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
4142,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4143,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4144,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4145,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
4146,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4147,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4148,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4149,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
4150,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4151,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4152,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4153,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4154,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4155,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4156,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
4157,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4158,Forest,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
4159,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
4160,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
4161,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4162,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4163,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4164,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4165,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4166,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4167,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4168,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4169,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4170,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
4171,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4172,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
4173,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4174,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4175,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4176,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
4177,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
4178,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4179,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
4180,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
4181,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4182,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
4183,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4184,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
4185,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4186,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4187,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4188,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4189,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4190,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
4191,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Forest
4192,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4193,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4194,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4195,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
4196,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
4197,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
4198,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
4199,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Bareland,Grassland
4200,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
4201,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
4202,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
4203,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
4204,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
4205,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
4206,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
4207,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
4208,Forest,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Grassland
4209,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Forest
4210,Forest,NULL,Water,NULL,Water,NULL,Wetland,Grassland
4211,Forest,NULL,Water,NULL,Water,NULL,Wetland,Water
4212,Forest,NULL,Water,NULL,Water,NULL,Wetland,Forest
4213,Forest,NULL,Water,NULL,Water,NULL,Water,Grassland
4214,Forest,NULL,Water,NULL,Water,NULL,Forest,Forest
4215,Forest,NULL,Water,NULL,Water,Grassland,Wetland,Forest
4216,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
4217,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
4218,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
4219,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
4220,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
4221,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
4222,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
4223,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
4224,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
4225,Forest,NULL,Water,NULL,Water,Water,Water,Water
4226,Forest,NULL,Water,NULL,Water,Water,Water,Forest
4227,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
4228,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
4229,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Water
4230,Forest,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
4231,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
4232,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
4233,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4234,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
4235,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
4236,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4237,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4238,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
4239,Forest,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
4240,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
4241,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
4242,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
4243,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Forest
4244,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
4245,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
4246,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
4247,Forest,NULL,Water,Non_Water,Water,Water,Forest,Grassland
4248,Forest,NULL,Water,Non_Water,Water,Water,Forest,Forest
4249,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
4250,Forest,NULL,Water,Water,Water,NULL,Wetland,Wetland
4251,Forest,NULL,Water,Water,Water,NULL,Wetland,Water
4252,Forest,NULL,Water,Water,Water,NULL,Wetland,Forest
4253,Forest,NULL,Water,Water,Water,NULL,Water,Grassland
4254,Forest,NULL,Water,Water,Water,NULL,Water,Water
4255,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
4256,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
4257,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
4258,Forest,NULL,Water,Water,Water,Grassland,Water,Grassland
4259,Forest,NULL,Water,Water,Water,Grassland,Water,Water
4260,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4261,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
4262,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
4263,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
4264,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
4265,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
4266,Forest,NULL,Water,Water,Water,Wetland,Water,Water
4267,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
4268,Forest,NULL,Water,Water,Water,Bareland,Wetland,Grassland
4269,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
4270,Forest,NULL,Water,Water,Water,Bareland,Water,Wetland
4271,Forest,NULL,Water,Water,Water,Bareland,Water,Water
4272,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
4273,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
4274,Forest,NULL,Water,Water,Water,Water,Wetland,Water
4275,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
4276,Forest,NULL,Water,Water,Water,Water,Water,Grassland
4277,Forest,NULL,Water,Water,Water,Water,Water,Water
4278,Forest,NULL,Water,Water,Water,Water,Water,Forest
4279,Forest,NULL,Water,Water,Water,Water,Forest,Grassland
4280,Forest,NULL,Water,Water,Water,Water,Forest,Forest
4281,Forest,NULL,Water,Water,Water,Forest,Forest,Forest
4282,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4283,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4284,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4285,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4286,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4287,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4288,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4289,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4290,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4291,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4292,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4293,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4294,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4295,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4296,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4297,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4298,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4299,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4300,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4301,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4302,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4303,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4304,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4305,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4306,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4307,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4308,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4309,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4310,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4311,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4312,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4313,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4314,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4315,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4316,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4317,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4318,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4319,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4320,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4321,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4322,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4323,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4324,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4325,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4326,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4327,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4328,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
4329,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
4330,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4331,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4332,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
4333,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4334,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4335,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4336,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4337,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4338,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
4339,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4340,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4341,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4342,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4343,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4344,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4345,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4346,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4347,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4348,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4349,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4350,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4351,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4352,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4353,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4354,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4355,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4356,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
4357,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4358,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
4359,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4360,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
4361,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
4362,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
4363,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
4364,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4365,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4366,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4367,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4368,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
4369,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4370,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4371,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
4372,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4373,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4374,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
4375,Forest,NULL,Forest,Water,Non_Wetland,Built-up,Bareland,Grassland
4376,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
4377,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
4378,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
4379,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
4380,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4381,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4382,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4383,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4384,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4385,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4386,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4387,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4388,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
4389,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4390,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4391,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4395,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4396,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4397,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4398,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4399,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4400,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4401,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4402,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4403,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4404,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4405,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4406,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4407,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4408,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4409,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
4410,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4411,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4412,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4413,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4414,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4415,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4416,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4417,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4418,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4419,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4420,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4421,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4422,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
4423,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4424,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
4425,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
4426,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
4427,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
4428,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
4429,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4430,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4431,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
4432,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4433,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
4434,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4435,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4436,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4437,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
4438,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4439,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4440,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4441,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4442,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4443,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4444,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4445,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4446,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4447,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4448,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
4449,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4450,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
4451,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
