Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
890,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
891,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
892,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
893,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
894,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
895,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
896,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
897,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
898,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
899,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
900,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
901,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
902,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
903,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
904,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
905,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
906,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
907,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
908,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
909,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
910,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
911,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
912,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
913,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
914,Wetland,Wetland,Water,NULL,Water,Wetland,Grassland,Grassland
915,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Wetland
916,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
917,Wetland,Wetland,Water,NULL,Water,Water,Water,Grassland
918,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
919,Wetland,Wetland,Water,Non_Water,Water,Wetland,Grassland,Grassland
920,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
921,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
922,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
923,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
924,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
925,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
926,Wetland,Wetland,Water,Water,Water,Grassland,Water,Wetland
927,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Grassland
928,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
929,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
930,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
931,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
932,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
933,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
934,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
935,Wetland,Wetland,Water,Water,Water,Water,Grassland,Grassland
936,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
937,Wetland,Wetland,Water,Water,Water,Water,Grassland,Forest
938,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
939,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
940,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
941,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
942,Wetland,Wetland,Water,Water,Water,Water,Water,Water
943,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
944,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
945,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
946,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
947,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
948,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
949,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
950,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
951,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
952,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
953,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
954,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
955,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
956,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
957,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
958,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
959,Wetland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
960,Wetland,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
961,Wetland,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
962,Wetland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
963,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
964,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
965,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
966,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
967,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
968,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
969,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
970,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
971,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
972,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
973,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
974,Wetland,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
975,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
976,Wetland,Water,Water,NULL,Water,Water,Water,Wetland
977,Wetland,Water,Water,Non_Water,Water,Water,Water,Wetland
978,Wetland,Water,Water,Water,Water,Water,Water,Grassland
979,Wetland,Water,Water,Water,Water,Water,Water,Wetland
980,Wetland,Water,Water,Water,Water,Water,Water,Water
981,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
982,Wetland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
983,Wetland,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
984,Wetland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
985,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
986,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
987,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
988,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
989,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
990,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
991,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
992,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
993,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
994,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
995,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
996,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
997,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
998,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
999,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1000,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1001,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1002,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
1003,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1004,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1005,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1006,Wetland,Forest,Water,Water,Water,Wetland,Water,Wetland
1007,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
1008,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
1009,Wetland,Forest,Water,Water,Water,Water,Water,Water
1010,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1011,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1012,Wetland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1013,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1014,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1015,Wetland,Forest,Forest,Water,Non_Wetland,Water,Wetland,Wetland
1016,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1017,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1018,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1019,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1020,Bareland,Bareland,Built-up,Water,Non_Wetland,Water,Water,Water
1021,Bareland,Bareland,Water,Non_Water,Water,Water,Water,Water
1022,Bareland,Bareland,Water,Water,Water,Water,Water,Water
1023,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
1024,Bareland,Water,Built-up,Water,Non_Wetland,Water,Water,Water
1025,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1026,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1027,Water,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1028,Water,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1029,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1030,Water,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
1031,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1032,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
1033,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1034,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
1035,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
1036,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1037,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1038,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1039,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1040,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1041,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1042,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1043,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1044,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1045,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1046,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1047,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1048,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
1049,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1050,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1051,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1052,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
1053,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1054,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1055,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1056,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1057,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1058,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1059,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1060,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1061,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1062,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1063,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1064,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1065,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1066,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1067,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1068,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1069,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1070,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1071,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1072,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1073,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1074,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1075,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1076,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1077,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1078,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1079,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1080,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1081,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1082,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
1083,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
1084,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
1085,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1086,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1087,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1088,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1089,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
1090,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
1091,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1092,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1093,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1094,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
1095,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
1096,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1097,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1098,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1099,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1100,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1101,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
1102,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1103,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1104,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
1105,Water,NULL,Water,NULL,Water,Wetland,Forest,Water
1106,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
1107,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
1108,Water,NULL,Water,NULL,Water,Water,Water,Grassland
1109,Water,NULL,Water,NULL,Water,Water,Water,Wetland
1110,Water,NULL,Water,NULL,Water,Water,Water,Water
1111,Water,NULL,Water,NULL,Water,Water,Water,Forest
1112,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1113,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
1114,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
1115,Water,NULL,Water,Non_Water,Water,Water,Water,Water
1116,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1117,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1118,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
1119,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
1120,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
1121,Water,NULL,Water,Water,Water,Wetland,Water,Water
1122,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
1123,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
1124,Water,NULL,Water,Water,Water,Water,Wetland,Water
1125,Water,NULL,Water,Water,Water,Water,Wetland,Forest
1126,Water,NULL,Water,Water,Water,Water,Water,Grassland
1127,Water,NULL,Water,Water,Water,Water,Water,Wetland
1128,Water,NULL,Water,Water,Water,Water,Water,Water
1129,Water,NULL,Water,Water,Water,Water,Water,Forest
1130,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1131,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1132,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1133,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
1134,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1135,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1136,Water,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1137,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1138,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
1139,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1140,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1141,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1142,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1143,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1144,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
1145,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1146,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1147,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
1148,Water,Wetland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1149,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1150,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
1151,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
1152,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
1153,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1154,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1155,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1156,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1157,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1158,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1159,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1160,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
1161,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1162,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1163,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1164,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1165,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1166,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1167,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1168,Water,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1169,Water,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1170,Water,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1171,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
1172,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
1173,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1174,Water,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
1175,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1176,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1177,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1178,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1179,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1180,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1181,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1182,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1183,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1184,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1185,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1186,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1187,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1188,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1189,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1190,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1191,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Wetland
1192,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1193,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1194,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
1195,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1196,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1197,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1198,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1199,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1200,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1201,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1202,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1203,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1204,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1205,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Water
1206,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1207,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1208,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1209,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1210,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1211,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
1212,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
1213,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
1214,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
1215,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1216,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1217,Water,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
1218,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1219,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1220,Water,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
1221,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1222,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1223,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1224,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1225,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1226,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1227,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1228,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1229,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
1230,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
1231,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
1232,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1233,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
1234,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1235,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
1236,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1237,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
1238,Water,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
1239,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1240,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1241,Water,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
1242,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1243,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1244,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1245,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1246,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1247,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1248,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
1249,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1250,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1251,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1252,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1253,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1254,Water,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
