Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEE_M_R
707,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
708,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
709,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
710,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
711,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
712,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
713,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
714,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
715,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
716,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
717,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
718,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
719,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
720,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
721,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
722,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
723,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
724,Water,Bareland,Water,NULL,Water,NULL,NULL,Forest
725,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
726,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
727,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
728,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
729,Water,Bareland,Water,Water,Water,NULL,NULL,Water
730,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
731,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
732,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
733,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
734,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
735,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
736,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
737,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
738,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
739,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
740,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
741,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
742,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
743,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
744,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
745,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
746,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
747,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
749,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
750,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
751,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
752,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
755,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
756,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
757,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
758,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
759,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
760,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
761,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
762,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
763,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
764,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
765,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
766,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
767,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
768,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
769,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
770,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
771,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
772,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
773,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
774,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
775,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
776,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
777,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
778,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
779,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
780,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
781,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
782,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
783,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
784,Water,Water,Water,NULL,Water,NULL,NULL,Water
785,Water,Water,Water,NULL,Water,NULL,NULL,Forest
786,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
787,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
788,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
789,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
790,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
791,Water,Water,Water,Water,Water,NULL,NULL,Grassland
792,Water,Water,Water,Water,Water,NULL,NULL,Wetland
793,Water,Water,Water,Water,Water,NULL,NULL,Bareland
794,Water,Water,Water,Water,Water,NULL,NULL,Water
795,Water,Water,Water,Water,Water,NULL,NULL,Forest
796,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
797,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
798,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
799,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
800,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
801,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
802,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
803,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
804,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
806,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
807,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
808,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
809,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
810,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
811,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
812,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
813,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
814,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
816,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
817,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
818,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
819,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
820,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
821,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
822,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
823,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
824,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
825,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
826,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
827,Water,Forest,Water,NULL,Water,NULL,NULL,Water
828,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
829,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
830,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
831,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
832,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
833,Water,Forest,Water,Water,Water,NULL,NULL,Water
834,Water,Forest,Water,Water,Water,NULL,NULL,Forest
835,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
836,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
837,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
838,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
839,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
840,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
841,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
842,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
843,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
845,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
846,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
847,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
848,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
849,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
850,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
851,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
852,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
853,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
854,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
855,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
856,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
857,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
859,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
860,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
861,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
862,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
863,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Water
864,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Grassland
865,Permanent_ice_and_snow,Bareland,Water,Water,Water,NULL,NULL,Water
866,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
868,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
869,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
870,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
871,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
872,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
873,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
874,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
875,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
876,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
877,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
878,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
879,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Bareland
880,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
881,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
882,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
883,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
884,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
885,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
886,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
887,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
888,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
889,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
891,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
892,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
893,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
894,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
895,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
896,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
897,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
898,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
899,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
900,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
901,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
903,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
904,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
905,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
906,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
908,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
909,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
910,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
911,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
912,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
914,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
916,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
917,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
918,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
919,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
920,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
921,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
922,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
923,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
924,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
925,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
926,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
927,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
928,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
929,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
930,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
931,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
932,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
933,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
934,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
935,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
936,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
937,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
938,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
939,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
940,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
941,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
942,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
943,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
944,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
945,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
946,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
947,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
948,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
949,Forest,NULL,Water,Water,Water,NULL,NULL,Water
950,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
951,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
952,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
953,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
954,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
955,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
956,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
957,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
959,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
960,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
961,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
962,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
963,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
964,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
965,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
967,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
969,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
970,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
971,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
972,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
973,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
974,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
975,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
976,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
977,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
978,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
979,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
980,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
981,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
982,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
984,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
986,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
987,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
988,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
989,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
990,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
991,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
992,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
993,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
994,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
995,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
996,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
997,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
998,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
999,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1000,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1001,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1002,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1004,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1006,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1007,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1008,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1009,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1010,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1011,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1012,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1013,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1014,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1015,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1016,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1017,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1018,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1020,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1021,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1022,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1024,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1025,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1027,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1029,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1031,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1032,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1034,Forest,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1035,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1036,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1037,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1038,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1039,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1040,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1041,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1042,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1043,Forest,Bareland,Water,Water,Water,NULL,NULL,Bareland
1044,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1045,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1048,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1049,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1052,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1053,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1055,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1056,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1057,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1059,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1061,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1062,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
