Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCE_M_R
1746,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1747,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1748,Bareland,Bareland,Water,NULL,Water,Wetland,Water,NULL
1749,Bareland,Bareland,Water,NULL,Water,Bareland,Bareland,NULL
1750,Bareland,Bareland,Water,NULL,Water,Bareland,Water,NULL
1751,Bareland,Bareland,Water,NULL,Water,Bareland,Forest,NULL
1752,Bareland,Bareland,Water,NULL,Water,Water,Bareland,NULL
1753,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
1754,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1755,Bareland,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,NULL
1756,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1757,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1758,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1759,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1760,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1761,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1762,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1763,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1764,Bareland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1765,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1766,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1767,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1768,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1769,Bareland,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
1770,Bareland,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1771,Bareland,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
1772,Bareland,Water,Wetland,NULL,Wetland,Water,Water,NULL
1773,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1774,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
1775,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1776,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1777,Bareland,Water,Water,NULL,Water,Grassland,Water,NULL
1778,Bareland,Water,Water,NULL,Water,Wetland,Bareland,NULL
1779,Bareland,Water,Water,NULL,Water,Wetland,Water,NULL
1780,Bareland,Water,Water,NULL,Water,Bareland,Wetland,NULL
1781,Bareland,Water,Water,NULL,Water,Bareland,Bareland,NULL
1782,Bareland,Water,Water,NULL,Water,Bareland,Water,NULL
1783,Bareland,Water,Water,NULL,Water,Water,Water,NULL
1784,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1785,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1786,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1787,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1788,Bareland,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
1789,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1790,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1791,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1792,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1793,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1794,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1795,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1796,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1797,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1798,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1799,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1800,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1801,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1802,Bareland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1803,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1804,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1805,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1806,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1807,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
1808,Bareland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1809,Bareland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1810,Bareland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1811,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1812,Bareland,Forest,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1813,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1814,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1815,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1816,Bareland,Forest,Water,NULL,Water,Bareland,Bareland,NULL
1817,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1818,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1819,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1820,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1821,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1822,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1823,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1824,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1825,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1826,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1827,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1828,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1829,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1830,Bareland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1831,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1832,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
1833,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1834,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1835,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1836,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1837,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1838,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1839,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1840,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
1841,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1842,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1843,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1844,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1845,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1846,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1847,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1848,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1849,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1850,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1851,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1852,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1853,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1854,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1855,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1856,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1857,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1858,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1859,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1860,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
1861,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1862,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1863,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1864,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1865,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1866,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1867,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1868,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1869,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1870,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1871,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1872,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1873,Water,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1874,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1875,Water,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1876,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1877,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1878,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1879,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1880,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1881,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1882,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1883,Water,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1884,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
1885,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1886,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1887,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
1888,Water,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
1889,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
1890,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Water,NULL
1891,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1892,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1893,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1894,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1895,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
1896,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1897,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
1898,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1899,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1900,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1901,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1902,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1903,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1904,Water,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
1905,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
1906,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
1907,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1908,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
1909,Water,NULL,Water,NULL,Water,Bareland,Bareland,NULL
1910,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
1911,Water,NULL,Water,NULL,Water,Water,Water,NULL
1912,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1913,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1914,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1915,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1916,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1917,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1918,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1919,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1920,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1921,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1922,Water,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1923,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1924,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1925,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1926,Water,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1927,Water,Cropland,Wetland,NULL,Wetland,Bareland,Water,NULL
1928,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,NULL
1929,Water,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
1930,Water,Cropland,Water,NULL,Water,Grassland,Water,NULL
1931,Water,Cropland,Water,NULL,Water,Water,Water,NULL
1932,Water,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1933,Water,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1934,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1935,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1936,Water,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1937,Water,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1938,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,NULL
1939,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1940,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1941,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1942,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1943,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1944,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
1945,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1946,Water,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1947,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1948,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
1949,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1950,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
1951,Water,Wetland,Grassland,NULL,Non_Wetland,Water,Water,NULL
1952,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1953,Water,Wetland,Wetland,NULL,Wetland,NULL,Water,NULL
1954,Water,Wetland,Wetland,NULL,Wetland,Grassland,NULL,NULL
1955,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1956,Water,Wetland,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1957,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1958,Water,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
1959,Water,Wetland,Wetland,NULL,Wetland,Wetland,NULL,NULL
1960,Water,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1961,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1962,Water,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1963,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1964,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
1965,Water,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1966,Water,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
1967,Water,Wetland,Wetland,NULL,Wetland,Bareland,Water,NULL
1968,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,NULL
1969,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1970,Water,Wetland,Wetland,NULL,Wetland,Water,Bareland,NULL
1971,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1972,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,NULL
1973,Water,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
1974,Water,Wetland,Wetland,NULL,Wetland,Forest,Water,NULL
1975,Water,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
1976,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1977,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1978,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
1979,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1980,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1981,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,NULL
1982,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
1983,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1984,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1985,Water,Wetland,Bareland,NULL,Non_Wetland,Forest,Water,NULL
1986,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1987,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1988,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
1989,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,NULL
1990,Water,Wetland,Built-up,NULL,Non_Wetland,Forest,Wetland,NULL
1991,Water,Wetland,Water,NULL,Water,NULL,Wetland,NULL
1992,Water,Wetland,Water,NULL,Water,NULL,Water,NULL
1993,Water,Wetland,Water,NULL,Water,Grassland,Water,NULL
1994,Water,Wetland,Water,NULL,Water,Wetland,Grassland,NULL
1995,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
1996,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
1997,Water,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
1998,Water,Wetland,Water,NULL,Water,Bareland,Water,NULL
1999,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
2000,Water,Wetland,Water,NULL,Water,Water,Water,NULL
2001,Water,Wetland,Water,NULL,Water,Water,Forest,NULL
2002,Water,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2003,Water,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2004,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2005,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
2006,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2007,Water,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2008,Water,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,NULL
2009,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2010,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,NULL
2011,Water,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
2012,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2013,Water,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2014,Water,Bareland,NULL,NULL,Non_Wetland,Water,Water,NULL
2015,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2016,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2017,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2018,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2019,Water,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2020,Water,Bareland,Wetland,NULL,Wetland,Wetland,Water,NULL
2021,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2022,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
2023,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,NULL
2024,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
2025,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2026,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
2027,Water,Bareland,Built-up,NULL,Non_Wetland,Water,Water,NULL
2028,Water,Bareland,Water,NULL,Water,Wetland,Water,NULL
2029,Water,Bareland,Water,NULL,Water,Bareland,Bareland,NULL
2030,Water,Bareland,Water,NULL,Water,Water,Bareland,NULL
2031,Water,Bareland,Water,NULL,Water,Water,Water,NULL
2032,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2033,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2034,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
2035,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
2036,Water,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,NULL
2037,Water,Built-up,Wetland,NULL,Wetland,Built-up,Water,NULL
2038,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,NULL
2039,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2040,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2041,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2042,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,NULL
2043,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,NULL
2044,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Water,NULL
2045,Water,Built-up,Water,NULL,Water,Bareland,Water,NULL
2046,Water,Built-up,Water,NULL,Water,Built-up,Water,NULL
2047,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2048,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,NULL
2049,Water,Water,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2050,Water,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
2051,Water,Water,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2052,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2053,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2054,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
2055,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2056,Water,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2057,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2058,Water,Water,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2059,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
2060,Water,Water,NULL,NULL,Non_Wetland,Water,Bareland,NULL
2061,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
2062,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
2063,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
2064,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,NULL
2065,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,NULL
2066,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2067,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2068,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2069,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2070,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
2071,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2072,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2073,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
2074,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2075,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2076,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
2077,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2078,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2079,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2080,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
2081,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
2082,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
2083,Water,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
2084,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2085,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
2086,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
2087,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
2088,Water,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2089,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
2090,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2091,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
2092,Water,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2093,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2094,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2095,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
