Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R
342,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
343,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
344,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
346,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
347,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
348,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
349,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
355,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
356,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
357,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
358,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
359,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
360,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
361,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
362,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
363,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
365,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
366,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
367,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
368,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
369,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
370,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
371,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
372,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
374,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
375,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
376,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
377,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
379,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
382,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
384,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
385,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
386,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
387,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
388,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
390,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
391,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
392,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
393,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
394,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
395,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
396,Grassland,NULL,Water,Water,Water,NULL,NULL,NULL
397,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
398,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
399,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
400,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
401,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
402,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
403,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
405,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
406,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
410,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
411,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
412,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
415,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
416,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
417,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
418,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
420,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
422,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
426,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
428,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
430,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
431,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
432,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
434,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
436,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
437,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
438,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
439,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
440,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
441,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
442,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
444,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
447,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
448,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
449,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
450,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
451,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
452,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
453,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
454,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
455,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
456,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
457,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
459,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
460,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
461,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
462,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
463,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
465,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
467,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
468,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
469,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
470,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
472,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
473,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
474,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
475,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
476,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
477,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
478,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
481,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
482,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
484,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
486,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
488,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
490,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
491,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
492,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
493,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
494,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
495,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
496,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
497,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
498,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
499,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
500,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
501,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
502,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
503,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
504,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
505,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
506,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
507,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
508,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
509,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
510,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
511,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
514,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
515,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
516,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
518,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
519,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
521,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
522,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
524,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
525,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
526,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
527,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
528,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
529,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
530,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
533,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
535,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
537,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
538,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
540,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
543,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
544,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
546,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
547,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
550,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
551,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
552,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
553,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
554,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
555,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
556,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
557,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
558,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
559,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
560,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
561,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
562,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
563,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
564,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
565,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
566,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
567,Grassland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
569,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
570,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
571,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
572,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
573,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
574,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
576,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
579,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
581,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
582,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
584,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
585,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
586,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
587,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
589,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
590,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
592,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
593,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
594,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
596,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
597,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
598,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
599,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
600,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
601,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
602,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
603,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
604,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
605,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
606,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
607,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
608,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
609,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
610,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
612,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
613,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
614,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
615,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
616,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
617,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
618,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
620,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
623,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
624,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
625,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
628,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
629,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
630,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
631,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
633,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
634,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
635,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
636,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
637,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
639,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
641,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
642,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
644,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
645,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
646,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
647,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
648,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
649,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
650,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
651,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
652,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
653,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
654,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
655,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
656,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
657,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
658,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
659,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
660,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
661,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
662,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
663,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
664,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
665,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
666,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
667,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
668,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
669,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
670,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
671,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
675,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
676,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
677,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
678,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
679,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
680,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
681,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
682,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
683,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
684,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
685,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
686,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
687,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
688,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
689,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
