Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCC_M_R
6799,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6800,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
6801,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6802,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6803,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6804,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6805,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6806,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6807,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
6808,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6809,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6810,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6811,Water,Cropland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6812,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6813,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6814,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6815,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6816,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6817,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6818,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
6819,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6820,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6821,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Water
6822,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6823,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6824,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6825,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6826,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6827,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6828,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
6829,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
6830,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
6831,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6832,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6833,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
6834,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6835,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
6836,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
6837,Water,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
6838,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6839,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6840,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6841,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6842,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6843,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6844,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6845,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
6846,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
6847,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6848,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6849,Water,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
6850,Water,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
6851,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6852,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6853,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6854,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
6855,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6856,Water,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6857,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
6858,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6859,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
6860,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6861,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6862,Water,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6863,Water,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
6864,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6865,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
6866,Water,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
6867,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6868,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
6869,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
6870,Water,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
6871,Water,Cropland,Cropland,Water,Non_Wetland,Wetland,Water,Water
6872,Water,Cropland,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
6873,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
6874,Water,Cropland,Cropland,Water,Non_Wetland,Water,Water,Forest
6875,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Water
6876,Water,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6877,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6878,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6879,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
6880,Water,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Water
6881,Water,Cropland,Wetland,NULL,Wetland,Water,Wetland,Water
6882,Water,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6883,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
6884,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6885,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6886,Water,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Water
6887,Water,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
6888,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6889,Water,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Water
6890,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
6891,Water,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
6892,Water,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
6893,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
6894,Water,Cropland,Wetland,Water,Wetland,Water,NULL,Water
6895,Water,Cropland,Wetland,Water,Wetland,Water,Water,Water
6896,Water,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
6897,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
6898,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6899,Water,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
6900,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6901,Water,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6902,Water,Cropland,Water,NULL,Water,Wetland,NULL,Water
6903,Water,Cropland,Water,NULL,Water,Wetland,Grassland,Water
6904,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
6905,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
6906,Water,Cropland,Water,NULL,Water,Wetland,Wetland,Water
6907,Water,Cropland,Water,NULL,Water,Wetland,Water,NULL
6908,Water,Cropland,Water,NULL,Water,Wetland,Water,Grassland
6909,Water,Cropland,Water,NULL,Water,Wetland,Water,Wetland
6910,Water,Cropland,Water,NULL,Water,Wetland,Water,Water
6911,Water,Cropland,Water,NULL,Water,Bareland,NULL,Forest
6912,Water,Cropland,Water,NULL,Water,Water,Wetland,Water
6913,Water,Cropland,Water,NULL,Water,Water,Water,Water
6914,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
6915,Water,Cropland,Water,Non_Water,Water,Wetland,Wetland,Water
6916,Water,Cropland,Water,Non_Water,Water,Wetland,Water,Water
6917,Water,Cropland,Water,Non_Water,Water,Water,Grassland,Water
6918,Water,Cropland,Water,Non_Water,Water,Water,Wetland,Water
6919,Water,Cropland,Water,Non_Water,Water,Water,Water,Water
6920,Water,Cropland,Water,Water,Water,NULL,Wetland,Water
6921,Water,Cropland,Water,Water,Water,Wetland,NULL,Water
6922,Water,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
6923,Water,Cropland,Water,Water,Water,Wetland,Wetland,Water
6924,Water,Cropland,Water,Water,Water,Wetland,Water,Wetland
6925,Water,Cropland,Water,Water,Water,Wetland,Water,Water
6926,Water,Cropland,Water,Water,Water,Bareland,Water,Water
6927,Water,Cropland,Water,Water,Water,Water,NULL,Water
6928,Water,Cropland,Water,Water,Water,Water,Grassland,Water
6929,Water,Cropland,Water,Water,Water,Water,Wetland,Water
6930,Water,Cropland,Water,Water,Water,Water,Water,Water
6931,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6932,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6933,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6934,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6935,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6936,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6937,Water,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Water
6938,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6939,Water,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6940,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
6941,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
6942,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
6943,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Water
6944,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6945,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6946,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
6947,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6948,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6949,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6950,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6951,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6952,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6953,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6954,Water,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6955,Water,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Water
6956,Water,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Wetland
6957,Water,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6958,Water,Cropland,Forest,NULL,Non_Wetland,Water,Water,Water
6959,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6960,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6961,Water,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
6962,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
6963,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
6964,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
6965,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
6966,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
6967,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6968,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6969,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6970,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6971,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
6972,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6973,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6974,Water,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
6975,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
6976,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6977,Water,Cropland,Forest,Non_Water,Non_Wetland,Water,Water,Water
6978,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
6979,Water,Cropland,Forest,Water,Non_Wetland,Wetland,NULL,Water
6980,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
6981,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6982,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6983,Water,Cropland,Forest,Water,Non_Wetland,Wetland,Water,Water
6984,Water,Cropland,Forest,Water,Non_Wetland,Water,Wetland,Water
6985,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6986,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6987,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
6988,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6989,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
6990,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6991,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6992,Water,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
6993,Water,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
6994,Water,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
6995,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
6996,Water,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
6997,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6998,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
6999,Water,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
7000,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7001,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7002,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
7003,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
7004,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
7005,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
7006,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
7007,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7008,Water,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
7009,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
7010,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
7011,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
7012,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7013,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
7014,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7015,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
7016,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Water
7017,Water,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
7018,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
7019,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
7020,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
7021,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
7022,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
7023,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
7024,Water,Wetland,Water,NULL,Water,Wetland,Water,Wetland
7025,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
7026,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
7027,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
7028,Water,Wetland,Water,NULL,Water,Water,Water,Water
7029,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
7030,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Water
7031,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7032,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
7033,Water,Wetland,Water,Non_Water,Water,Forest,Water,Water
7034,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
7035,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
7036,Water,Wetland,Water,Water,Water,Wetland,Water,Water
7037,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
7038,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
7039,Water,Wetland,Water,Water,Water,Water,Water,Wetland
7040,Water,Wetland,Water,Water,Water,Water,Water,Water
7041,Water,Wetland,Water,Water,Water,Water,Water,Forest
7042,Water,Wetland,Water,Water,Water,Forest,Water,Water
7043,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7044,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7045,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
7046,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
7047,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7048,Water,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7049,Water,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7050,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7051,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
7052,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
7053,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
7054,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
7055,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7056,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
7057,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
7058,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
7059,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
7060,Water,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Water
7061,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7062,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7063,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
7064,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7065,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
7066,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
7067,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Water
7068,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
7069,Water,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7070,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
7071,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
7072,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
7073,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7074,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Water
7075,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7076,Water,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
7077,Water,Built-up,Water,NULL,Water,Wetland,Water,Water
7078,Water,Built-up,Water,Water,Water,Wetland,Water,Water
7079,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7080,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7081,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7082,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
7083,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7084,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
7085,Water,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
7086,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
7087,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
7088,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
7089,Water,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
7090,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
7091,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
7092,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
7093,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
7094,Water,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
7095,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
7096,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
7097,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
7098,Water,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
7099,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7100,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
7101,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
7102,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
7103,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
7104,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
7105,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
7106,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
7107,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
7108,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
7109,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
7110,Water,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
7111,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
7112,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
7113,Water,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
7114,Water,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
7115,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
7116,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
7117,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
7118,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
7119,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
7120,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
7121,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Wetland
7122,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
7123,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
7124,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,NULL
7125,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
7126,Water,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
7127,Water,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7128,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
7129,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
7130,Water,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
7131,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
7132,Water,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
7133,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
7134,Water,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7135,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
7136,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7137,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
7138,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
7139,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
7140,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
7141,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
7142,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Water
7143,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7144,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
7145,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
7146,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
7147,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
7148,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
7149,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
7150,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
7151,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
7152,Water,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Water
