Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R
15567,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,NULL
15568,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Cropland
15569,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
15570,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
15571,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
15572,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
15573,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
15574,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
15575,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
15576,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
15577,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
15578,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15579,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15580,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
15581,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
15582,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
15583,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,NULL
15584,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Bareland
15585,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
15586,Bareland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
15587,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
15588,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
15589,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
15590,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
15591,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
15592,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
15593,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
15594,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
15595,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
15596,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
15597,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
15598,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
15599,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
15600,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,NULL
15601,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
15602,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Bareland
15603,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
15604,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
15605,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
15606,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
15607,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
15608,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
15609,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
15610,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,NULL
15611,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
15612,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
15613,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
15614,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
15615,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
15616,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
15617,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
15618,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
15619,Bareland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
15620,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
15621,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
15622,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
15623,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
15624,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
15625,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
15626,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
15627,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
15628,Bareland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
15629,Bareland,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
15630,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
15631,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
15632,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
15633,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
15634,Bareland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
15635,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
15636,Bareland,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
15637,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
15638,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
15639,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
15640,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
15641,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
15642,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15643,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
15644,Bareland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
15645,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15646,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Bareland
15647,Bareland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
15648,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
15649,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
15650,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
15651,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
15652,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
15653,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
15654,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
15655,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Cropland
15656,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
15657,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
15658,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
15659,Bareland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
15660,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
15661,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
15662,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
15663,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
15664,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
15665,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
15666,Bareland,NULL,Wetland,NULL,Wetland,Water,NULL,Bareland
15667,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
15668,Bareland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
15669,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
15670,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
15671,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
15672,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Water
15673,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15674,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
15675,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
15676,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
15677,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
15678,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
15679,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
15680,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
15681,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
15682,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Cropland
15683,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
15684,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
15685,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
15686,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
15687,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
15688,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
15689,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
15690,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Bareland
15691,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
15692,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
15693,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
15694,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
15695,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
15696,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
15697,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
15698,Bareland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Bareland
15699,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
15700,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
15701,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
15702,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
15703,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
15704,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
15705,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
15706,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
15707,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
15708,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
15709,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
15710,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
15711,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
15712,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15713,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
15714,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
15715,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
15716,Bareland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
15717,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
15718,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
15719,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
15720,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
15721,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
15722,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
15723,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
15724,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
15725,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Cropland
15726,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
15727,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
15728,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
15729,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Cropland
15730,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Cropland
15731,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
15732,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
15733,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15734,Bareland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15735,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
15736,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
15737,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
15738,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
15739,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
15740,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
15741,Bareland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
15742,Bareland,NULL,Wetland,Water,Wetland,NULL,Bareland,Grassland
15743,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
15744,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
15745,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
15746,Bareland,NULL,Wetland,Water,Wetland,NULL,Water,Water
15747,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
15748,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
15749,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
15750,Bareland,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
15751,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
15752,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
15753,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
15754,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
15755,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Bareland
15756,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
15757,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
15758,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
15759,Bareland,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
15760,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
15761,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
15762,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
15763,Bareland,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
15764,Bareland,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Bareland
15765,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,NULL
15766,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
15767,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
15768,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
15769,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
15770,Bareland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
15771,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
15772,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
15773,Bareland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
15774,Bareland,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
15775,Bareland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
15776,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
15777,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
15778,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
15779,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
15780,Bareland,NULL,Wetland,Water,Wetland,Built-up,Built-up,Bareland
15781,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
15782,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
15783,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
15784,Bareland,NULL,Wetland,Water,Wetland,Water,NULL,Water
15785,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
15786,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
15787,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
15788,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
15789,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
15790,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
15791,Bareland,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
15792,Bareland,NULL,Wetland,Water,Wetland,Forest,NULL,Water
15793,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
15794,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
15795,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
15796,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
15797,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
15798,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
15799,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
15800,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
15801,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
15802,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
15803,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
15804,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Cropland
15805,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
15806,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
15807,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
15808,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
15809,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
15810,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
15811,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
15812,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
15813,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
15814,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
15815,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
15816,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,NULL
15817,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
15818,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
15819,Bareland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
15820,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
15821,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
15822,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
15823,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
15824,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
15825,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
15826,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
15827,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
15828,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
15829,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
15830,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
15831,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
15832,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
15833,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
15834,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
15835,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
15836,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
15837,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
15838,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
15839,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
15840,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
15841,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15842,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15843,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
15844,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15845,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
15846,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15847,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
15848,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15849,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
15850,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
15851,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
15852,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
15853,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15854,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
15855,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
15856,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
15857,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
15858,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
15859,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15860,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15861,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
15862,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15863,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
15864,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
15865,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Bareland
15866,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
15867,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
15868,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
15869,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
15870,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
15871,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
15872,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
15873,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
15874,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
15875,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15876,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
15877,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
15878,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15879,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Bareland
15880,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
15881,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
15882,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
15883,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
15884,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
15885,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
15886,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Bareland
15887,Bareland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Water
15888,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
15889,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
15890,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
15891,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
15892,Bareland,NULL,Bareland,Water,Non_Wetland,Water,NULL,Water
15893,Bareland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
15894,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
15895,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
15896,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
15897,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
15898,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
15899,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
