Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHG_M_R
689,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
690,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
691,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
692,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
693,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
694,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
695,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
696,Wetland,Water,Water,Water,Water,NULL,NULL,Water
697,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
698,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
699,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
700,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
701,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
702,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
703,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
704,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
705,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
706,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
707,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
708,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
709,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
710,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
711,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
712,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
713,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
714,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
715,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
716,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
717,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
718,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
719,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
720,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
721,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
722,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
723,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
724,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
725,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
726,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
727,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
728,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
729,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
730,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
731,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
732,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
733,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
734,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
735,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
736,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
737,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
738,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
739,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
740,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
741,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
742,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
743,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
744,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
745,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
746,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
747,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
748,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
749,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
750,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
751,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
752,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
753,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
754,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
755,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
756,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
757,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
758,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
759,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
760,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
761,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
762,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
763,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
764,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
765,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
766,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
767,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
768,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
769,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
770,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
771,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
772,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
773,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
774,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
775,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
776,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
777,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
778,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
779,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
780,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
781,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
782,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
783,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
784,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
785,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
786,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
787,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
788,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
789,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
790,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
791,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
792,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
793,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
794,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
795,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
796,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
797,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
798,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
799,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
800,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
801,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
802,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
803,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
804,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
805,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
806,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
807,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
808,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
809,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
810,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
811,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
812,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
813,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
814,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
815,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
816,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
817,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
818,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
819,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
820,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
821,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
822,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
823,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
824,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
825,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
826,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
827,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
828,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
829,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
830,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
831,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
832,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
833,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
834,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
835,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
836,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
837,Bareland,Water,Water,Water,Water,NULL,NULL,Water
838,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
839,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
840,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
841,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
842,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
843,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
844,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
845,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
846,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
848,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
849,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
850,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
851,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
852,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
853,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
854,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
855,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
856,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
857,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
858,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
859,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
861,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
862,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
863,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
864,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
865,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
866,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
867,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
868,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
869,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
870,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
871,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
872,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
873,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
874,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
875,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
876,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
877,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
878,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
879,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
880,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
881,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
882,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
883,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
884,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
885,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
886,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
887,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
888,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
889,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
891,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
892,Water,NULL,Water,NULL,Water,NULL,NULL,Water
893,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
894,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
895,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
896,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
897,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
898,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
899,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
900,Water,NULL,Water,Water,Water,NULL,NULL,Water
901,Water,NULL,Water,Water,Water,NULL,NULL,Forest
902,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
903,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
904,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
905,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
906,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
907,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
908,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
909,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
910,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
911,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
912,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
914,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
915,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
916,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
917,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
918,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
919,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
920,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
921,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
922,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
923,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
924,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
925,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
926,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
927,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
928,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
929,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
930,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
931,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
932,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
933,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
934,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
935,Water,Wetland,Water,Water,Water,NULL,NULL,Water
936,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
937,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
938,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
939,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
940,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
941,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
942,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
943,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
944,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
945,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
946,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
947,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
948,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
949,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
950,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
951,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
952,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
953,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
954,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
955,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
956,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
957,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
958,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
959,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
960,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
961,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
962,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
963,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
964,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
965,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
966,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
967,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
968,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
969,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
970,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
971,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
972,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
973,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
974,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
975,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
976,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
977,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
978,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
979,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
980,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
981,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
982,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
983,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
984,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
985,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
986,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
987,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
988,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
989,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
990,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
991,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
992,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
993,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
994,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
995,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
996,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
997,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
998,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
999,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1000,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1001,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1002,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1003,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1004,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1005,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1006,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1007,Water,Water,Water,NULL,Water,NULL,NULL,Water
1008,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1009,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1010,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1011,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1012,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1013,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1014,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1015,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1016,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1017,Water,Water,Water,Water,Water,NULL,NULL,Water
1018,Water,Water,Water,Water,Water,NULL,NULL,Forest
1019,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1020,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1022,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1023,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1024,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1025,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1027,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1028,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1030,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1031,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1032,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1033,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1034,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1035,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1036,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1037,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1038,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1039,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1040,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1042,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1043,Water,Forest,Water,Water,Water,NULL,NULL,Water
1044,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1045,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1046,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1047,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1048,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1049,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1050,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
