Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R
1740,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1741,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1742,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1743,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1744,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1745,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1746,Bareland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1747,Bareland,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1748,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1750,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1751,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1752,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1753,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1754,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1755,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1756,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1757,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1758,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1759,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1760,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1761,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1763,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1764,Bareland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1765,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1766,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1767,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1768,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1769,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1770,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1771,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1772,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1773,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1774,Bareland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1775,Bareland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1776,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1777,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1778,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1779,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1780,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1781,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1782,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1783,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1784,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1785,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1786,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1787,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1788,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1789,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Built-up
1790,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1791,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1792,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1793,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1794,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1795,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1796,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1797,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1799,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1800,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1801,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1802,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1803,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1804,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1805,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1806,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1807,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1808,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1809,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1810,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1811,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1812,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1813,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1814,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1815,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1816,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1817,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1818,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1819,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1820,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Built-up
1821,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1822,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1823,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1824,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1825,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1826,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1827,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1828,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1829,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1830,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Built-up
1831,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1832,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1834,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1835,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1836,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1837,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1838,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1839,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1840,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Built-up
1841,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1842,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1843,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1844,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1845,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1846,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1847,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1848,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1849,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1850,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1851,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1852,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1853,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1854,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1855,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
1856,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1857,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1858,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1859,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1860,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1861,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1862,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1863,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1864,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1865,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1866,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1867,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1868,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1869,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1870,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1871,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1872,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1873,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1874,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1875,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1876,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1877,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1878,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1879,Bareland,Bareland,Water,Water,Water,NULL,NULL,Permanent_ice_and_snow
1880,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1882,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1883,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1884,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1885,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1886,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1887,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1888,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1889,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1890,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1891,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1892,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1893,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1894,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1895,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1896,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1897,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1898,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1899,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1900,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1901,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1902,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1903,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1904,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1905,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1906,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1907,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1908,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1909,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1910,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1911,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1912,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1913,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1914,Bareland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1915,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1916,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1917,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1918,Bareland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1919,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1920,Bareland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1921,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1922,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1923,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1924,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1925,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1926,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1927,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1928,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1929,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1930,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1931,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1932,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1933,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1934,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1935,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1936,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1937,Bareland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1938,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1939,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1940,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1941,Bareland,Built-up,Water,Water,Water,NULL,NULL,Wetland
1942,Bareland,Built-up,Water,Water,Water,NULL,NULL,Bareland
1943,Bareland,Built-up,Water,Water,Water,NULL,NULL,Built-up
1944,Bareland,Built-up,Water,Water,Water,NULL,NULL,Water
1945,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1946,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1947,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1948,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1949,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1950,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1951,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1952,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1953,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1954,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1955,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1956,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1957,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1958,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1959,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1960,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1961,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1962,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1963,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1964,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1965,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1966,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1967,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1968,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1969,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1970,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1971,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1972,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1973,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1974,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1975,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1976,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1977,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1978,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1979,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1980,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1981,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1982,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1983,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1984,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1985,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1986,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1987,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1988,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1989,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1990,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1991,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1992,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1993,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1994,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1995,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1996,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1997,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1998,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1999,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
2000,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
2001,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2002,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2003,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2004,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2005,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2006,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2007,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2008,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2009,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2010,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2011,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2012,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2013,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2014,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2015,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
2016,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2017,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2018,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2019,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2020,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
2021,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2022,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2023,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2024,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
2025,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
2026,Bareland,Water,Water,NULL,Water,NULL,NULL,Wetland
2027,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
2028,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
2029,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2030,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2031,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
2032,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
2033,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
2034,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
2035,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
2036,Bareland,Water,Water,Water,Water,NULL,NULL,Water
2037,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2038,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2039,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2040,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2041,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2042,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2043,Bareland,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
2044,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2045,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2046,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2047,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2048,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2049,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2050,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2051,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2052,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
2053,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2054,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2055,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2056,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2057,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2058,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2059,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2060,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2061,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
2062,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
2063,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2064,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2065,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2066,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2067,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
